Witness Weight,Time (ns)
0,445724600
2,445881600
5,460971100
9,880059500
14,1385093300
20,2531307800
27,2906574700
35,3075748900
43,3248009200
52,3857849300
62,3976056000
72,5380515900
83,6100272900
95,8030829700
108,8604249000
121,8705141700
135,9286223400
150,9769774200
165,9770387200
179,10408535100
194,10492387600
210,11336857500
221,11368001000
237,11368397200
254,11368550900
270,11561070100
286,12247190400
298,12528101300
315,13377241500
332,14893449200
350,14894572100
359,15368616800
375,16143457800
393,16225907800
411,16436871800
428,16713034900
446,17219668800
456,17622035900
469,17726884000
486,20535738100
504,21446191100
518,21600141400
537,23314568500
552,23667248900
571,24123465700
587,25055285700
606,25076482900
624,25079787700
635,25975804600
655,25976357000
674,26384805500
693,26842091000
714,27856851500
731,27928391500
751,30087879500
773,30088254400
796,30093791700
820,30569494900
840,33652871800
861,33854237600
881,34891887500
906,35180300000
932,38081640300
951,38082151700
978,39743485800
990,41942235800
1003,45169003500
1025,45170544900
1048,46288403500
1072,46622277100
1086,49327116700
1107,49329834500
1127,50326697300
1148,50328804300
1163,50650217300
1191,50650382900
1220,50658509900
1245,52371908800
1275,52372098700
1306,52372186100
1338,53574669000
1364,53757166700
1391,53970641000
1424,53974855400
1458,57861635000
1493,57870915300
1521,59036280600
1543,59048511600
