Witness Weight,Time (ns)
0,780815800
2,877250800
5,1633620900
9,1639228200
14,1639837800
20,1640070700
27,1640188000
35,1643125100
44,1643880900
54,1644079300
65,1798335900
77,1879301200
90,2098849200
104,2181066200
119,3141594400
135,3372324000
152,3743900100
170,4724234500
189,4724422700
209,4726069600
230,5640417500
252,7069368300
275,7075438400
299,7075922400
324,7077134600
350,7077470000
377,7078121400
405,7080688200
434,7622361000
464,7625389900
495,7990453900
526,7991150900
558,7993225300
591,7994876900
625,10120063500
659,10120264200
694,10740795000
730,11185306100
767,11185487000
805,11188714300
844,11188857300
884,11188965300
925,11189040000
967,11189958500
1010,11193643700
1042,11193903700
1086,12198294600
1131,13507408800
1177,13507707300
1224,13516548600
1272,13517661700
1321,13518184500
1371,13518433700
1422,15237959800
1474,15238126200
1527,15238371700
1581,15238562800
1636,15238760300
1692,15238951700
1749,15253372900
1784,15253704100
1819,17840299700
1877,17840662400
1936,19639059400
1996,19639322400
2057,20131096100
2119,20134184700
2182,20134373500
2215,20137270400
2251,20326602100
2287,20326982900
2324,20327977000
2388,20328201200
2453,20328443500
2519,20328585000
2586,20328772100
2654,20328941200
2723,20329320800
2793,20331782900
2827,20339997600
2898,20346785500
2970,20347848100
3043,20348016400
3080,20793400000
3154,22470445300
3229,22471469600
3265,23584941400
3341,24700161700
3418,24700384800
3496,24700551900
3575,26144247000
3655,26150838500
3693,26152855900
3774,26219779700
3856,26508436900
3891,26513330700
3928,26519763400
3966,27132071900
4004,27137415400
4042,27138584300
4125,27138956500
4209,30667694900
4294,30904176300
4380,30904401100
4467,30904583600
4555,30904769500
4644,30905041600
4734,30906825400
4825,30910035900
4917,31831621500
5010,31842934700
5104,31843845200
5199,35002679900
5295,35081054400
5334,36894103000
5373,36897984500
5412,36898864000
5509,36899065000
5607,36899239300
5706,36899381100
5806,36899656700
5907,36899839100
6009,36900030600
6112,36900204800
6216,36900376300
6321,36900569500
6427,36900767900
6534,36900898000
6642,36901127500
6751,36991918800
6791,37018505500
6901,37023313500
7012,37521118800
7124,37524091700
7237,37524779300
7351,37525330400
7466,41203244400
7582,41204939600
7699,41206076200
7817,41208375600
7936,41587145900
7976,41587406400
8096,41587688300
8134,41587929800
8255,42866129700
8295,43383610400
8335,44363889500
8371,44367532900
8412,46461550600
8448,49211114500
8487,51333614200
8524,51334461600
8562,51336444400
8599,52062815600
8638,54558467200
8760,54558888000
8883,54559468400
9007,54559785500
9132,54559971700
9258,54560219500
9385,54560692700
9513,54560964300
9642,54561493100
9772,55917426400
9903,55931602000
10035,55932754600
10168,56526174500
