UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,1133389000
1,0,0,0,3,0,0,0,3,1226985900
1,0,0,0,3,0,0,0,3,1305330100
1,0,0,0,4,0,0,0,7,1404132100
2,0,0,0,8,0,0,0,16,1506755100
3,0,0,0,11,0,0,0,19,1607680600
3,0,0,0,16,0,0,0,23,1715032600
4,0,0,0,17,0,0,0,29,1813997000
8,0,0,0,31,0,0,0,47,2208028000
13,0,0,0,43,0,0,0,63,2356434400
13,0,0,0,46,0,0,0,69,3101150400
16,0,0,0,65,0,0,0,117,3372093000
18,0,0,0,69,0,0,0,133,3720521500
18,0,0,0,69,0,0,0,133,3831099300
18,0,0,0,69,0,0,0,133,4070528300
18,0,0,0,70,0,0,0,136,4113659300
18,0,0,0,71,0,0,0,136,4260286000
32,0,0,0,127,0,0,0,187,4439968700
32,0,0,0,129,0,0,0,192,5554707200
32,0,0,0,130,0,0,0,273,6644691500
32,0,0,0,130,0,0,0,273,6868703000
32,0,0,0,130,0,0,0,273,7487060800
32,0,0,0,131,0,0,0,408,7846576000
32,0,0,0,131,0,0,0,408,7895324300
32,0,0,0,131,0,0,0,408,8257315200
32,0,0,0,131,0,0,0,408,8317484200
32,0,0,0,131,0,0,0,408,8532912600
32,0,0,0,131,0,0,0,408,8889480600
32,0,0,0,131,0,0,0,408,9267219600
64,0,0,0,254,0,0,0,586,10768300500
65,0,0,0,255,0,0,0,586,10965304100
65,0,0,0,255,0,0,0,633,11516371800
65,0,0,0,256,0,0,0,633,12150273600
65,0,0,0,256,0,0,0,745,12288397700
65,0,0,0,256,0,0,0,745,12597110300
101,0,0,0,400,0,0,0,901,14254824800
102,0,0,0,400,0,0,0,905,14633782600
102,0,0,0,402,0,0,0,930,14740196400
109,0,0,0,449,0,0,0,950,15849521500
109,0,0,0,449,0,0,0,950,16115171700
109,0,0,0,450,0,0,0,980,16307765300
109,0,0,0,450,0,0,0,980,16539321300
109,0,0,0,450,0,0,0,980,16902415100
109,0,0,0,450,0,0,0,980,17577954700
109,0,0,0,450,0,0,0,980,17601704500
114,0,0,0,465,0,0,0,1193,18580121700
114,0,0,0,465,0,0,0,1193,18711632700
114,0,0,0,465,0,0,0,1193,18848355000
126,0,0,0,525,0,0,0,1269,19889116600
126,0,0,0,525,0,0,0,1269,20216129400
126,0,0,0,525,0,0,0,1269,20636359600
126,0,0,0,525,0,0,0,1269,20900303400
126,0,0,0,525,0,0,0,1269,20930046800
126,0,0,0,526,0,0,0,1328,21308983400
126,0,0,0,526,0,0,0,1328,24095357600
126,0,0,0,527,0,0,0,1328,24365931300
126,0,0,0,527,0,0,0,1328,24798769500
126,0,0,0,527,0,0,0,1559,25031381300
130,0,0,0,553,0,0,0,1714,26572813200
131,0,0,0,553,0,0,0,1714,26827715300
131,0,0,0,554,0,0,0,1714,26864441400
134,0,0,0,569,0,0,0,1796,28439759400
155,0,0,0,644,0,0,0,1983,30579901600
155,0,0,0,644,0,0,0,1983,30676679200
155,0,0,0,645,0,0,0,1983,30790881800
155,0,0,0,645,0,0,0,1983,30881689300
155,0,0,0,645,0,0,0,1983,31026565600
193,0,0,0,1262,0,0,0,2240,34378760700
197,0,0,0,1415,0,0,0,2383,37255404700
197,0,0,0,1415,0,0,0,2383,38113845900
197,0,0,0,1415,0,0,0,2383,38122413100
197,0,0,0,1513,0,0,0,2472,39018073500
197,0,0,0,1513,0,0,0,2516,39615869900
197,0,0,0,1513,0,0,0,2516,39905241000
197,0,0,0,1513,0,0,0,2516,39909364800
197,0,0,0,1514,0,0,0,2516,40089286500
197,0,0,0,1514,0,0,0,2552,40882674100
197,0,0,0,1514,0,0,0,2552,41166122000
197,0,0,0,1514,0,0,0,2552,41853376000
197,0,0,0,1515,0,0,0,2552,41913745400
197,0,0,0,1515,0,0,0,2552,42046307800
197,0,0,0,1515,0,0,0,2582,42328590400
198,0,0,0,1590,0,0,0,2688,42559396300
198,0,0,0,1670,0,0,0,2724,43007733800
198,0,0,0,1749,0,0,0,2834,45443326800
198,0,0,0,1757,0,0,0,2973,46467898500
198,0,0,0,1817,0,0,0,3025,47374661200
198,0,0,0,1852,0,0,0,3053,48235842900
198,0,0,0,1852,0,0,0,3053,48258603100
198,0,0,0,1853,0,0,0,3053,48427662000
198,0,0,0,1853,0,0,0,3104,49628545300
198,0,0,0,1854,0,0,0,3104,50979589100
198,0,0,0,1884,0,0,0,3266,51549836800
199,0,0,0,2050,0,0,0,3417,54320720900
199,0,0,0,2091,0,0,0,3496,55276934100
199,0,0,0,2091,0,0,0,3496,56689923600
200,0,0,0,2621,0,0,0,3806,61073643500
200,0,0,0,2621,0,0,0,3821,61495074900
