Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111243400
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235819400
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,283288400
1,2,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,2,2,1,0,0,0,1,0,1,1,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,2,1,0,1,0,0,1,0,2,1,382673100
2,2,2,3,3,2,3,6,1,1,1,2,1,1,2,2,2,1,3,2,1,1,1,3,2,1,2,4,2,3,1,1,3,1,1,1,1,3,2,3,1,2,2,3,2,2,3,4,2,3,2,2,2,3,3,1,3,1,2,2,1,3,2,2,2,3,2,1,4,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,1,2,1,2,1,2,3,2,2,3,2,2,3,3,2,2,482925700
6,5,7,6,7,7,7,6,7,9,8,4,6,6,7,6,4,5,5,7,6,5,6,4,6,6,5,6,7,8,6,3,6,5,6,6,7,3,7,7,7,7,5,7,6,4,6,6,6,8,7,5,7,6,5,3,6,7,7,5,6,4,4,7,6,7,4,6,6,7,8,7,6,4,5,8,5,8,6,7,6,6,7,5,5,8,4,5,6,5,8,5,5,5,6,5,7,7,6,6,689320900
8,7,8,6,7,7,7,8,9,9,9,6,8,8,9,7,5,7,7,9,8,5,8,6,7,7,6,9,7,8,6,3,8,6,7,9,7,5,7,9,7,9,7,8,8,6,9,8,6,8,8,7,8,7,8,6,7,8,7,7,7,6,5,8,6,8,6,6,8,7,8,8,8,4,6,8,7,8,7,7,7,8,7,5,6,8,5,8,6,7,8,7,5,5,8,7,9,8,7,7,719890400
10,8,8,7,9,9,8,11,10,11,12,7,11,9,9,7,8,10,8,9,10,10,11,8,8,8,10,10,10,8,10,7,8,8,8,11,9,7,8,10,10,11,9,8,8,9,10,10,8,9,8,7,12,7,8,10,9,11,9,10,10,8,8,9,8,11,10,9,8,8,10,12,9,8,11,10,9,9,10,8,8,10,10,9,10,11,9,9,8,7,10,9,8,9,9,7,10,9,10,7,832615900
12,11,13,11,12,13,12,12,13,11,13,9,13,13,13,13,12,13,13,13,12,14,13,11,12,12,12,13,11,11,12,12,10,9,13,11,9,10,13,14,12,11,13,12,14,12,10,12,12,14,13,11,12,10,15,11,13,11,10,13,12,12,10,11,13,13,12,12,12,12,14,12,12,12,11,14,11,14,12,13,12,12,11,11,13,13,11,13,13,11,11,13,12,11,12,11,12,12,12,10,936409700
15,11,18,14,12,13,13,15,18,14,16,10,13,16,15,17,12,17,16,13,12,16,17,15,12,16,12,17,15,16,16,14,16,15,13,12,15,10,14,18,12,11,13,12,17,15,17,16,14,16,15,17,14,12,17,17,13,16,14,18,15,17,17,17,13,18,16,12,14,15,18,12,16,12,16,18,15,16,12,15,15,15,16,11,15,14,15,16,16,15,15,16,15,15,12,16,13,12,12,11,1070230100
21,23,21,17,22,20,21,21,21,21,20,18,21,22,22,21,21,22,22,22,20,21,22,22,24,22,21,21,22,22,22,19,21,22,21,21,22,20,20,22,20,22,20,21,20,23,21,21,20,21,21,21,21,22,22,22,22,20,21,22,22,22,22,21,21,22,21,22,19,20,21,20,22,21,21,21,21,22,22,20,20,20,21,21,24,21,20,21,20,19,21,21,22,22,22,22,22,21,20,19,1254003600
22,23,21,21,22,20,21,21,21,21,23,20,23,24,23,22,22,24,25,23,22,22,25,22,24,25,22,23,25,22,23,20,22,24,25,21,23,21,21,23,20,22,22,21,20,23,24,21,20,22,21,21,23,22,24,22,23,21,22,24,25,23,23,23,22,22,22,22,19,21,24,24,22,21,22,24,21,27,22,24,20,24,24,21,24,21,22,21,20,19,21,25,25,25,24,24,24,21,21,25,1378872200
34,30,31,30,34,34,32,36,33,32,34,30,31,32,37,30,31,32,31,32,30,28,32,37,34,31,33,34,34,28,26,30,35,33,36,29,33,32,34,34,36,35,23,32,32,34,25,29,36,32,34,28,37,34,35,33,32,28,35,30,26,32,30,35,31,35,28,31,30,32,36,34,30,33,29,34,33,34,26,39,29,30,34,30,33,28,32,29,30,30,32,30,33,33,36,32,36,32,32,30,1829770100
34,40,31,31,41,35,33,36,36,37,35,32,31,33,42,37,40,33,33,34,36,41,37,39,35,31,40,38,39,39,35,30,35,33,44,38,38,38,34,43,41,37,24,33,42,39,40,42,37,40,34,42,39,46,38,40,36,29,41,32,33,39,35,35,34,35,28,33,31,43,40,40,41,33,38,40,33,35,42,40,38,38,37,34,37,40,36,35,31,39,36,42,33,38,37,36,41,34,42,33,2075012400
35,44,31,31,41,35,34,36,36,38,35,32,31,33,42,44,44,33,33,34,37,43,37,45,41,31,40,38,41,39,35,30,35,33,45,39,44,38,34,44,44,42,24,33,42,44,43,42,37,40,34,42,42,46,45,43,36,29,42,32,33,44,37,40,34,44,28,33,43,43,41,43,42,33,42,42,33,35,43,40,42,41,37,34,43,43,36,43,31,44,43,42,33,41,43,36,42,34,42,33,2160275900
45,47,31,31,44,35,43,36,36,43,35,43,31,33,48,46,46,33,33,34,43,45,37,46,43,31,40,47,45,39,35,30,35,33,47,41,47,38,37,47,47,44,24,43,46,46,44,43,37,47,34,42,42,46,46,46,36,29,48,32,33,46,43,44,34,44,28,33,46,44,45,47,45,33,47,44,33,35,46,40,42,43,37,34,45,44,36,43,31,46,44,46,33,42,43,36,44,34,45,33,2285802500
45,47,31,31,47,43,43,40,36,43,35,43,41,33,50,47,48,37,33,34,45,47,37,47,44,31,43,48,46,39,35,46,47,46,47,41,48,38,47,47,48,45,24,43,47,49,45,43,37,47,46,42,43,47,47,48,36,46,48,32,33,48,46,45,34,45,28,33,47,45,45,50,47,33,47,44,33,36,46,40,43,47,37,34,48,48,36,43,31,47,46,48,33,44,46,36,45,34,46,33,2371402100
45,47,31,31,52,51,43,51,36,43,35,43,41,33,50,47,50,49,33,34,45,47,37,49,44,31,49,51,47,39,35,49,50,47,47,41,49,38,51,47,48,45,24,43,47,49,45,43,47,47,47,42,43,47,47,48,36,47,48,32,33,50,47,45,34,45,28,33,47,45,45,50,48,33,47,44,40,54,46,40,43,48,37,34,48,48,36,43,31,47,46,48,33,44,49,36,45,34,46,33,2418084000
45,47,46,51,52,53,43,51,48,43,53,43,41,33,50,47,50,50,48,34,45,47,44,54,44,50,49,52,52,55,53,49,53,49,47,41,52,38,51,47,48,45,42,43,47,49,45,43,51,47,51,42,43,47,47,48,54,47,49,51,53,55,51,45,34,45,51,54,47,52,45,55,48,33,47,44,50,54,46,40,43,50,55,34,48,48,36,43,50,47,46,48,49,44,52,41,45,49,46,50,2593258300
45,47,49,52,52,55,55,51,55,51,57,43,55,33,50,47,51,50,52,34,52,47,49,55,44,55,49,52,52,55,53,49,54,54,55,41,52,38,51,53,48,45,51,43,56,49,47,45,51,47,55,42,57,47,49,48,54,47,49,53,56,56,52,45,55,55,51,55,47,56,45,56,48,52,47,53,50,55,56,45,43,55,56,34,48,48,49,46,55,47,46,48,50,44,52,50,53,49,52,58,2732071000
45,47,49,52,52,58,56,57,56,52,57,43,55,33,50,47,52,50,53,51,52,47,51,55,44,55,51,52,52,57,53,58,54,55,55,41,53,39,52,54,48,45,52,43,56,49,47,59,54,60,56,42,58,47,50,48,54,53,51,54,57,56,55,46,55,55,52,57,47,56,45,58,48,56,48,53,63,56,58,45,44,58,56,34,59,48,49,46,56,47,46,49,50,44,53,51,54,49,52,58,2816087600
45,47,49,52,52,59,59,57,58,52,59,50,55,33,61,47,55,50,53,57,57,47,58,55,44,58,51,52,53,57,62,61,58,55,55,41,55,39,52,60,61,59,53,43,56,49,47,59,56,60,56,42,59,47,50,48,54,59,51,54,59,56,55,57,58,55,52,61,47,57,45,58,48,57,48,53,63,57,59,45,44,59,56,34,60,48,49,46,56,47,46,53,59,51,53,52,54,49,52,58,2907298000
45,50,51,53,52,64,64,60,60,63,61,51,55,34,63,60,65,65,55,58,62,67,58,56,63,58,60,52,53,57,62,62,58,62,60,42,58,39,64,63,67,66,53,46,62,57,48,70,58,66,58,42,65,47,61,62,63,61,55,67,60,67,62,58,58,61,52,61,47,59,46,68,48,59,48,53,64,64,63,45,45,59,63,35,63,48,49,46,57,47,64,63,63,51,63,61,55,62,61,62,3114096800
54,50,66,53,52,70,64,60,60,68,61,58,70,70,63,69,70,70,71,67,62,70,61,57,69,73,63,52,61,58,62,62,60,70,67,60,59,47,71,64,69,72,53,46,63,58,71,70,70,72,58,58,68,47,70,62,67,61,55,70,71,69,62,71,71,69,69,69,70,59,47,68,59,59,48,73,70,71,63,61,50,63,72,35,73,48,54,73,66,47,69,63,70,68,63,62,56,68,63,70,3448007400
54,50,66,71,52,73,73,60,71,72,61,73,70,70,63,69,72,70,71,67,62,70,61,57,69,73,63,52,61,73,62,62,60,70,67,60,60,47,71,72,69,72,53,74,63,58,71,70,71,75,58,58,68,47,71,62,67,61,55,70,72,70,62,71,72,69,69,69,70,71,47,73,59,68,60,73,70,72,63,62,50,63,72,35,73,48,54,73,66,72,69,73,72,68,63,62,56,72,63,70,3532868600
72,76,67,72,52,73,76,61,72,73,75,74,75,78,63,74,72,70,74,74,63,72,76,58,70,73,74,65,73,75,70,62,63,71,67,60,72,47,74,72,69,73,54,75,75,58,71,77,71,75,73,74,71,63,73,66,67,72,55,77,74,72,62,78,72,69,73,69,70,73,48,76,73,70,74,76,74,72,64,69,72,75,75,57,73,62,55,75,66,77,69,76,74,68,75,72,56,72,64,75,3706724800
72,76,79,72,76,73,76,78,72,75,75,74,75,79,80,74,73,77,74,74,63,72,76,75,70,73,74,65,73,75,70,62,63,71,79,60,72,47,74,72,74,76,60,75,75,58,76,77,71,75,73,74,71,63,73,66,78,74,76,77,74,72,79,78,72,75,73,69,79,77,79,76,73,70,74,76,74,78,64,69,72,75,75,57,79,62,55,75,66,77,69,76,74,68,75,72,77,72,64,75,3790938000
76,80,79,72,76,73,76,78,72,78,80,74,75,79,80,74,77,79,74,82,63,72,76,75,70,73,74,82,73,75,70,77,80,73,80,75,75,47,81,72,81,76,78,79,79,80,76,77,71,82,79,74,71,81,73,76,83,74,76,77,74,72,79,78,80,75,80,79,79,78,79,76,73,70,74,76,80,82,64,83,78,75,75,77,81,67,78,75,66,77,69,76,74,68,79,80,77,72,64,75,3956075300
