Witness Weight,Time (ns)
0,592452700
2,592646300
5,1741443100
9,6773380400
14,6778829500
19,6778945200
25,9474413700
31,11255421100
38,11255797600
46,11638150800
53,15484975500
62,15486660300
70,19248364700
79,19419976800
89,19420168500
100,20738056800
110,21488849000
122,21931300300
133,21966114600
146,25658565200
158,26033164200
172,29021306100
187,29047801200
200,29814123700
214,29874747100
230,31339924800
247,35679078500
265,36982024700
280,37139976400
299,37140208200
319,37140423300
340,43310948700
356,43339310500
378,44055728100
395,44063344800
418,44084770100
442,45943264300
460,46456064400
485,46457920400
511,47664207800
538,47899938800
557,47900104700
577,47902473300
598,47948901300
626,48111902300
648,48337532100
677,52506683500
700,57130821200
730,58325214100
754,59011620200
