Witness Weight,Time (ns)
0,1010057300
2,3063541600
5,3709982000
8,3710206700
11,4211394900
15,12316733900
19,12499066200
23,20175015700
28,20177257700
34,20178096400
39,20451133400
44,20920918100
51,21758836300
57,23470998000
63,26183763100
69,26184031700
76,26474647200
83,26638225500
91,26658727400
100,28016683800
108,28035570600
118,28280520600
127,32542328700
137,38346397700
144,38346625400
152,39076059100
161,39860578100
171,40153848900
179,43782432700
190,43783290800
202,43842824300
213,47426918000
222,47427150000
232,50855197600
243,51723515000
255,54290053600
266,54290234600
278,54295918300
291,54296710300
305,54296871800
320,54297075600
336,54772700900
349,58929200600
363,58934145300
378,58934433600
394,58934603600
