Peer ID,Neighbor ID,Network Delay (ns),Packet Loss (%),Weight
0,39,100000000,0,12341
0,14,100000000,0,12341
0,34,100000000,0,12341
0,33,100000000,0,12341
0,50,100000000,0,12341
0,75,100000000,0,12341
0,41,100000000,0,12341
0,69,100000000,0,12341
0,35,100000000,0,12341
1,12,100000000,0,7061
1,61,100000000,0,7061
1,88,100000000,0,7061
1,90,100000000,0,7061
1,2,100000000,0,7061
1,11,100000000,0,7061
1,74,100000000,0,7061
1,15,100000000,0,7061
1,44,100000000,0,7061
2,1,100000000,0,5105
2,16,100000000,0,5105
2,47,100000000,0,5105
2,33,100000000,0,5105
2,62,100000000,0,5105
2,45,100000000,0,5105
2,54,100000000,0,5105
2,83,100000000,0,5105
2,72,100000000,0,5105
3,95,100000000,0,4055
3,5,100000000,0,4055
3,37,100000000,0,4055
3,25,100000000,0,4055
3,84,100000000,0,4055
3,76,100000000,0,4055
3,88,100000000,0,4055
3,91,100000000,0,4055
4,41,100000000,0,3392
4,17,100000000,0,3392
4,93,100000000,0,3392
4,71,100000000,0,3392
4,18,100000000,0,3392
5,26,100000000,0,2932
5,56,100000000,0,2932
5,80,100000000,0,2932
5,39,100000000,0,2932
5,11,100000000,0,2932
5,3,100000000,0,2932
5,73,100000000,0,2932
5,97,100000000,0,2932
6,59,100000000,0,2591
6,34,100000000,0,2591
6,41,100000000,0,2591
6,14,100000000,0,2591
6,53,100000000,0,2591
6,98,100000000,0,2591
7,26,100000000,0,2329
7,65,100000000,0,2329
7,83,100000000,0,2329
7,84,100000000,0,2329
7,39,100000000,0,2329
7,34,100000000,0,2329
7,45,100000000,0,2329
8,99,100000000,0,2119
8,28,100000000,0,2119
8,50,100000000,0,2119
8,75,100000000,0,2119
8,52,100000000,0,2119
8,20,100000000,0,2119
8,71,100000000,0,2119
8,37,100000000,0,2119
9,28,100000000,0,1948
9,39,100000000,0,1948
9,37,100000000,0,1948
9,84,100000000,0,1948
9,74,100000000,0,1948
