Witness Weight,Time (ns)
0,302500
2,570600
5,748000
9,1003800
14,472897800
20,475536500
27,994458100
35,994854700
43,995019500
52,4860792500
62,4861254500
70,4861446700
81,4861774400
93,4861985500
106,4862222200
120,4862366000
135,4862615500
151,4862871700
168,4863057900
186,4863193300
194,5631707400
213,8055734400
233,8056040200
254,8056142400
276,8058360500
299,8058556100
323,8058656300
348,8058939300
374,8060195800
401,8060428500
429,8060561500
458,8717192500
488,8717553700
519,8717804600
551,8987065600
584,9620490800
618,9976257500
628,9976486600
663,9976729500
699,10279963500
736,10280849300
774,10281213400
813,10281980600
853,10282308500
894,10282588200
936,10282793300
979,10283497200
989,10311071100
998,10312211400
1009,13011130700
1053,13011445500
1098,13011772100
1144,13012018300
1191,13012249200
1239,13012403200
1250,13012830000
1299,13013109500
1349,13013519700
1400,13014676500
1409,14364177500
1418,15057595500
1427,15060077600
1479,15060404200
1532,15064074400
1586,15064487400
1641,15064653500
1650,15064750300
1660,15064967900
1716,16541269100
1725,16544465200
1734,16545043700
1743,16545263100
1753,16545455700
1762,16545656300
1773,16545805600
1782,16671099800
1792,16791932000
1849,17059293200
1907,17059850000
1966,17061202300
2026,17061464300
2087,17061577100
2096,17062046100
2158,17067850600
2167,17068345900
2176,17213657700
2186,18361403100
2249,20815044100
2259,20816032000
2323,20816419800
2388,21803121100
2454,21803384000
2463,21803695400
2473,21804952600
2540,21805307200
2608,23826756500
2619,23829448400
2629,23830157200
2638,23830308200
2650,23830472600
2660,23831491200
2670,23831728500
2681,23831878500
2693,24076725600
2703,25656930800
2713,25738839400
2724,25741281500
2734,25755816600
2803,25756426700
2873,25757119600
2883,25757221800
2894,25758222000
2905,25758580800
2915,25981752500
2924,25984104500
2936,25984451200
2948,25985321900
2958,26279531600
2968,26279677800
2979,26282389300
2990,26291375900
3061,26309797800
3072,26310398600
3144,26310850900
3217,26311279900
3291,26311741800
3366,26311858100
3378,26312273100
3454,26313018900
3464,28455815000
3541,28456488900
3619,28458131600
3698,28460330500
3778,28467740600
3859,28580103000
3941,29806731500
3953,30379043600
3963,30379400600
3974,30379861600
3985,30380398800
3996,30380652000
4009,30383370800
4092,30990484400
4102,30996900300
4111,30999962100
4123,31640477200
4207,31643359800
4219,36667860300
4230,38394950400
4240,38397595800
4325,38398022100
4411,38398652600
4422,38398767500
4434,38399940300
4521,38400424800
4609,38400609600
4622,38400794000
4636,38407733800
4651,38407932800
4667,38408172000
4684,38409090800
4773,38409341100
4786,38409901100
4876,42068270000
4967,43063443500
5059,43063599600
5073,43066251500
5166,43460414300
5260,44725641200
5270,45411656800
5285,45413917700
5295,45415120000
5306,45416636900
5318,45416970200
5330,45417396100
5343,45417773600
5355,45418894100
5366,46400854300
5379,46726766000
5393,46726969900
5408,53646044400
5503,53661589200
5599,53662072000
5696,53663261400
5707,53664065100
5719,53664280100
5732,53665960100
5745,54152479900
5758,54153085600
5772,54154959800
5785,54156979200
5883,54158429700
5982,54158901700
5996,54165049400
6096,54181523000
6109,54886845600
6123,54889616200
6134,54890472600
6235,54891197000
6337,54905424400
6440,56854483100
6454,56855548000
6469,56856809900
6485,56858666700
6502,57376261700
