UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,94604800
0,0,0,0,1,0,0,0,1,177520500
0,0,0,0,1,0,0,0,1,277300700
1,0,0,0,3,0,0,0,6,377223400
1,0,0,0,6,0,0,0,15,476776000
3,0,0,0,11,0,0,0,21,577696800
7,0,0,0,19,0,0,0,29,678193000
8,0,0,0,23,0,0,0,32,777652400
10,0,0,0,27,0,0,0,39,877327000
13,0,0,0,35,0,0,0,43,976700400
14,0,0,0,39,0,0,0,49,1077943500
15,0,0,0,42,0,0,0,56,1183367000
18,0,0,0,47,0,0,0,64,1297394600
19,0,0,0,57,0,0,0,76,1383202600
21,0,0,0,67,0,0,0,84,1476715300
23,0,0,0,74,0,0,0,94,1597653600
24,0,0,0,74,0,0,0,94,1688190600
28,0,0,0,88,0,0,0,110,1828994300
32,0,0,0,98,0,0,0,112,1915975900
32,0,0,0,103,0,0,0,124,1992122600
32,0,0,0,112,0,0,0,134,2079783400
36,0,0,0,122,0,0,0,145,2184249000
38,0,0,0,126,0,0,0,146,2277340600
41,0,0,0,142,0,0,0,168,2417878600
43,0,0,0,154,0,0,0,173,2495901000
43,0,0,0,155,0,0,0,173,2599629200
46,0,0,0,171,0,0,0,198,2787975200
46,0,0,0,174,0,0,0,204,2805467000
47,0,0,0,178,0,0,0,204,2879748100
48,0,0,0,181,0,0,0,232,2978523700
55,0,0,0,205,0,0,0,258,3208915800
55,0,0,0,206,0,0,0,258,3242766000
55,0,0,0,206,0,0,0,269,3309312100
63,0,0,0,242,0,0,0,281,3392845600
64,0,0,0,243,0,0,0,282,3520444600
73,0,0,0,285,0,0,0,332,4233055200
73,0,0,0,285,0,0,0,336,4298582500
73,0,0,0,285,0,0,0,336,4391733200
74,0,0,0,291,0,0,0,375,4487492500
79,0,0,0,329,0,0,0,386,4622596000
79,0,0,0,381,0,0,0,446,5729283500
81,0,0,0,439,0,0,0,521,6440038300
