Witness Weight,Time (ns)
0,578258100
2,2377191700
5,3583635100
9,4514873900
13,4673235200
18,4968915000
23,5340341700
29,6146824200
35,6158985800
41,8620223700
48,10856797000
56,14687381300
65,14688062000
72,14688236900
82,16881812900
93,20078129900
105,20103730100
118,21722973600
126,31605675800
140,33091829400
155,34527332600
164,34531548200
180,34532550600
197,39304414700
204,39306740500
212,39307006000
230,41825377500
249,43169786700
258,46483606500
268,46503792000
288,46507321300
309,46507694200
331,46730496000
354,46731723000
378,51903107200
