Witness Weight,Time (ns)
0,248500
2,114283100
5,808396600
9,914467600
14,1071109300
20,1141462700
27,1162727200
35,1259661700
44,1306560600
54,1308292100
65,1606061800
77,1690675100
90,2255989000
104,2256191800
119,2420252300
135,2710459600
152,2931891400
170,3365798400
189,3564834300
209,3974979900
230,3975173800
252,4285269300
275,4314936000
299,4467813400
324,4517327700
350,4613693700
377,5030916600
405,5299628400
434,5381596400
464,5604799300
495,6192613800
527,6565493900
560,6710101000
594,7061359200
629,7070070900
665,7354954300
702,7403483200
740,7704323200
779,7706937900
818,7752410800
858,7921520200
899,7933467900
941,8488950500
984,8629406700
1028,8657431400
1073,8659842900
1119,8695347900
1166,8732458000
1214,8903893000
1263,8934833000
1313,9540845700
1364,9788863100
1416,9800389700
1469,9817870700
1523,9853459500
1563,10007047300
1618,10008472400
1674,10071617000
1731,10318807800
1789,10319119500
1848,10331356500
1908,10425404200
1969,10973681900
2031,10974887000
2094,10977236900
2158,10980033800
2223,11235316000
2289,11235550600
2356,11324276200
2424,11423291300
2493,11424009100
2563,11686886900
2634,11689325000
2706,11689748800
2779,11767358200
2853,11814036300
2928,12273437500
3004,12277056300
3081,13428566400
3159,13431153000
3238,13435527500
3318,13437884600
3399,13439969700
3481,13440411000
3564,13611418600
3648,13965978400
3733,13966314400
3819,13966985500
3906,13967246600
3994,13967616800
4083,14019397100
4173,14035014200
4264,14995109800
4356,14995794300
4449,15128798900
4543,15162997700
4638,15289112100
4734,15289606600
4831,15289920400
4929,15290216600
5028,15290792800
5128,16174241200
5229,16174715400
5331,16175017900
5434,16175705300
5538,16177687400
5643,16504147000
5749,17006919100
5856,17007299500
5964,18054595200
6073,18442663900
6183,18444920500
6294,18502417400
6406,18582063700
6519,18797906600
6633,18917125400
6748,18922260000
6864,19465358200
6981,19704165300
7099,20114507700
7218,20161367000
7338,20767941400
7459,20768728600
7581,20782359000
7704,20793713600
7828,20937950000
7953,21322398800
8074,21360722100
8200,21362692100
8327,21440549400
8455,22036543900
8584,22037681300
8625,22038192700
8755,22038536400
8886,22100519700
9018,22724182700
9151,22741028000
9285,22934867000
9420,23455813300
9556,23514707900
9693,23517225300
9831,24006792400
9970,24051971600
10110,24052355800
10251,24221285900
10393,24317453300
10536,24802073200
10680,25155987100
10825,25704014300
10971,25705396200
11118,25705749000
11266,25706071500
11388,25792735100
11537,25826414700
11687,26088596900
11810,26814347400
11961,26817535700
12113,26818416900
12266,26914531700
12420,27510643900
12575,27818296900
12731,28146107800
12888,28152248000
13046,28228741700
13205,28329000200
13365,28349119600
13526,28690342000
13688,29073525600
13851,29117607700
14015,29118636600
14180,29119001100
14346,29188376900
14513,29217519000
14681,29368598200
14850,29563784000
15020,29679782100
15191,30390905300
15363,30797995800
15536,30814820900
15710,30984461800
15885,31408152800
16061,31612123400
16238,31813188300
16416,31818344800
16595,31820765900
16775,31821291500
16956,31822022400
17138,31825229600
17321,31842174800
17505,34042655900
17690,34424824600
17876,34515872200
18049,34985445700
18173,35456174500
18360,36550756900
18548,36554105500
18737,36566829700
18927,36569482900
19118,37519178100
19310,37537284600
19503,38630249900
19697,38635732300
19892,38641409900
20088,38641854300
20285,38643846700
20483,38686250600
20682,38688462900
20882,38695010300
21083,38718261400
21285,38721320200
21488,38724340300
21692,38824443200
21866,38825364100
22071,38870170800
22277,38872176600
22484,38912369300
22692,38947883200
22901,38953045400
23111,38964006800
23322,38989001500
23534,39127407500
23747,39235958100
23789,39237086100
24003,40647887700
24218,40657151900
24434,40658634300
24651,41778280200
24869,41783361200
25088,41787047500
25308,41899342400
25529,41900784700
25751,42058784400
25974,42064061000
26198,42065022100
26423,42273998500
26649,42303964300
26876,42403865900
27104,42524877900
27333,42596595600
27563,42711856500
27794,42741193100
28026,42934391100
28069,44000087400
28302,44003014800
28536,44004859100
28771,44101295200
29007,44143487800
29244,46574407700
29482,48607885200
29721,48613018700
29961,48614294900
30202,48617298700
30444,50348615400
30687,50349059400
30931,50352137600
31176,50783858700
31301,50786396100
31547,50799706600
31794,51700468200
32042,52039649000
32291,52045327700
32541,52051322700
32792,52090996000
33044,53632065100
33297,54075703500
33551,54078793600
33806,54079514300
34062,54080218900
34319,54081100000
34577,54082604900
34836,54084379500
35096,54808186300
35357,54949516200
35619,55415387900
35882,55415863700
35926,55427074000
36190,55427542900
36455,55955450700
36721,56684303000
36988,56699634500
37256,57981600500
37525,57988916200
37795,57992935300
