Witness Weight,Time (ns)
0,656876200
2,1615129400
5,3153128400
9,6370931600
14,6373475800
20,9304242600
27,13288699100
35,16628805000
44,22130514200
54,24783415900
65,25219188500
77,28465886000
90,30510521000
104,39059568000
119,39062425300
135,39063019600
152,39063456100
170,39063752600
189,39217020900
209,44222663500
230,44222928300
252,44223068900
275,51235811800
299,51235990300
324,51236056100
350,51236303100
377,56726611800
405,56726787800
434,56726854200
464,58006546600
495,58007030100
527,58007223300
560,62839833300
