Witness Weight,Time (ns)
0,308079400
2,1033806500
5,1177766000
9,1285718200
12,1509031600
17,2160173100
23,3434625600
30,3638408900
34,3708609700
41,3759947900
49,4269066500
57,4269279800
62,4883352900
71,5430646800
81,7050660300
92,7368030200
101,9814090100
107,10328686000
115,10910544900
127,11590851200
134,12412556000
147,12412728500
161,12654612800
169,12789868400
179,13592748400
194,13703732100
203,14622655300
219,15269523000
230,15270819600
247,15271530400
257,15271903600
275,15353749200
294,15447965800
304,16993920300
316,16995650000
336,17470825700
357,17470973800
368,19669893000
390,19671411100
403,20298081400
426,21856103000
440,22828417300
464,22965513900
489,23739292900
515,24647261300
542,25043944900
570,25051838800
598,25529116000
627,25818141400
636,26196152100
647,26353636100
677,26353893800
708,26598903700
720,26955720400
749,27427869300
762,27771387000
776,28179065300
791,28258682300
806,29174907000
822,29271390400
839,30492879200
871,31664441300
881,32081027700
911,32287063100
944,33643401900
962,35047893100
981,35366874600
1001,36326611800
1022,36499981700
1056,37093501400
1067,37254521500
1083,37321801300
1095,37321922300
1108,37740439900
1122,37934062900
1144,37934319200
1179,37935928700
1215,37936130400
1252,38310366400
1290,38310832100
1329,40048735600
1352,40602872800
1392,40603899100
1433,40605534300
1475,40605837700
1518,40606093600
1562,40629890600
1579,40759860000
1603,41552300600
1648,43225407000
1694,43232309700
1741,43233918100
1766,43574162900
1814,43583868400
1832,45386591300
1881,45964972200
1900,46585548700
1926,46739397900
1946,46961252000
1977,46962903100
1989,47191280200
2016,47199304700
2044,49327994100
2073,49348095400
2123,49351099700
2153,49505605900
2204,49509077500
2219,49620841300
2232,49634598800
2284,49638501800
2298,50149212900
2329,50794233800
2361,51242452400
2414,52549114900
2435,54039708200
2468,54968393700
2522,54971905900
2556,54972306200
2578,57244715500
2633,57244986200
2689,57245178900
2746,57245667900
2804,57246673600
2863,57246949800
2923,60674018100
2939,60676625400
3000,60676809000
3062,60677483000
3079,60677603800
3097,60677860300
3160,61053846600
3224,61055041500
3289,61734008300
