Witness Weight,Time (ns)
0,304639000
2,460814900
5,719123900
9,752423700
14,1071009100
20,1389116800
27,1597124900
35,1658233800
44,2135491000
54,2334047900
65,2380629700
76,2681567100
88,3046322600
101,3348725000
115,3591319800
130,3942571600
146,4159862000
163,4297822200
181,4486996200
200,4776711700
220,4884172600
241,5418569500
263,5442829200
286,5544424100
310,5619754700
335,5726265200
361,6332252300
388,6562002600
416,6696973500
445,6886605700
475,7168761600
506,7607923100
538,7799334400
571,7799557800
605,7799709000
640,8260474500
676,8288302000
713,8288489000
749,8931435300
787,9224930200
826,9342302400
865,9458360700
905,9497786700
946,9661495800
988,10123568000
1031,10123758000
1075,10485005800
1120,11029787200
1166,11043940100
1213,11534641500
1261,11535086700
1310,11779504100
1360,11897977200
1411,11979041400
1448,12315971600
1488,12316689400
1540,12446349600
1593,12502137600
1647,12725129300
1702,12803475700
1743,13194969000
1799,13195245900
1856,13195714400
1894,13445507500
1952,13856225400
2011,14061462400
2071,14544459000
2132,14656808200
2194,15308460200
2257,15352158100
2299,15566387500
2363,16106382900
2428,16159543400
2494,16482267200
2561,16652466400
2600,17198582400
2668,17198683700
2737,17198911200
2807,17199506400
2819,17284473400
2890,17632296400
2962,17886504400
3035,18369433000
3109,18414819300
3184,19505920100
3260,19733368800
3337,19735074700
3415,19735423900
3494,20214782200
3574,20215028700
3655,20257242400
3737,20446276800
3820,20913059200
3904,21135555600
3989,21166187800
4075,21215974500
4162,21440368700
4175,21440568500
4215,21549066600
4229,21809203600
4317,21886815700
4406,22027605400
4447,22069057000
4537,22155628100
4628,22715204700
4720,22784298200
4813,22941758500
4856,23258135900
4871,23702785300
4965,23833825500
5009,24227560400
5104,24691910000
5200,24701927400
5297,24842363600
5395,24874721900
5494,25047022800
5594,25047331000
5695,25117390600
5797,25151759700
5813,25510786100
5916,25639352400
6020,25742193000
6125,25930386000
6170,25955226900
6276,25958372600
6383,26647848400
6491,26734440600
6600,26987762700
6710,27057434800
6821,27178130900
6933,27537664700
6975,28054432700
7088,28216372700
7202,28216657600
7317,28476050400
7433,28494199100
7550,28494890600
7668,28674644900
7787,29386094800
7907,29439416200
8028,29882410600
8150,30431876700
8167,30533990200
8290,30644588800
8414,30972467000
8539,31230038400
8665,31231400200
8792,31644444600
8920,31844659400
9049,31942282100
9179,32415121800
9310,32506787100
9353,32550368200
9485,32876843200
9618,32954535000
9752,33254028700
9887,33256434000
10023,33257551300
10160,33826165000
10298,33826539100
10437,33859454700
10577,33861535200
10718,34466360700
10860,34473632100
11003,34909893300
11047,35134414400
11191,35134802600
11336,35140978500
11482,35651950400
11629,35655505600
11777,35916615100
11823,35969817700
11972,36567855900
12122,36650368100
12273,36707464800
12425,36868175400
12578,36940460800
12732,37013121600
12887,37133473300
13043,37408281200
13200,37408597100
13358,37408917600
13517,37767951900
13677,38013380900
13838,38151961100
14000,38535165800
14163,38773961800
14327,39175117600
14492,39261805900
14539,39373201700
14705,39467642700
14872,39943158300
15040,40168712800
15209,40437298600
15227,41002632600
15397,41250324600
15568,41270916600
15587,41808173600
15759,42245938500
15804,42407787500
15977,42408795300
16151,42480415700
16326,43040602000
16502,43445562900
16550,43446194400
16596,43560510500
16773,43561804300
16951,43959548800
17130,43961492800
17310,43962837300
17491,43963580100
17673,43964923200
17856,43965847800
18040,43966252200
18225,44061866600
18411,44656499900
18598,44656816600
18786,44657327800
18975,44848073100
19165,45451624200
19356,45812371200
19548,46283963800
19741,46403530700
19935,46832214500
20130,46884712900
20326,47058918200
20523,47153768500
20572,47173510200
20770,47263555700
20969,47588211000
21019,47924366100
21219,48248188000
21420,48251619300
21440,48379854700
21642,48462511600
21845,48518100000
22049,48735741000
22254,49020472700
22460,49064576800
22667,49065396100
22875,49066980900
23084,49163351600
23294,49164311800
23505,49375359900
23717,49623954400
23764,49656157800
23977,50382787000
24191,50383820300
24406,50384350000
24622,50640730200
24673,50832291900
24890,50832941700
25108,50865906800
25327,51082107300
25547,51404206800
25768,51423391200
25990,51862747600
26213,52149884000
26437,52479020800
26662,52844429100
26888,53225377800
26909,53230003400
27136,53280292000
27364,53868218800
27593,53973049100
27641,54216063600
27693,54531057400
27923,54546852500
27976,55239838000
28207,55318260000
