Witness Weight,Time (ns)
0,228045300
2,349300500
5,435610800
9,1021114000
14,1707609300
20,2954007200
27,3099789900
34,4353058400
42,5245287900
51,5400631700
61,5580149900
70,5784810300
80,6403508500
91,6660628900
103,7009676700
116,7010071100
126,7290297600
137,7921441500
148,7921616700
162,7921868900
177,9339016000
193,9569150900
210,10165900400
228,10781277600
246,10782160300
265,10784142200
277,11517885600
297,13155447700
318,14166699400
340,15577748300
352,16663022900
375,17460371900
399,17636867600
424,17747018900
450,19274413800
463,19754027800
490,20838867400
503,21661622400
531,22342048400
545,22345307800
560,22348710500
589,22372788600
605,22373667700
622,22448648900
630,22615691900
660,22617147300
690,22742417100
721,24321339500
740,24864610000
772,26384824600
786,26388807100
819,27165214000
853,28159097900
888,28159350900
924,30102590300
933,30107968500
970,31727165500
1008,31916118700
1047,31917056500
1087,31921412800
1118,33183288600
1159,33846977200
1201,35444310900
1244,36328682600
1288,36399343600
1308,36492472800
1353,36495831200
1399,36498124800
1420,37955951800
1452,38794899100
1499,38795456700
1547,38800293200
1596,38800736400
1646,41137047800
1697,41137259500
1749,41137585000
1802,41692761200
1824,41704109800
1878,41705715000
1933,43463475100
1989,43463678900
2046,43463817600
2104,47215487200
2163,47413338200
2223,47775721400
2284,47775983300
2346,48582518900
2409,49008106400
2473,49013117800
2538,49014130700
2604,49015809400
2671,49016595900
2689,51416400600
2699,52970232100
2767,52970561400
2836,52970858500
2906,52971030100
