UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,183087400
0,0,0,0,0,0,0,0,0,257890800
0,0,0,0,0,0,0,0,0,337935900
0,0,0,0,1,0,0,0,1,438287900
1,0,0,0,2,0,0,0,3,538683500
1,0,0,0,3,0,0,0,6,638575500
1,0,0,0,3,0,0,0,6,738378500
2,0,0,0,7,0,0,0,11,837824500
2,0,0,0,9,0,0,0,14,937645300
2,0,0,0,9,0,0,0,14,1037991800
5,0,0,0,13,0,0,0,17,1140093300
5,0,0,0,16,0,0,0,18,1261742000
6,0,0,0,17,0,0,0,19,1364232400
6,0,0,0,17,0,0,0,19,1437738200
6,0,0,0,19,0,0,0,26,1538137200
7,0,0,0,21,0,0,0,28,1637608600
7,0,0,0,24,0,0,0,29,1793129200
7,0,0,0,24,0,0,0,29,1853345300
9,0,0,0,31,0,0,0,36,1957692800
9,0,0,0,33,0,0,0,41,2037828900
9,0,0,0,35,0,0,0,45,2143793000
10,0,0,0,40,0,0,0,53,2321492500
10,0,0,0,41,0,0,0,54,2457987600
13,0,0,0,51,0,0,0,62,2745503300
15,0,0,0,61,0,0,0,72,3026734300
18,0,0,0,72,0,0,0,82,3352615100
19,0,0,0,73,0,0,0,82,3424676600
19,0,0,0,73,0,0,0,83,3478438400
20,0,0,0,78,0,0,0,90,3561704800
21,0,0,0,80,0,0,0,92,3646498400
21,0,0,0,85,0,0,0,96,3742712800
21,0,0,0,90,0,0,0,99,3854309200
22,0,0,0,96,0,0,0,103,3965650700
22,0,0,0,96,0,0,0,103,4058423200
23,0,0,0,98,0,0,0,105,4153690000
26,0,0,0,105,0,0,0,114,4365385200
27,0,0,0,106,0,0,0,115,4440688000
28,0,0,0,107,0,0,0,122,4539582600
28,0,0,0,108,0,0,0,130,4594890500
28,0,0,0,110,0,0,0,131,4645421100
28,0,0,0,116,0,0,0,136,4758729400
28,0,0,0,122,0,0,0,138,4910366300
28,0,0,0,132,0,0,0,147,5421827800
28,0,0,0,132,0,0,0,148,5460885000
28,0,0,0,132,0,0,0,148,5549917100
33,0,0,0,156,0,0,0,164,5737493900
33,0,0,0,156,0,0,0,164,5878315500
33,0,0,0,156,0,0,0,164,6093139600
35,0,0,0,165,0,0,0,188,6156037300
36,0,0,0,167,0,0,0,189,6274585000
36,0,0,0,168,0,0,0,191,6344454900
39,0,0,0,180,0,0,0,205,6449129200
40,0,0,0,181,0,0,0,205,6636094300
40,0,0,0,182,0,0,0,205,6715083800
40,0,0,0,182,0,0,0,212,6771412100
40,0,0,0,182,0,0,0,212,6896186600
40,0,0,0,182,0,0,0,212,6954394500
40,0,0,0,182,0,0,0,212,7051631300
