Witness Weight,Time (ns)
0,990744200
2,991914900
5,2071358000
9,4721476800
14,5232625500
19,8035444200
25,8295639100
31,8302088200
38,8302241300
46,13078929200
55,16416175100
64,16420617100
71,17581637700
81,20021399700
89,20022141300
98,20024476500
108,20026577200
119,21192425400
131,21192603200
144,21193713600
155,22480682700
169,31551254700
181,32161631400
194,34499180700
209,34773858200
225,34775905700
242,34776696300
260,34776820500
279,37249287000
299,37721845100
313,48177186500
328,48178560300
344,48181771400
359,49131100700
380,49700993300
402,49701248000
425,49945607800
449,49946223100
474,53730613100
