Witness Weight,Time (ns)
0,894931900
2,895364700
5,2350321500
9,3227025500
14,3227273600
19,4140321000
25,4149070600
32,4157983900
38,6290624400
45,6876630600
51,9816425400
58,9816779100
66,9819842900
75,9821898600
83,9862143800
92,9906340700
101,12205791100
111,12465846400
121,12469935900
132,12472333400
142,12474888900
153,12475398000
165,14454444700
176,16178838500
188,16402755300
201,19262394800
215,21123145000
230,23721214000
243,24800318100
256,24822559800
270,25305369600
286,25317545500
303,26243427600
315,26248369300
333,28912968800
348,29374366300
367,29374685400
387,29928696700
408,30321202100
423,30321366600
439,30321542800
456,30332446100
474,30907101000
490,30911645500
507,32169136800
529,32170913700
552,32172634500
576,32173518400
601,34146783900
614,34196032900
632,34635535200
640,36445501000
659,36916889600
673,36985594500
692,38784406000
718,38784679000
745,38784892300
773,38785133900
802,41481541600
832,44196247700
863,44196523200
883,44196731900
892,44197380100
902,47023084400
916,47695542700
948,49386081100
969,49388471900
991,49391866200
1014,49690161600
1028,51020621300
1039,52255911300
1072,52966757600
1096,54288604700
1130,54987139100
1165,54987568200
1201,54987758100
1238,58039336900
1253,60117667400
1278,60117926600
1304,60369507000
