Witness Weight,Time (ns)
0,618265100
2,917251100
5,3044011600
9,3833522000
14,3850686200
18,4882997700
23,4883160300
28,4889619300
34,5635063600
40,5785777700
46,7197344100
53,7200521100
60,7201024600
67,7201114900
75,7201257400
84,7201390700
94,7201537300
101,9961755500
112,10272895500
117,11601941500
129,11775249100
137,11777843100
149,13138700600
162,13401455600
175,14666290200
188,14669379800
196,14672192600
204,15272752100
213,15273885600
223,15287581100
236,15287828900
250,17210434000
259,17217168400
270,17219876700
281,17221396800
293,17998472300
308,17998616000
324,17998729000
341,17998845200
359,18001392500
365,18006656300
380,19959228400
389,19960236200
396,24790312900
415,24790467000
435,25293559400
456,25701976400
478,26019737800
492,26341632700
505,26342962200
528,26355952600
536,26356491700
559,26358860800
583,26359694800
595,26360103900
620,28122986900
634,33457602700
643,33527110400
656,35890303300
680,35894823500
705,35895164100
731,35895535200
758,36742770100
786,41490110800
792,41492578000
806,41702043700
815,41714839600
828,41812351700
857,41814211200
871,41843279000
881,41843915900
892,41952933800
899,42026507600
915,42027552300
945,42331921000
960,44980515500
974,46547558600
989,46548496900
1004,46563362500
1035,51048231500
1050,51709914700
1058,54379966300
1090,54732365600
