Witness Weight,Time (ns)
0,182200
2,183278500
5,193291500
9,308880800
14,438490400
19,687445300
25,754907100
32,779523200
40,906651100
49,1211373000
59,1256041400
70,1342779100
82,1343407400
95,1451298500
109,1507022500
124,1915675500
140,1923093800
157,2007951800
175,2429156500
194,2429360900
214,2729024800
235,2799799600
257,2836483900
280,2973456000
304,3444377100
329,3671754900
355,3886938200
382,4099085300
410,4401564100
439,4402460700
469,4413631400
500,4544016000
532,4550314400
565,4737786100
599,4738541800
634,4843950300
670,5001771800
707,5086139200
745,5426811900
784,5428759100
824,5578732600
865,5607099600
907,5946976300
950,6080335600
994,6250625800
1039,6371639400
1084,6479624000
1130,6548845100
1177,6919143200
1225,7203445100
1274,7207650300
1324,7343295400
1375,7465562700
1427,7465974200
1480,7466283800
1534,7526504900
1589,7744483400
1645,7744799100
1702,7880328300
1754,7904437400
1812,7930522300
1871,8233773100
1931,8443380900
1992,8610783000
2054,8844029100
2107,8861727500
2113,8888998800
2176,9165398900
2240,9166932100
2305,9167525300
2371,9292670500
2438,9641549500
2506,9841786300
2575,10489276600
2645,10521390700
2716,10935047500
2788,10937724600
2860,10938030100
2867,11329788800
2940,11546584600
3014,11805270900
3089,11806576700
3165,11806918300
3242,12061009100
3320,12635460500
3399,12639532000
3407,12647374900
3487,12968336800
3568,12969337600
3650,13144454000
3733,13696124900
3817,13834278300
3902,14173358200
3988,14274156200
4075,14438782600
4163,14444425100
4252,14550954100
4342,14631470900
4433,15073762800
4525,15074699300
4534,15185882700
4627,15554107800
4721,15554811000
4816,15555135800
4912,15555427300
5009,15720889800
5107,15783460500
5206,16238887500
5306,16362552500
5407,16530195300
5509,16719897800
5612,17109738700
5716,17160472200
5821,17183838500
5927,17514914400
6034,17611490900
6142,18191592500
6251,18374336400
6361,18375897700
6472,18387699200
6584,18653764200
6697,18690370700
6811,18800698500
6926,18878858000
7042,19542656400
7159,19582149600
7277,20126258800
7396,20792423800
7516,20805205400
7637,20921248100
7759,20922898200
7882,21068294700
8006,21180052400
8131,21180517900
8257,21191801700
8384,21834804400
8512,21913338000
8641,21914222300
8771,21915189300
8781,21944284900
8912,22179774000
9044,22257740400
9177,22460943200
9311,22707082300
9446,23015714500
9582,23162672100
9719,23400611600
9857,23402799900
9996,24032727900
10136,24034098900
10277,24034692200
10419,24036474400
10562,24108824300
10706,24185736200
10851,24320630800
10997,24323559600
11144,24601551200
11292,24800215100
11441,24800607300
11591,24848839600
11742,24906835700
11894,25017206600
12047,25082487500
12201,25157440200
12356,25825411500
12512,25827392900
12669,25828981000
12723,26061088300
12881,26144170600
13040,26469902500
13200,26650120500
13361,26763104300
13434,28474527400
13596,28477605900
13759,28478825300
13923,28480442400
14088,28667279500
14162,28674583500
14328,28678361900
14495,29054884900
14663,29055526800
14832,29210746100
15002,29234396000
15173,29411003400
15345,29412640400
15518,29424121200
15692,29750802300
15867,29753164800
16043,29754351300
16220,29759529600
16398,29876528700
16577,30327356600
16757,30330883300
16938,30331490800
16949,30334415900
17131,30475529400
17314,30477043300
17498,30477584500
17683,30605144700
17869,30605903900
18056,30606421100
18244,30618339900
18433,30623939200
18623,31088290600
18814,31089071700
19006,31091509600
19199,32133808500
19393,32134294100
19588,32140041700
19784,32141905800
19796,32204972500
19993,32317014100
20191,33376009100
20390,33379610300
20590,33386104200
20791,33388303000
20993,33389480200
21196,33476018400
21400,35303799700
21605,35333523700
21811,35342670400
22018,35352975100
22226,35354725200
22435,35356542000
22645,35359912000
22856,35374531100
23068,35380295000
23281,35381674100
23495,35382332400
23710,35667220300
23926,35667460700
23939,35667652000
23953,37893855600
24170,39181666200
24388,39263771700
24607,39267674100
24827,39268291900
25048,39272716100
25270,39502247800
25493,39502792800
25717,39504634600
25942,39506352500
26168,40980404300
26395,43646735900
26623,44020676400
26852,45063712500
27082,45068835900
27313,45856999800
27545,45860277400
27778,45863588600
28012,46151185000
28247,49167983600
28262,49168134100
28278,49168444500
28295,49721179500
28531,50515033800
28577,50515349200
28624,50517325700
28861,51136754300
29099,51142277700
29338,51147794900
29578,51148918900
29819,51151183900
30061,51152457900
30304,51697420100
30548,52589519500
30603,54253914000
30848,56244844900
30904,57046304800
31150,57058017500
31397,57760343500
31645,57776812700
31894,57969482100
32144,57970899400
32395,57977675700
32647,58391666000
32665,58399921400
