Number of Requested Messages,ns since start
0,155480000
0,165711100
0,253907500
0,354513400
0,456898100
0,578854200
0,673658900
0,754018700
0,853975000
0,954403800
0,1054038100
0,1155166500
0,1257649000
0,1398332700
0,1466022800
0,1564086400
0,1660770100
0,1795880400
0,1857122800
0,1956877000
0,2095284400
0,2181140400
0,2255866200
0,2383663400
0,2484666000
0,2561176400
0,2668485200
0,2761556400
0,2980923600
0,3045607200
0,3174921400
0,3222533400
0,3261426300
0,3359386200
0,3463095400
0,3569661900
0,3695357800
0,3764594100
0,3871717700
0,3957477600
0,4054654100
0,4154751600
0,4254602900
0,4353717300
0,4459076300
0,4557020000
0,4657803700
0,4763425800
0,4856349700
0,4954094200
0,5081714200
0,5165381900
0,5265684400
0,5354585100
0,5456386800
0,5554645600
0,5653141000
0,5759089500
0,5864183700
0,5955416100
0,6054955700
0,6161582100
0,6412155800
0,6420808400
0,6492797700
0,6556681900
0,6656376000
0,6783425700
0,6854382600
0,6955541300
0,7065138800
0,7162800200
0,7288648700
0,7360852300
0,7473913800
0,7565879900
0,7678931200
0,7767906800
0,7869726600
0,7955324400
0,8114033500
0,8188800000
0,8257335000
0,8354577600
0,8472525800
0,8574531900
0,8656931200
0,8755140600
0,8891806000
0,8956896300
0,9057924700
0,9163231500
0,9332437600
0,9394531200
0,9482371500
0,9563027100
0,9684528300
0,9754755300
0,9863665700
0,9976444900
0,10066478600
0,10165941000
0,10275159300
0,10505324500
0,10541123900
0,10610177800
0,10669656700
0,11032875300
0,11066507500
0,11168792000
0,11364972900
0,11441007000
0,11493225500
0,11562530600
0,11674476700
0,11771054200
0,11874360300
0,12032748000
0,12071748300
0,12159850200
0,12257240300
0,12363081400
0,12481568000
0,12569021200
0,12656466400
0,12763905300
0,12919088700
0,12961382300
0,13063834100
0,13240303600
0,13262793700
0,13497443500
0,13503860500
0,13579385600
0,13707813900
0,13780958000
0,13917113400
0,13982907900
0,14072817400
0,14367426500
0,14379039900
0,14465984900
0,14612105700
0,14661168300
0,14763945000
0,14875691500
0,14962296300
0,15097450700
0,15187873500
0,15262011700
0,15401394100
0,15473959200
0,15592984600
0,15660028500
0,15870845900
0,16016572700
0,16027067400
0,16078109600
0,16154844200
0,16264642200
0,16375616200
0,16503361300
0,16635143800
0,16687797700
0,16781396100
0,16864017900
0,17022691500
0,17059968500
0,17229659300
0,17391310000
0,17427989000
0,17552113900
0,17554856000
0,17709147800
0,17806655100
0,17859843900
0,17972150800
0,18131550200
0,18162219700
0,18256625600
0,18670806400
0,18695772600
0,18884864900
0,18912983500
0,19237697700
0,19248447200
0,19578633800
0,19584332000
0,19684315800
0,19924687700
0,19956775300
0,19990320200
0,20099954500
0,20164038400
0,20255397600
0,20408991700
0,20566316400
0,20575190500
0,20656904400
0,20783403200
0,20853851100
0,20985821000
0,21068777800
0,21226267800
0,21337412600
0,21441185800
0,21485658900
0,21561234400
0,21671247900
0,21971411200
0,22099353700
0,22268888300
0,22383949300
0,22396726200
0,22476008000
0,22569075800
0,22714841700
0,22786227900
0,22936651600
0,22981135200
0,23099708300
0,23224314800
0,23261041700
0,23990203500
0,24137139400
0,24168410500
0,24177339900
0,24274912500
0,24364116000
0,24810639400
0,24915887400
0,24938184400
0,24969000800
0,25064785200
0,25247354800
0,25609582400
0,25663919900
0,25758446500
0,25882629300
0,25963395900
0,26084279500
0,26460602700
0,26472229500
0,26631241100
0,26665435100
0,26860560800
0,26991708500
0,27318737100
0,27321113800
0,27370279200
0,27493576900
0,27562399100
0,27655853000
0,27760928600
0,28075250800
0,28078660100
0,28277449400
