Witness Weight,Time (ns)
0,310969300
2,374428200
5,392456900
9,948661900
14,1971660100
20,2133761100
27,2297410900
35,2555509500
44,2925814500
54,3023167700
65,4626549900
77,5974137100
90,6389434700
104,6978105500
119,7572271600
135,7683064400
152,8249149200
170,8435677100
189,9220067400
209,9230897500
230,10034510700
252,10553412400
275,11310296900
299,11906395600
324,12340822800
350,12663276400
377,12737659800
405,15429016800
434,16022314900
464,16703373300
495,17694089700
527,17870139100
560,18833177700
594,20234779600
629,20263353800
665,20549731800
702,20549889200
740,21092379800
779,21158449600
819,21159354800
860,22051378100
902,22797829900
945,22819110100
989,22910192100
1034,23887715300
1080,24197916400
1127,24485696800
1175,24862486800
1224,25103470900
1274,25312879800
1325,25574502500
1377,27469126400
1430,28870557500
1484,29475116400
1539,29513032900
1595,29583885800
1652,30159585800
1710,30492600200
1769,31491317300
1829,32589325700
1890,33120071400
1952,33179875300
2015,33404282500
2079,33821641700
2144,33883997500
2210,34387639100
2277,35038413500
2345,35726530400
2414,36423204300
2484,36693536700
2555,36863758700
2627,37037045800
2700,38130862100
2774,38421728900
2849,38421922700
2925,38422136700
3002,38738601600
3080,38741831000
3159,39997731100
3239,40420283700
3320,42719333000
3402,42720853300
3485,42721759900
3569,42723639100
3654,42724776500
3740,42726264800
3827,43577646000
3915,43582760900
4004,43584882200
4094,44147859200
4185,44510387000
4277,44523344100
4370,44801625600
4464,45135391000
4559,45242470700
4655,46194863900
4752,46910182100
4850,47805099900
4949,48237276700
5049,48241886400
5150,48501864400
5252,48698862100
5355,48699559500
5459,48744376100
5564,48864664700
5670,49125911400
5777,49431068900
5885,49484529200
5994,49596139500
6104,49658710900
6215,50482748000
6327,51123258400
6440,51524080100
6554,52737864800
6669,53697568600
6785,54043496600
6902,54731662800
7020,54732120800
7139,55313943500
