Witness Weight,Time (ns)
0,392776300
2,681639300
5,1199243500
9,1406234800
14,1560569200
19,1636913300
25,2269327800
31,4025342800
38,5475648400
46,6101954200
53,9312663100
61,9312874400
70,11620131200
79,12780003900
89,12780312700
100,15071871200
110,19460048000
121,19460870100
133,23353811400
143,27493577800
156,27493718200
170,28070974900
185,29028083900
197,29534584700
213,30291725000
230,32983506500
248,34639967900
267,34834061300
287,34834177300
308,35487802000
330,38648119100
343,46923131600
363,46923294800
384,46923451400
406,47120815700
429,47120979000
453,48888916800
467,52592900100
492,52596818500
518,53264912700
529,55810852500
556,55811124600
584,55822702900
613,55824019100
643,55824419900
674,55824777900
706,55825066600
739,56689055400
