Witness Weight,Time (ns)
0,251675200
2,376804800
5,509782500
8,637454200
12,784527800
17,800882900
23,1123057500
30,1168571900
38,1877521300
47,2040743300
51,2456017300
61,2477218700
72,2526180400
84,3116191800
97,3496313000
111,3512166700
126,3748134100
142,3891086000
159,4220717600
177,4426765000
196,4706233500
216,5049730900
237,5234281800
259,5569327600
282,5603752200
306,7352901400
331,7921649200
357,8045631300
384,8213612100
412,8363390900
441,10145337300
471,10260891100
502,10424181600
534,10424743600
567,11541632700
601,12113777600
636,12975470300
672,13071766200
709,13776463200
747,15047390300
786,16319640900
826,16731053500
867,17154210600
909,17658115800
952,17682038300
995,19136024700
1039,19306505700
1084,19334746100
1130,19658456800
1177,19788694300
1225,20011785900
1274,20552716700
1324,21127541500
1329,21190354600
1380,21306526000
1432,21349561800
1438,21671214800
1491,21671429200
1545,22032960600
1589,22269886100
1644,22337684800
1700,23251506700
1757,23434925600
1815,23435155300
1874,23672368400
1934,24076089900
1941,24449716200
2002,26195336800
2064,26393145100
2127,27007959700
2191,27596429000
2256,27726484500
2322,27726797100
2389,28497941500
2397,28573992100
2465,28961381600
2510,29019879400
2579,29943580600
2588,30242482200
2634,30612085500
2704,31147870500
2775,31435757300
2847,31509318200
2920,33097847100
2994,33521158700
3069,33835640100
3116,33995986000
3192,34717866500
3269,35434442500
3317,35927660000
3366,36580364700
3444,36724900000
3523,37057793400
3603,37210072400
3653,38034643100
3663,38596124500
3744,39215197000
3826,39269250000
3909,39336716400
3960,39359420200
4044,40168296100
4129,40392371800
4215,40912888700
4302,41369922800
4390,41452528700
4442,42153061300
4531,42567645600
4621,42575550400
4712,42758718700
4804,43900356500
4897,43903176300
4990,44459445100
5084,44466475600
5179,44797019600
5275,44798914600
5372,45153426500
5470,45816621500
5523,46164941400
5622,46339448900
5722,46339639100
5733,46828323100
5834,47767528800
5936,47999816000
6039,48683059000
6093,49251018200
6197,49417881400
6302,49418221800
6408,49418491700
6515,49418631800
6623,50112957000
6732,51514998300
6842,52535211300
6854,53015655200
6948,53134618700
7003,53216355400
7114,53908545600
7226,54640285500
7339,54641351900
7453,55005794000
7568,55213734600
7624,55436339900
