UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,269987600
0,0,0,0,0,0,0,0,0,351101300
0,0,0,0,1,0,0,0,1,434295300
1,0,0,0,2,0,0,0,2,483639400
1,0,0,0,2,0,0,0,2,583033000
1,0,0,0,3,0,0,0,5,685463400
1,0,0,0,4,0,0,0,6,788424600
1,0,0,0,4,0,0,0,6,882855500
4,0,0,0,12,0,0,0,19,986306500
4,0,0,0,16,0,0,0,24,1118504000
5,0,0,0,21,0,0,0,25,1205027400
5,0,0,0,22,0,0,0,26,1321135300
6,0,0,0,24,0,0,0,30,1383572100
9,0,0,0,30,0,0,0,35,1483540600
9,0,0,0,32,0,0,0,40,1596297200
10,0,0,0,36,0,0,0,44,1682918400
11,0,0,0,41,0,0,0,50,1801102600
13,0,0,0,44,0,0,0,52,1890826500
13,0,0,0,46,0,0,0,56,1985013600
16,0,0,0,55,0,0,0,61,2098146600
16,0,0,0,56,0,0,0,66,2182933500
16,0,0,0,60,0,0,0,71,2286924600
17,0,0,0,69,0,0,0,75,2390259500
19,0,0,0,75,0,0,0,82,2495870100
19,0,0,0,79,0,0,0,85,2620261400
20,0,0,0,81,0,0,0,91,2686089100
20,0,0,0,85,0,0,0,95,2782789300
21,0,0,0,92,0,0,0,101,2940761800
23,0,0,0,96,0,0,0,104,2996318700
23,0,0,0,97,0,0,0,106,3098780800
25,0,0,0,102,0,0,0,122,3245610100
25,0,0,0,108,0,0,0,122,3309049300
28,0,0,0,125,0,0,0,142,3628850700
28,0,0,0,126,0,0,0,142,3725306700
28,0,0,0,128,0,0,0,147,3895071300
28,0,0,0,128,0,0,0,147,3977811400
28,0,0,0,128,0,0,0,147,4010560700
28,0,0,0,128,0,0,0,147,4104925300
28,0,0,0,128,0,0,0,147,4216967400
28,0,0,0,128,0,0,0,147,4296009700
28,0,0,0,132,0,0,0,188,4446593100
31,0,0,0,140,0,0,0,196,4561822100
35,0,0,0,151,0,0,0,198,4611457400
35,0,0,0,151,0,0,0,198,4716609700
35,0,0,0,151,0,0,0,198,4859228800
35,0,0,0,151,0,0,0,198,4989108400
40,0,0,0,182,0,0,0,220,5123544200
