Witness Weight,Time (ns)
0,643956400
2,644560000
5,815898600
9,816228300
14,1954751600
20,2023187700
26,2076548300
33,2079050400
41,2288139100
50,2291586500
59,2796393600
66,2809688600
76,2810734700
87,3146070500
99,3446919800
107,3646438700
120,3977710800
134,4434395300
149,4643707800
165,4924283800
182,5240469800
200,5326017200
219,5499850600
239,5684003500
249,6430431100
270,6955592600
292,7007503900
315,7024306100
324,7507483300
348,7940337000
373,8251636100
399,8872619900
426,9089002200
454,9830379600
483,11198163700
513,11267868000
544,11400490800
576,11708186200
609,12349190700
620,13224263100
654,13852767600
689,13853059800
725,13891418600
762,14832157800
800,15290636900
839,15554959000
879,15668637300
891,16187167600
932,16735640700
945,17457315800
959,17808068500
969,17965592500
1011,18063132900
1054,18642202000
1098,18643407100
1109,19424330100
1154,20099715400
1200,20530173200
1212,21183974600
1259,21732036000
1307,21732896900
1356,21954826400
1406,22879964100
1457,23217389900
1509,23552708700
1524,24296251700
1577,24441414000
1631,24901274200
1686,25350347600
1742,25462275400
1799,25642871800
1857,26149744400
1916,26706457500
1976,26724998100
1989,26870661400
2050,28031068700
2112,28063673000
2175,28470308100
2239,28792829400
2304,29164091500
2370,29323216000
2437,29356351700
2505,31056330600
2574,31860619500
2644,31886370100
2715,32064280600
2787,32122881300
2860,32126325100
2934,33277265800
3009,33278536400
3085,33286369800
3162,33462682000
3176,34614568100
3254,34743146300
3333,34922871200
3413,35468101200
3429,35470102000
3446,35476255700
3527,35771479500
3609,36349296900
3692,37759554500
3776,37762459700
3794,37778044300
3879,38942508900
3965,39106346100
3984,39324788400
4071,39340275500
4159,39892729900
4179,39906748500
4268,39908730300
4358,40766592000
4449,41519434400
4541,41749616400
4634,42794009700
4728,43343844300
4823,44030141500
4919,44317230000
5016,44342064900
5114,44519592400
5213,47255489100
5234,49327195000
5334,49335732600
5435,52197223400
5537,52246279000
5640,54103441200
5662,54159987200
5677,54932036900
5781,56058779200
5886,56499356600
5992,56507977300
6099,56510860200
6207,58447555900
