Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134188800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179521400
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279018500
1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,384758700
3,2,2,3,1,1,1,1,0,1,2,1,3,1,1,1,3,2,1,1,0,0,1,3,1,1,2,1,0,1,1,1,1,0,0,2,1,2,1,1,0,2,1,1,1,1,2,2,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,2,1,2,2,2,1,2,2,1,2,0,1,0,1,2,0,2,0,1,2,2,2,1,1,0,1,0,2,1,2,1,0,0,1,1,0,484167500
3,5,3,4,3,4,2,2,3,3,3,4,4,3,3,2,4,3,2,4,3,3,2,3,3,3,2,3,3,3,4,3,3,4,2,2,2,3,2,3,2,2,4,3,2,4,3,3,2,2,3,2,2,3,4,2,3,4,3,2,3,2,2,2,2,3,3,3,3,4,3,4,3,4,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,581110100
4,5,5,5,4,5,5,6,5,5,5,5,6,4,5,4,6,5,4,4,5,5,5,5,4,5,5,4,4,5,5,6,4,4,6,5,6,4,5,4,5,6,5,5,3,6,5,4,5,5,6,4,4,4,5,5,5,6,4,5,4,4,5,5,5,4,4,5,6,5,6,6,4,6,4,6,4,5,7,3,4,5,5,5,5,5,5,6,5,4,5,4,5,5,3,4,5,4,4,6,677002700
6,7,7,9,10,8,6,7,8,9,8,9,8,8,6,7,7,7,7,7,8,8,7,8,9,8,7,8,9,7,8,9,6,8,7,8,7,8,8,7,8,7,9,7,8,9,8,6,7,9,8,7,6,6,7,6,6,8,8,8,8,7,7,8,8,6,7,8,8,10,8,10,5,9,6,8,8,8,9,7,7,6,7,7,7,7,8,7,9,7,8,8,7,8,7,6,8,8,8,8,793311000
11,10,9,11,11,10,9,8,8,9,10,11,11,8,7,10,11,9,9,7,9,9,9,10,11,11,10,10,9,9,11,11,9,10,10,9,9,9,9,8,9,11,10,8,10,9,11,9,7,10,11,10,9,8,10,10,8,11,8,10,8,10,10,10,11,10,10,11,11,11,10,11,8,11,10,10,9,11,11,10,10,9,8,11,10,8,9,11,10,10,9,11,9,11,9,8,8,9,11,9,917578200
14,14,13,13,13,14,13,13,12,12,14,13,14,13,14,14,14,15,11,12,13,13,13,14,13,12,12,13,14,13,13,11,13,12,14,13,13,13,14,14,12,14,13,12,11,14,13,13,13,13,14,12,13,11,12,14,13,14,12,14,13,13,15,13,15,12,12,13,14,12,14,14,13,14,13,13,12,14,14,13,13,14,12,14,13,12,13,12,13,14,13,14,13,13,13,13,12,15,15,13,1064980900
14,14,13,13,13,15,13,13,12,12,14,13,14,13,15,14,14,16,13,12,14,13,13,14,13,12,12,13,14,13,13,16,14,12,15,13,13,13,14,14,12,14,13,13,13,14,13,15,13,13,14,13,14,14,13,14,14,14,12,14,13,13,15,13,15,14,13,13,14,14,14,14,13,14,14,13,12,14,14,14,13,14,12,14,14,12,13,13,13,14,14,14,16,13,13,13,12,15,15,13,1113013600
17,18,16,17,15,17,15,15,16,14,16,16,16,15,16,16,16,17,17,16,16,16,15,17,15,15,14,15,15,16,16,17,17,15,16,16,17,17,17,17,16,17,15,16,15,16,16,17,15,17,17,15,17,16,18,15,15,17,15,15,17,15,18,16,17,15,16,15,16,17,16,16,15,15,16,15,17,17,16,16,17,15,16,17,17,15,17,16,16,16,17,15,17,16,15,15,16,15,18,15,1227178300
20,18,18,21,18,18,18,18,17,20,19,19,20,18,17,17,18,19,17,19,17,17,18,20,19,18,17,19,17,19,18,18,17,18,17,19,19,18,18,19,16,18,18,19,18,19,18,17,18,17,19,17,18,19,20,18,18,18,18,18,18,17,18,17,19,18,19,20,20,18,18,20,19,18,17,18,18,18,19,18,17,17,17,18,19,18,20,19,16,20,17,20,18,19,17,16,17,18,20,17,1366410400
22,21,19,21,20,18,18,18,17,21,21,22,21,18,21,19,22,19,18,20,18,17,19,21,20,20,20,19,19,19,19,20,20,18,19,19,19,20,19,20,17,21,18,20,19,20,21,19,20,18,21,17,20,20,21,19,19,18,19,20,18,18,18,18,20,20,20,21,22,21,21,20,20,21,19,18,19,19,20,18,21,18,18,21,20,19,20,21,18,20,18,21,19,20,19,18,20,19,20,20,1394238100
23,24,24,22,22,22,20,23,21,23,22,25,26,24,24,22,23,23,21,21,24,22,22,23,22,24,23,23,23,23,25,23,22,22,24,24,23,22,24,23,22,23,23,22,22,24,24,24,24,23,24,23,22,23,23,24,22,24,22,24,23,22,24,22,23,22,23,24,24,24,23,25,24,24,23,23,24,22,24,21,23,24,22,23,22,22,22,24,22,22,23,22,22,24,24,22,25,22,23,23,1500046700
24,24,26,24,25,24,24,25,24,23,25,26,26,25,25,25,26,24,24,24,24,25,24,25,25,25,24,25,24,24,26,24,25,25,25,25,24,24,25,25,23,25,25,24,25,24,25,26,25,25,25,26,25,24,24,25,24,24,25,25,26,24,25,24,24,24,25,25,25,24,24,25,25,25,25,25,24,25,25,24,26,25,26,25,24,25,24,24,23,25,24,26,25,25,26,25,25,23,26,25,1612913700
26,26,27,27,26,26,27,26,27,26,26,26,28,27,25,26,26,27,26,26,25,28,26,26,28,26,25,27,26,26,27,28,26,28,26,26,27,27,26,26,26,25,27,26,25,26,26,26,26,26,27,26,26,27,26,26,26,28,26,26,27,27,27,26,25,26,26,25,27,28,27,27,25,27,27,27,25,26,26,27,27,26,27,25,26,28,28,25,25,26,27,26,25,26,26,25,27,26,26,28,1680371000
28,29,28,30,30,30,28,29,31,29,28,29,31,28,27,27,28,28,30,28,28,29,28,28,29,29,28,29,28,28,29,28,30,30,30,29,29,29,29,28,27,30,27,28,28,30,29,28,29,28,30,29,28,27,28,29,27,30,29,29,29,29,30,28,28,29,28,28,28,30,30,29,27,29,28,30,29,29,28,29,31,27,28,29,30,30,31,30,29,29,29,28,30,28,28,27,27,28,29,29,1782786500
31,34,29,31,31,32,31,30,32,32,28,31,33,31,31,30,31,32,32,33,31,30,30,31,31,31,31,32,32,31,31,33,31,30,31,30,31,31,31,31,31,32,33,31,32,32,34,31,32,31,30,31,31,31,29,30,30,32,31,32,32,31,30,31,32,32,32,31,30,30,31,32,29,32,31,31,31,31,31,29,32,30,32,31,31,30,31,33,31,31,31,30,33,31,30,30,31,28,31,31,1902699300
33,34,29,35,33,34,32,30,33,33,28,33,34,34,34,32,34,34,33,33,34,33,33,34,32,32,33,32,33,35,31,33,34,34,35,33,34,33,34,33,32,33,33,34,35,35,35,35,34,31,32,34,33,34,32,33,32,34,33,36,33,34,34,33,34,33,33,34,34,33,33,34,33,35,34,33,34,32,35,33,32,31,32,33,34,32,33,36,33,33,33,33,34,34,34,34,36,35,32,32,2052232700
36,34,29,37,33,34,35,30,35,34,37,34,36,35,38,34,34,34,33,36,35,36,34,35,35,32,33,35,33,36,35,33,34,35,35,35,34,34,35,36,33,37,34,34,35,35,35,36,35,35,32,34,33,35,36,33,32,35,35,37,33,37,34,33,36,38,37,34,34,37,33,34,34,35,36,33,37,36,35,34,35,35,33,34,36,32,35,38,36,33,33,33,34,35,34,34,37,35,35,33,2114102600
38,37,35,38,34,37,37,38,38,37,38,37,38,40,39,34,38,35,33,36,38,39,37,39,36,39,38,35,38,36,36,39,38,35,38,35,34,39,38,36,37,39,38,39,38,39,37,38,38,35,40,36,36,35,36,33,36,38,37,37,38,38,34,36,37,39,37,40,39,37,38,38,39,36,36,36,37,37,35,36,36,37,37,36,38,35,37,39,36,38,39,38,40,37,38,34,38,39,36,33,2233690900
