Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145307700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212158900
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431167200
1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518573000
1,1,2,1,1,0,1,0,0,0,1,0,2,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,2,1,0,1,2,1,1,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,2,580250600
2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,1,1,2,1,2,1,2,2,3,2,2,3,3,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2,1,2,2,1,2,2,2,2,3,2,1,2,3,2,1,0,1,1,3,1,1,2,1,3,1,1,2,2,2,1,2,2,2,2,2,1,1,3,3,2,1,2,657002100
4,5,3,3,5,6,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,4,5,5,4,5,5,4,4,5,6,6,4,4,5,5,6,5,5,5,5,4,5,5,6,4,4,5,4,4,4,4,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,6,5,4,5,5,5,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,4,850369100
11,11,12,11,10,12,11,10,10,11,12,12,12,13,10,11,12,13,10,11,11,13,11,11,11,10,11,10,13,11,11,11,12,11,11,12,12,10,11,11,12,11,11,10,11,12,12,10,11,12,11,11,12,11,13,10,12,10,10,12,10,11,12,12,12,12,12,11,11,10,10,12,11,10,11,12,12,12,12,12,11,11,10,11,10,12,11,12,12,11,10,10,11,12,12,12,11,10,11,11,1285543300
12,11,12,11,10,12,11,10,10,11,12,12,13,13,10,11,12,13,10,11,11,13,11,11,11,11,11,10,13,11,11,11,13,11,12,12,12,11,12,11,12,11,11,10,12,12,13,10,11,12,11,11,12,11,13,10,12,10,10,12,10,11,12,12,12,13,12,12,11,11,11,12,11,10,11,12,12,12,12,12,11,12,10,11,10,12,11,12,12,11,11,10,11,12,12,12,11,10,11,11,1299785100
14,12,13,12,12,12,12,12,13,14,13,12,14,13,13,13,12,13,13,12,13,13,12,11,12,13,12,12,13,13,12,12,13,13,13,12,12,12,14,13,13,12,12,13,12,14,13,13,14,14,13,13,12,12,13,13,13,13,13,13,13,12,14,12,12,14,12,14,11,13,13,13,11,11,12,12,14,12,12,13,12,12,13,12,13,12,13,13,13,13,13,13,12,12,12,13,12,13,12,13,1353463100
14,14,14,13,13,13,14,14,14,14,14,13,14,14,13,14,15,14,15,14,14,14,14,13,14,14,13,14,14,15,14,14,13,14,14,14,14,14,14,14,15,14,13,14,14,14,13,14,14,14,14,14,14,14,15,13,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,13,14,14,15,14,14,13,14,14,13,13,15,14,13,14,14,14,14,14,14,15,1462810800
16,16,14,15,15,16,17,16,15,14,15,16,15,16,15,15,16,16,16,15,15,17,15,14,15,15,14,14,14,15,15,15,15,14,15,15,17,16,15,15,15,15,14,14,15,16,14,15,14,15,14,15,15,16,17,14,15,16,16,16,14,15,14,16,15,15,16,15,15,14,15,15,15,14,15,15,15,15,16,15,16,14,16,14,15,15,16,15,14,14,15,15,14,14,16,16,15,14,15,16,1566337100
17,17,17,19,16,17,18,17,18,17,16,18,16,18,17,17,17,17,16,17,18,18,16,16,16,17,17,17,17,16,17,19,17,17,18,17,17,17,16,17,17,17,18,17,17,17,16,18,18,17,17,17,18,17,17,16,16,18,18,16,18,17,18,18,17,17,17,17,18,17,16,17,18,16,15,15,17,17,17,17,18,17,17,17,18,17,17,17,17,18,17,17,18,17,17,18,17,16,17,16,1705218500
17,17,17,19,17,17,18,18,18,18,18,18,17,19,17,18,17,17,17,19,18,19,18,18,16,19,18,17,17,17,17,19,17,17,18,17,18,18,17,17,18,18,19,17,17,17,17,18,18,18,19,17,18,18,17,17,17,18,19,18,18,17,18,18,18,17,18,18,19,18,16,18,19,17,17,18,17,18,17,17,18,17,17,18,18,17,18,17,17,18,17,17,18,18,18,18,19,17,18,17,1752978100
19,22,19,21,21,19,19,18,21,21,19,19,20,19,19,19,20,19,20,21,20,20,21,21,20,20,19,18,18,19,19,21,19,19,19,21,19,20,19,20,20,19,21,19,19,19,19,19,19,19,20,19,20,20,19,20,21,20,20,20,19,21,21,20,19,20,20,21,20,20,20,20,20,19,21,19,19,19,20,19,19,19,19,20,20,19,20,19,19,19,19,18,20,21,19,19,21,21,19,20,1912499000
21,22,19,22,22,21,21,21,21,23,20,20,21,23,22,21,20,21,22,21,21,22,23,21,22,21,19,19,21,20,22,21,21,20,23,22,22,22,20,20,20,21,22,20,23,21,19,22,20,20,23,23,21,21,21,21,21,20,20,21,20,22,21,22,20,21,23,22,20,21,23,21,21,19,22,19,21,21,21,23,22,21,20,20,20,22,22,21,19,20,20,22,22,21,19,21,23,23,21,22,2017853900
22,23,23,23,22,21,22,22,22,23,20,20,23,23,22,21,21,21,23,22,21,22,23,22,22,23,19,21,21,22,23,22,21,23,23,23,22,22,21,20,22,21,22,20,23,22,21,23,23,20,23,23,21,22,23,22,23,21,22,21,22,23,22,22,22,22,23,23,23,23,23,21,21,20,22,19,21,22,22,23,22,22,22,20,21,23,23,23,22,22,21,22,23,21,23,21,23,23,21,22,2069513000
25,25,24,23,24,24,27,24,24,25,24,24,25,25,26,24,24,24,26,24,24,24,24,24,24,26,24,24,24,24,26,24,25,24,26,24,24,24,26,24,24,23,24,24,26,25,24,24,23,26,23,24,24,23,24,23,23,24,24,24,23,23,24,24,24,24,24,24,24,24,25,24,23,24,24,24,24,24,25,24,24,25,25,23,24,24,24,24,25,25,26,24,24,26,24,25,25,24,24,24,2255140700
27,25,25,24,25,25,27,25,24,26,27,24,25,25,26,24,25,25,26,25,25,25,25,24,25,26,24,25,25,24,26,24,28,25,26,26,25,25,26,24,25,24,25,27,27,26,25,25,25,26,24,25,24,25,24,24,26,25,26,24,25,24,24,27,25,25,25,25,24,25,25,27,24,25,25,26,25,24,25,26,25,25,26,24,26,24,25,25,27,25,26,25,26,26,25,25,25,27,24,24,2294112300
27,26,25,27,25,25,27,25,24,28,27,27,25,25,27,28,25,26,27,25,25,27,25,25,27,26,24,29,25,24,28,24,28,27,26,27,25,25,27,25,25,26,25,28,27,26,25,25,27,27,25,25,24,25,25,24,29,25,27,28,25,26,26,27,26,25,28,27,25,26,25,27,25,26,27,29,26,25,26,27,28,27,26,27,29,25,25,26,28,28,26,26,26,26,25,26,25,29,27,25,2369881300
32,31,27,29,30,25,31,26,24,28,30,28,29,31,30,28,32,30,28,28,30,29,27,30,30,27,30,30,28,31,29,29,28,28,29,28,26,31,30,30,30,33,28,32,28,29,29,32,27,30,30,26,25,29,26,26,29,27,31,29,30,26,27,29,31,28,33,28,26,28,26,33,27,27,31,29,26,30,28,32,29,29,29,31,30,29,25,27,31,29,26,29,27,30,30,32,32,29,27,25,2471019200
35,34,27,34,33,34,34,32,34,34,33,34,29,33,30,34,34,30,34,34,34,34,32,32,34,34,33,33,31,35,32,35,34,28,34,35,34,33,33,35,32,35,34,35,30,35,33,34,34,34,34,35,34,34,35,33,33,27,32,32,32,32,34,33,32,33,34,30,32,34,26,35,34,28,34,34,34,34,33,34,35,29,34,34,34,33,25,32,33,34,33,34,34,33,34,34,34,34,35,34,2739340000
35,34,30,34,33,34,34,32,34,34,33,34,29,33,30,34,34,30,34,34,34,34,32,32,34,34,33,33,31,35,32,35,34,28,34,35,34,33,33,35,32,35,34,35,30,35,33,34,34,34,34,35,34,34,35,33,33,27,32,34,32,32,34,33,32,33,34,34,32,34,26,35,34,28,34,34,34,34,33,34,35,30,34,34,34,33,25,32,33,34,33,34,34,33,34,34,34,34,35,34,2746067100
35,34,31,34,33,34,34,32,34,34,33,34,30,33,31,34,34,31,34,34,34,34,32,32,34,34,33,33,31,35,32,35,34,29,34,35,34,34,33,35,32,35,34,35,30,35,33,34,34,34,34,35,34,34,35,33,33,28,32,34,32,32,34,33,32,33,34,34,32,35,26,35,34,34,34,34,34,34,33,34,35,30,34,34,34,33,26,32,33,34,33,34,34,33,34,34,34,34,35,35,2761126800
35,34,33,34,33,36,34,34,34,35,35,34,36,35,35,34,34,34,34,34,34,34,32,32,34,34,35,33,34,35,32,35,34,34,34,35,34,36,33,35,33,35,34,35,34,35,35,34,34,36,34,35,34,34,35,33,34,28,35,35,35,32,34,33,33,33,34,34,33,35,26,35,35,34,35,34,34,35,34,34,35,35,34,35,34,34,34,35,35,34,34,34,34,36,34,34,36,34,35,36,2868652700
35,38,38,37,37,37,36,36,35,38,35,37,37,37,36,36,36,36,36,36,35,35,36,36,37,38,37,37,36,35,38,36,38,35,37,37,36,37,36,35,37,37,35,37,37,37,37,37,37,38,39,37,37,36,36,35,37,37,37,37,36,36,36,36,37,37,39,37,36,35,37,38,37,36,37,35,36,35,37,36,36,37,36,37,38,35,38,37,38,36,34,38,35,37,35,34,37,38,36,36,3024600300
40,40,38,38,37,39,37,36,39,38,35,37,38,37,36,36,36,36,36,36,35,35,39,40,37,38,37,41,36,38,39,38,38,38,37,41,36,37,36,35,38,37,39,37,40,38,38,39,39,38,39,37,39,36,36,35,37,40,38,37,36,37,38,36,37,37,41,38,37,35,37,40,37,38,38,37,36,39,38,39,37,38,36,41,38,37,40,39,38,38,37,38,38,37,38,34,37,40,39,38,3078199000
41,41,41,39,39,43,41,39,39,43,41,42,41,44,42,40,41,40,38,43,41,42,43,42,41,40,42,42,41,40,40,42,42,40,42,43,40,41,42,44,39,41,42,41,43,42,41,40,40,41,42,43,39,43,42,41,42,43,40,43,40,42,41,42,41,44,42,42,41,41,37,41,41,40,42,39,42,43,40,43,43,40,40,41,41,40,41,43,42,43,39,40,39,42,40,34,43,43,40,44,3224706000
