Witness Weight,Time (ns)
0,894654500
2,967399700
5,967648500
9,967718900
14,1058594800
20,1597395100
27,1599155100
35,3530156200
43,4425007600
52,4427093200
62,4427349300
73,4607564500
85,4607865700
98,5369601000
112,5453127800
126,5453574200
141,5453829000
157,5480252800
166,5481276100
183,5481615700
201,5603194400
216,7330626000
235,7395117400
250,7395474700
270,7419637600
286,9742104100
303,10478514200
313,10643531900
334,10643790700
356,10644342900
379,10645123200
403,14859130200
428,15008893800
454,15009408100
481,15025437800
509,16662483400
538,16666178700
568,16666623000
599,16668058700
631,16668722200
664,16680870700
698,16698518100
714,18856145900
749,18856588100
785,25808587900
796,25810731600
833,25814093800
871,25882908000
910,25914037400
928,27291773400
968,30727068500
1009,30931034000
1026,33766519100
1068,33934730900
1111,34079310000
1155,34185242800
1200,34333805600
1212,39577705800
1258,39578513100
1305,46310716300
1353,46555906600
1402,47188568000
1452,48419939500
1503,54074486600
1555,54076118300
1608,54146102800
1662,56579460600
1717,56580612700
1773,56581071900
1830,56583853200
1888,56848565600
1947,56899066600
2007,57276834800
