Witness Weight,Time (ns)
0,182800
2,426394400
5,426906600
9,625839900
14,719100700
20,1583413800
27,3294144400
35,3294439000
44,3304357300
49,4156489500
59,4165147100
70,4770473400
82,4859056600
95,4859448600
109,5512392600
112,6054274400
116,6054956100
131,6769278400
136,9899789100
152,9902526300
169,9911346500
187,9923305700
206,9929105000
226,9934465800
234,9936290000
255,9937134900
263,9937581000
268,14162639300
290,14165557500
313,14167234600
337,14182574600
343,14188224300
368,16721670800
394,16723506700
421,16724498100
429,16728261900
457,16747968300
463,16748202400
471,18410260700
478,18651488600
507,18843348500
513,18843738600
519,22053643300
526,22053980800
534,22063037500
539,25394598500
569,30250330600
600,30253282800
632,30254317700
665,31932228700
672,36915510000
677,36916596600
683,36918756500
689,40344552600
699,40346930000
710,40349910500
716,41969788300
724,42200018000
731,43564317900
740,43567043600
747,46042722900
754,46046030400
763,46621786500
797,47147274700
832,47363964600
868,47365073600
905,47635567400
943,49394207900
982,50993723600
1022,51008622500
1063,51008972300
1071,51020262400
1113,51408315700
1156,52119209400
1200,52124857200
1209,52125238300
1218,54850314100
1225,55626746300
1270,55660253900
1316,55710632100
1326,56136662200
1335,57480739000
1344,57491288900
1353,57492270500
1363,57496848500
1372,57875529100
