Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685807301,521626300,0,1,20,950283900
2,1685807301,506555500,1,2,21,950620500
4,1685807301,384317300,2,3,22,966465000
6,1685807301,525661800,4,4,26,1128724000
13,1685807301,420853100,6,5,28,1171948200
20,1685807302,333299800,13,6,34,1283315600
21,1685807302,333177700,20,7,35,1283625700
22,1685807302,657886100,21,8,53,1624291000
25,1685807302,585290400,22,9,55,1625107900
28,1685807302,453779400,25,10,56,1625606300
34,1685807302,342644200,28,11,57,1625809900
5,1685807301,1037992500,0,12,57,1626503700
7,1685807301,1018325500,5,13,57,1626673900
35,1685807302,437112400,34,14,63,1720627100
54,1685807302,120196800,35,15,65,1744662500
55,1685807302,119811100,54,16,67,1744773200
9,1685807301,1089357800,7,17,67,1764101300
15,1685807301,1022364600,9,18,73,1820496100
19,1685807302,906433300,6,19,73,1839269800
56,1685807302,285614200,55,20,79,1910996700
57,1685807302,421401300,56,21,85,2047076800
63,1685807302,472149200,57,22,89,2187642700
65,1685807302,619511500,63,23,96,2364059100
66,1685807302,619561300,65,24,97,2364244700
18,1685807302,1521422700,15,25,98,2396933900
79,1685807303,872920700,66,26,117,2783787900
16,1685807301,4672792600,6,27,235,5531665700
85,1685807303,3484971800,79,28,236,5531990700
89,1685807303,3349635800,85,29,237,5532080300
11,1685807301,4807415700,0,30,237,5532552100
96,1685807303,3168774000,89,31,238,5532706900
97,1685807303,3168801400,96,32,239,5532886400
117,1685807303,2749521900,97,33,240,5533040600
27,1685807302,4376927000,18,34,240,5533222800
29,1685807302,4361252700,27,35,240,5533387500
30,1685807302,4329994200,19,36,240,5533534600
236,1685807306,2119900,117,37,241,5533984600
39,1685807302,4171092500,30,38,241,5534453200
45,1685807302,4021605700,39,39,241,5534606400
3,1685807301,5021347100,0,40,241,5534754500
237,1685807306,2849400,236,41,242,5534918000
68,1685807302,3759058700,4,42,242,5535569200
69,1685807302,3757961900,68,43,242,5535710900
238,1685807306,3598400,237,44,243,5536162500
239,1685807306,3611300,238,45,244,5536358800
240,1685807306,3638300,239,46,245,5536559600
241,1685807306,2853900,240,47,246,5536711800
47,1685807302,3993942000,45,48,246,5537636100
12,1685807301,4802373500,11,49,246,5537658400
49,1685807302,3981677400,12,50,246,5537829400
242,1685807306,3147400,241,51,247,5537929400
243,1685807306,2039000,242,52,248,5538055000
244,1685807306,1976600,243,53,249,5538181100
245,1685807306,1896000,244,54,250,5538331000
246,1685807306,1898600,245,55,251,5538499100
247,1685807306,787200,246,56,252,5538628600
10,1685807301,4836006400,3,57,252,5538666800
70,1685807302,3760927600,69,58,252,5538942600
71,1685807302,3759646200,70,59,252,5539413300
8,1685807301,4882073100,0,60,252,5540457800
17,1685807302,4666514900,8,61,252,5540591400
248,1685807306,2733500,247,62,253,5540701600
249,1685807306,2760700,248,63,254,5540852300
250,1685807306,2767400,249,64,255,5540987100
110,1685807303,2871969700,10,65,255,5552595200
112,1685807303,2846849000,110,66,255,5552792000
251,1685807306,14874600,250,67,256,5553245000
50,1685807302,4247405300,49,68,275,5804470900
90,1685807303,3581870000,50,69,275,5804632100
98,1685807303,3439839800,90,70,275,5804786100
106,1685807303,3176380000,98,71,275,5804926300
32,1685807302,4564085100,22,72,275,5805670000
31,1685807302,4849548800,13,73,291,6090584700
60,1685807302,4384875100,31,74,291,6090793700
78,1685807303,4181201300,60,75,291,6091020300
24,1685807302,5058443600,16,76,291,6092188300
26,1685807302,5012351100,24,77,291,6092458400
37,1685807302,4820488300,4,78,295,6182248800
38,1685807302,4820314900,37,79,295,6182272300
80,1685807303,4262282700,38,80,295,6182543200
42,1685807302,4758294500,17,81,295,6183147000
64,1685807302,4439680200,42,82,295,6183592300
48,1685807302,10040374300,47,83,640,11584170000
87,1685807303,9474292300,80,84,640,11585616300
93,1685807303,9288259900,32,85,640,11585879900
232,1685807306,6105405700,93,86,640,11586056000
233,1685807306,6104965100,232,87,640,11586225600
61,1685807302,9876169100,10,88,644,11587395400
252,1685807306,6057019800,251,89,646,11595564200
253,1685807306,6059342000,252,90,647,11599954000
108,1685807303,8968191700,63,91,647,11600446500
178,1685807305,7308171200,78,92,647,11601518300
138,1685807304,8292018700,57,93,647,11603260900
254,1685807306,6062802800,253,94,648,11603556400
255,1685807306,6062916400,254,95,649,11603815200
58,1685807302,9974573500,10,96,649,11604042700
256,1685807306,6456952700,255,97,709,12010082500
646,1685807312,414937100,256,98,710,12010375100
647,1685807312,410901200,646,99,711,12010556300
648,1685807312,407271400,647,100,712,12010694400
23,1685807302,10983169300,4,101,712,12011735300
649,1685807312,408630800,648,102,713,12012301700
709,1685807313,2433600,649,103,714,12012500900
710,1685807313,2419500,709,104,715,12012680000
711,1685807313,2516600,710,105,716,12012983600
272,1685807306,6285854400,233,106,716,12013147300
113,1685807303,9307094900,112,107,716,12013273000
114,1685807303,9307090600,113,108,716,12013403900
116,1685807303,9263722600,114,109,716,12013521300
134,1685807304,8811289600,116,110,716,12013631900
135,1685807304,8807710900,134,111,716,12013650100
147,1685807304,8566693500,135,112,716,12013860200
185,1685807305,7530728400,147,113,716,12013983500
186,1685807305,7530651000,185,114,716,12014101100
187,1685807305,7530603400,186,115,716,12014233200
188,1685807305,7527089000,187,116,716,12014257300
189,1685807305,7527111200,188,117,716,12014502500
273,1685807306,6287245800,272,118,716,12014647200
712,1685807313,4330600,711,119,717,12014939500
33,1685807302,11908443900,26,120,797,13179757500
83,1685807303,11931208200,33,121,859,13970845000
92,1685807303,11705874100,83,122,859,13970983200
713,1685807313,1959993700,712,123,860,13972215200
714,1685807313,1960051700,713,124,861,13972417000
139,1685807304,10659482300,138,125,861,13972726500
190,1685807305,9485976000,189,126,861,13973548900
162,1685807305,10053961100,139,127,861,13973690600
715,1685807313,1961308700,714,128,862,13973879900
716,1685807313,1961218200,715,129,863,13974085000
717,1685807313,1959365100,716,130,864,13974293500
860,1685807315,2381200,717,131,865,13974474000
861,1685807315,2348200,860,132,866,13974649000
862,1685807315,1197600,861,133,867,13974934400
863,1685807315,1142100,862,134,868,13975112800
864,1685807315,1112800,863,135,869,13975298400
865,1685807315,56673600,864,136,872,14031043900
866,1685807315,57033000,865,137,873,14031676800
867,1685807315,57064900,866,138,874,14031906400
868,1685807315,57122700,867,139,875,14032126700
869,1685807315,57149200,868,140,876,14032344900
870,1685807315,56679900,869,141,877,14032554300
873,1685807315,1185400,870,142,878,14032722800
209,1685807306,9158224600,178,143,878,14034271400
107,1685807303,11406052700,106,144,878,14034735000
142,1685807304,10621616300,107,145,878,14034994900
143,1685807304,10621595700,142,146,878,14035161900
874,1685807315,3935000,873,147,880,14035730400
875,1685807315,4036400,874,148,881,14036038800
144,1685807304,10622612600,143,149,881,14036375800
876,1685807315,4810200,875,150,882,14037034300
877,1685807315,4829400,876,151,883,14037272700
95,1685807303,11676858200,48,152,883,14038693700
103,1685807303,11468931200,58,153,883,14040142000
155,1685807304,10386149700,87,154,883,14042255800
156,1685807304,10386230400,155,155,883,14042469600
157,1685807304,10312894900,156,156,883,14042645100
171,1685807305,10046240800,157,157,883,14042926400
179,1685807305,9735929700,171,158,883,14043080300
416,1685807309,5962119200,179,159,883,14043279800
417,1685807309,5962093200,416,160,883,14043455200
878,1685807315,11051600,877,161,884,14043762300
43,1685807302,12605211800,29,162,884,14044225600
880,1685807315,9179800,878,163,885,14044733500
191,1685807305,9612302200,190,164,890,14100052500
194,1685807305,9566443900,191,165,890,14100169300
195,1685807305,9564417400,194,166,890,14100310300
196,1685807305,9564301800,195,167,890,14100410900
881,1685807315,65749200,880,168,891,14101686700
276,1685807306,8287111800,273,169,891,14103585300
146,1685807304,10696438100,97,170,891,14129388400
150,1685807304,10566480100,23,171,891,14129566000
151,1685807304,10566004900,150,172,891,14129697900
152,1685807304,10567773600,151,173,891,14134237700
165,1685807305,10187067100,152,174,891,14134544200
174,1685807305,9973331400,165,175,891,14134696300
451,1685807309,5524665300,174,176,891,14135598600
