Witness Weight,Time (ns)
0,3857104800
2,3859508900
5,3859694100
9,3859839800
14,7500457500
20,12132140800
27,12135210200
35,12136192000
44,12138925000
54,12139181600
65,32373108100
77,32373485100
90,32373728700
104,32374813600
119,32375561000
135,32375747800
152,32470585200
170,38321308300
189,38321544300
209,38321705300
230,38321783200
252,38635567600
275,38644408400
299,38644729000
324,38644930600
350,38645112900
377,38645310100
405,38645627500
434,38646740500
464,38646960700
495,38648158700
527,38648433800
560,38649043800
594,43286676600
629,44126516900
665,44128169100
702,44128292800
740,44128737200
779,44128884300
819,46064944200
860,49439369300
902,49556909300
945,49557192000
989,49557405900
1034,49557626500
1080,49557865100
1127,49557999200
1175,55356657400
1224,55356994100
1274,55664826900
