Witness Weight,Time (ns)
0,449095000
2,2629242400
5,3701541000
9,3772701900
12,5076042700
17,5263564600
21,5342104700
26,5378319000
32,6263554400
37,6265205500
43,6266167700
50,6266402500
58,6269576100
67,6790289400
77,8497783500
83,9789810200
90,9790928400
101,9791681100
108,10908109600
116,10911434700
124,12188968200
136,12204139500
143,14455822000
152,14471154600
161,14472107700
174,14764338400
188,14766928300
196,14767563300
205,15466963600
220,15467328500
236,15468079300
253,15468273900
271,15468456500
290,15891834900
310,17729076600
331,18530264700
353,18531218300
376,18533407400
386,19002934900
397,21560904800
421,21561252800
446,23927380900
472,23931295500
481,23932043800
491,23934926500
518,23935048600
546,23935349300
575,23936958900
605,24878650600
617,24879274200
648,24879624200
658,24879809200
690,24886194200
700,26919115500
711,28749122100
744,28750899900
778,28752622600
813,28752896400
849,28753128200
886,29784170100
898,29784384500
911,29784507100
925,29914687500
963,29915309700
1002,31182288900
1042,31182589100
1083,32062265500
1095,34434135900
1106,36429446300
1148,37679175800
1191,43187408300
1235,44336336200
1280,44936388500
1326,45815022800
1339,48346563000
1386,48346786000
1434,49448224100
1483,49832647200
1533,52244737600
1584,52245441700
1636,52245609100
1689,54237796300
1743,54238323200
1798,54238782100
1854,54239333800
1911,54240144000
