UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,274360700
0,0,0,0,0,0,0,0,0,376232100
1,0,0,0,5,0,0,0,5,517450300
1,0,0,0,6,0,0,0,7,662013100
1,0,0,0,6,0,0,0,7,802937600
1,0,0,0,6,0,0,0,7,851024900
1,0,0,0,9,0,0,0,12,939018200
3,0,0,0,12,0,0,0,14,1037331500
5,0,0,0,17,0,0,0,20,1261595700
5,0,0,0,17,0,0,0,20,1292957100
5,0,0,0,17,0,0,0,20,1342044900
6,0,0,0,21,0,0,0,32,1508771500
7,0,0,0,22,0,0,0,36,1589536200
7,0,0,0,23,0,0,0,36,1675289300
8,0,0,0,28,0,0,0,39,1767545000
8,0,0,0,29,0,0,0,39,1875357400
8,0,0,0,29,0,0,0,39,1997220300
9,0,0,0,35,0,0,0,45,2057464500
11,0,0,0,44,0,0,0,56,2418939800
11,0,0,0,46,0,0,0,60,2623820000
15,0,0,0,54,0,0,0,70,2804091000
15,0,0,0,54,0,0,0,70,2874742300
15,0,0,0,55,0,0,0,72,2899712600
15,0,0,0,55,0,0,0,72,2968088300
18,0,0,0,70,0,0,0,89,3188937300
18,0,0,0,70,0,0,0,89,3209196600
20,0,0,0,74,0,0,0,96,3324177600
20,0,0,0,76,0,0,0,97,3439156100
20,0,0,0,76,0,0,0,97,3481327000
20,0,0,0,76,0,0,0,97,3544538200
25,0,0,0,89,0,0,0,103,3641107900
25,0,0,0,91,0,0,0,105,3789757600
25,0,0,0,91,0,0,0,105,3848366000
27,0,0,0,99,0,0,0,115,3944576500
27,0,0,0,100,0,0,0,120,4061460600
27,0,0,0,105,0,0,0,123,4142251100
28,0,0,0,112,0,0,0,130,4255638400
28,0,0,0,114,0,0,0,130,4351218700
29,0,0,0,120,0,0,0,135,4444132200
30,0,0,0,126,0,0,0,144,4537173800
30,0,0,0,130,0,0,0,147,4665089000
31,0,0,0,140,0,0,0,151,4864666700
31,0,0,0,140,0,0,0,151,4889744600
32,0,0,0,148,0,0,0,157,4971868200
32,0,0,0,148,0,0,0,157,5051714200
32,0,0,0,152,0,0,0,162,5145410600
32,0,0,0,155,0,0,0,173,5272288100
32,0,0,0,155,0,0,0,173,5340019400
34,0,0,0,162,0,0,0,179,5438690000
34,0,0,0,162,0,0,0,180,5550298300
34,0,0,0,164,0,0,0,197,5639479700
36,0,0,0,175,0,0,0,197,5902052100
