UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,273106100
0,0,0,0,0,0,0,0,0,277983900
0,0,0,0,0,0,0,0,0,387717300
1,0,0,0,2,0,0,0,2,618318700
1,0,0,0,2,0,0,0,2,697931200
1,0,0,0,2,0,0,0,2,771396800
1,0,0,0,2,0,0,0,2,871212300
3,0,0,0,6,0,0,0,10,1038887200
3,0,0,0,8,0,0,0,10,1189581800
4,0,0,0,11,0,0,0,15,1271484100
4,0,0,0,12,0,0,0,17,1413626900
4,0,0,0,12,0,0,0,17,1555559500
4,0,0,0,13,0,0,0,24,1738144700
7,0,0,0,25,0,0,0,31,2206261900
8,0,0,0,28,0,0,0,42,2304658100
8,0,0,0,30,0,0,0,45,2472878400
9,0,0,0,35,0,0,0,46,2636503700
9,0,0,0,35,0,0,0,46,2740188400
9,0,0,0,35,0,0,0,46,2772665500
9,0,0,0,36,0,0,0,46,2892489800
9,0,0,0,36,0,0,0,46,2997852800
12,0,0,0,50,0,0,0,71,3265951600
12,0,0,0,51,0,0,0,71,3306304300
12,0,0,0,51,0,0,0,71,3427896600
12,0,0,0,51,0,0,0,71,3489993700
18,0,0,0,83,0,0,0,114,4857887900
27,0,0,0,117,0,0,0,146,5313751700
27,0,0,0,117,0,0,0,146,5375013000
29,0,0,0,134,0,0,0,164,5988442000
31,0,0,0,142,0,0,0,171,6230889000
33,0,0,0,152,0,0,0,188,6674149400
34,0,0,0,162,0,0,0,198,7115153500
45,0,0,0,206,0,0,0,271,8486937600
45,0,0,0,206,0,0,0,271,8593094600
46,0,0,0,217,0,0,0,285,8737252500
46,0,0,0,217,0,0,0,285,8751731800
46,0,0,0,218,0,0,0,285,8907049500
52,0,0,0,250,0,0,0,303,9259673100
52,0,0,0,250,0,0,0,303,9314831700
52,0,0,0,253,0,0,0,307,9485854700
52,0,0,0,254,0,0,0,310,9634393200
52,0,0,0,255,0,0,0,315,9704797700
52,0,0,0,257,0,0,0,317,10077493600
52,0,0,0,258,0,0,0,317,10106063100
52,0,0,0,258,0,0,0,317,10196632500
52,0,0,0,258,0,0,0,317,10404838700
52,0,0,0,258,0,0,0,317,10453478800
61,0,0,0,292,0,0,0,345,10540625100
62,0,0,0,297,0,0,0,354,10787504700
62,0,0,0,297,0,0,0,354,11348213400
63,0,0,0,301,0,0,0,386,11618732000
63,0,0,0,301,0,0,0,386,11993453800
74,0,0,0,356,0,0,0,457,12813800000
74,0,0,0,356,0,0,0,457,12872037200
74,0,0,0,356,0,0,0,457,13074450000
74,0,0,0,356,0,0,0,457,13202425300
74,0,0,0,356,0,0,0,457,13283875500
88,0,0,0,430,0,0,0,497,14144360100
88,0,0,0,430,0,0,0,517,14194640100
88,0,0,0,430,0,0,0,517,14304796400
90,0,0,0,455,0,0,0,527,14425392100
90,0,0,0,464,0,0,0,538,14551461400
90,0,0,0,464,0,0,0,538,14597427400
90,0,0,0,464,0,0,0,538,14680669300
90,0,0,0,465,0,0,0,544,15374166000
90,0,0,0,465,0,0,0,544,15564712600
90,0,0,0,465,0,0,0,544,15603650100
90,0,0,0,465,0,0,0,544,15694403500
90,0,0,0,465,0,0,0,544,15851076100
90,0,0,0,465,0,0,0,544,15954387000
109,0,0,0,576,0,0,0,666,17199922000
112,0,0,0,585,0,0,0,695,17737082600
112,0,0,0,585,0,0,0,695,17751004200
112,0,0,0,585,0,0,0,695,17824629800
114,0,0,0,621,0,0,0,739,18530793500
114,0,0,0,622,0,0,0,742,18555443500
114,0,0,0,622,0,0,0,742,18890347400
116,0,0,0,649,0,0,0,766,19452457700
116,0,0,0,650,0,0,0,766,19508170200
129,0,0,0,718,0,0,0,843,21153987300
129,0,0,0,718,0,0,0,843,21156494000
130,0,0,0,724,0,0,0,898,22427501800
130,0,0,0,726,0,0,0,922,22821507000
130,0,0,0,726,0,0,0,922,22975020700
130,0,0,0,726,0,0,0,922,23033863900
130,0,0,0,726,0,0,0,922,23179441500
134,0,0,0,746,0,0,0,1004,25137443800
134,0,0,0,746,0,0,0,1004,25287890100
134,0,0,0,746,0,0,0,1004,25932554500
134,0,0,0,746,0,0,0,1004,26364504100
138,0,0,0,784,0,0,0,1114,27462507700
138,0,0,0,784,0,0,0,1125,27488551700
138,0,0,0,784,0,0,0,1125,28044029800
181,0,0,0,1003,0,0,0,1278,30463246900
181,0,0,0,1003,0,0,0,1278,30471776900
181,0,0,0,1003,0,0,0,1278,30574095800
181,0,0,0,1004,0,0,0,1297,31026797900
181,0,0,0,1005,0,0,0,1314,31300383600
181,0,0,0,1005,0,0,0,1314,31336111300
181,0,0,0,1005,0,0,0,1314,31396324900
181,0,0,0,1006,0,0,0,1314,31651755700
200,0,0,0,1076,0,0,0,1379,32069058500
200,0,0,0,1076,0,0,0,1379,32166240000
206,0,0,0,1137,0,0,0,1424,33527656500
206,0,0,0,1137,0,0,0,1424,33604571900
206,0,0,0,1137,0,0,0,1429,34247580200
206,0,0,0,1137,0,0,0,1429,34305018100
206,0,0,0,1137,0,0,0,1429,34414152400
207,0,0,0,1137,0,0,0,1429,34481390300
207,0,0,0,1137,0,0,0,1429,34490281400
207,0,0,0,1137,0,0,0,1429,34618236600
228,0,0,0,1234,0,0,0,1497,35007965100
228,0,0,0,1236,0,0,0,1514,36259403600
228,0,0,0,1236,0,0,0,1514,36439489200
250,0,0,0,1371,0,0,0,1638,39084482500
250,0,0,0,1371,0,0,0,1638,39163550400
250,0,0,0,1372,0,0,0,1649,39711813600
250,0,0,0,1372,0,0,0,1649,39920917200
250,0,0,0,1372,0,0,0,1649,40027226100
250,0,0,0,1372,0,0,0,1649,40152886400
250,0,0,0,1372,0,0,0,1649,40268542300
251,0,0,0,1377,0,0,0,1738,41571029300
251,0,0,0,1377,0,0,0,1738,42337234600
251,0,0,0,1377,0,0,0,1738,42364597100
251,0,0,0,1377,0,0,0,1738,42414574500
251,0,0,0,1377,0,0,0,1738,42802967500
251,0,0,0,1377,0,0,0,1738,42928941300
251,0,0,0,1377,0,0,0,1738,43079731100
251,0,0,0,1377,0,0,0,1738,43322535600
251,0,0,0,1378,0,0,0,1738,43427339400
251,0,0,0,1379,0,0,0,1834,43886030400
251,0,0,0,1379,0,0,0,1834,44402398800
252,0,0,0,1379,0,0,0,1834,44511504600
252,0,0,0,1380,0,0,0,1840,45689722900
253,0,0,0,1381,0,0,0,1840,45963012100
253,0,0,0,1381,0,0,0,1906,50022977700
253,0,0,0,1382,0,0,0,1906,50221368300
253,0,0,0,1382,0,0,0,1906,50227710600
253,0,0,0,1382,0,0,0,2064,50284707300
253,0,0,0,1382,0,0,0,2064,50762475300
253,0,0,0,1382,0,0,0,2064,50814645100
253,0,0,0,1383,0,0,0,2064,52660891100
253,0,0,0,1391,0,0,0,2236,55144922300
253,0,0,0,1391,0,0,0,2236,55194047500
253,0,0,0,1391,0,0,0,2236,55335236800
253,0,0,0,1392,0,0,0,2275,55382312400
253,0,0,0,1392,0,0,0,2275,55715095400
253,0,0,0,1392,0,0,0,2275,55744495000
253,0,0,0,1393,0,0,0,2287,55893558900
253,0,0,0,1393,0,0,0,2287,55910668200
253,0,0,0,1393,0,0,0,2287,55993758400
253,0,0,0,1393,0,0,0,2287,56304102500
253,0,0,0,1393,0,0,0,2287,56455547700
253,0,0,0,1394,0,0,0,2321,56915773500
253,0,0,0,1394,0,0,0,2321,57779952100
253,0,0,0,1394,0,0,0,2321,58398737400
253,0,0,0,1394,0,0,0,2321,58410813500
254,0,0,0,1444,0,0,0,2399,59081832600
254,0,0,0,1444,0,0,0,2399,59534516600
254,0,0,0,1444,0,0,0,2399,59647708700
254,0,0,0,1444,0,0,0,2399,59719185600
254,0,0,0,1445,0,0,0,2442,60023926100
