UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,178576300
0,0,0,0,1,0,0,0,1,330353400
0,0,0,0,1,0,0,0,1,372929900
1,0,0,0,2,0,0,0,5,473995000
2,0,0,0,6,0,0,0,13,572285600
4,0,0,0,9,0,0,0,18,668240000
6,0,0,0,14,0,0,0,22,771997500
9,0,0,0,21,0,0,0,33,894589700
12,0,0,0,25,0,0,0,43,1003823400
12,0,0,0,29,0,0,0,49,1083453700
19,0,0,0,46,0,0,0,66,1328262900
20,0,0,0,54,0,0,0,76,1395398300
23,0,0,0,64,0,0,0,84,1473528000
25,0,0,0,77,0,0,0,98,1733085500
25,0,0,0,77,0,0,0,98,1798684700
27,0,0,0,88,0,0,0,119,1912405200
30,0,0,0,96,0,0,0,125,1986794000
32,0,0,0,107,0,0,0,154,2078581200
32,0,0,0,107,0,0,0,154,2191797800
36,0,0,0,127,0,0,0,171,2343823300
36,0,0,0,127,0,0,0,171,2409241500
41,0,0,0,160,0,0,0,184,2484015500
41,0,0,0,160,0,0,0,184,2577866200
41,0,0,0,160,0,0,0,184,2696335900
42,0,0,0,169,0,0,0,206,2846137500
42,0,0,0,169,0,0,0,206,2910783700
49,0,0,0,199,0,0,0,225,2972089700
51,0,0,0,205,0,0,0,273,3235187000
51,0,0,0,205,0,0,0,273,3288774100
62,0,0,0,247,0,0,0,319,3555033600
63,0,0,0,261,0,0,0,328,3724115300
63,0,0,0,261,0,0,0,328,3814664700
70,0,0,0,301,0,0,0,367,4234399100
70,0,0,0,301,0,0,0,367,4452929000
77,0,0,0,322,0,0,0,424,5175571200
82,0,0,0,358,0,0,0,503,5744844100
91,0,0,0,470,0,0,0,539,5914553000
91,0,0,0,470,0,0,0,539,6033696100
91,0,0,0,471,0,0,0,542,6137229500
91,0,0,0,471,0,0,0,542,6306496000
91,0,0,0,471,0,0,0,542,6326855300
91,0,0,0,471,0,0,0,542,6423096900
92,0,0,0,528,0,0,0,587,6588775700
92,0,0,0,528,0,0,0,587,6597069100
94,0,0,0,565,0,0,0,608,6817593800
94,0,0,0,565,0,0,0,608,6876714100
94,0,0,0,565,0,0,0,610,6990424900
94,0,0,0,598,0,0,0,627,7080169600
94,0,0,0,602,0,0,0,649,7235925900
95,0,0,0,628,0,0,0,696,7723606400
95,0,0,0,670,0,0,0,727,7948746100
95,0,0,0,680,0,0,0,729,8249535800
95,0,0,0,680,0,0,0,729,8379886000
95,0,0,0,709,0,0,0,764,8607588200
95,0,0,0,771,0,0,0,817,8915162500
95,0,0,0,771,0,0,0,817,9001808000
95,0,0,0,771,0,0,0,817,9179242800
95,0,0,0,772,0,0,0,817,9280220300
95,0,0,0,772,0,0,0,817,9413348900
95,0,0,0,772,0,0,0,817,9552443400
95,0,0,0,772,0,0,0,820,9696973400
96,0,0,0,826,0,0,0,870,10064929300
96,0,0,0,827,0,0,0,870,10073256000
96,0,0,0,827,0,0,0,881,10211497100
96,0,0,0,877,0,0,0,937,10675933500
96,0,0,0,877,0,0,0,937,10748802600
96,0,0,0,877,0,0,0,937,10800992500
96,0,0,0,878,0,0,0,937,10977764600
96,0,0,0,950,0,0,0,989,11324461600
96,0,0,0,951,0,0,0,994,11479221100
97,0,0,0,965,0,0,0,1015,11691928200
97,0,0,0,988,0,0,0,1064,12105879300
97,0,0,0,989,0,0,0,1064,12403958400
97,0,0,0,1097,0,0,0,1144,13104176400
97,0,0,0,1097,0,0,0,1144,13215509800
97,0,0,0,1098,0,0,0,1144,13319011200
97,0,0,0,1098,0,0,0,1155,13371506700
97,0,0,0,1098,0,0,0,1155,13605462900
97,0,0,0,1099,0,0,0,1155,13707060700
97,0,0,0,1099,0,0,0,1180,13803472800
97,0,0,0,1147,0,0,0,1198,14106059800
97,0,0,0,1164,0,0,0,1224,14143467300
97,0,0,0,1178,0,0,0,1253,14698749000
97,0,0,0,1178,0,0,0,1253,14703412200
97,0,0,0,1178,0,0,0,1253,14932567500
97,0,0,0,1252,0,0,0,1322,15373497600
97,0,0,0,1252,0,0,0,1322,15381269500
97,0,0,0,1253,0,0,0,1322,15556930200
97,0,0,0,1253,0,0,0,1322,15573885900
97,0,0,0,1253,0,0,0,1322,15692573200
97,0,0,0,1253,0,0,0,1322,15790638100
97,0,0,0,1253,0,0,0,1322,15950968100
97,0,0,0,1253,0,0,0,1325,16041632800
97,0,0,0,1253,0,0,0,1325,16156318800
97,0,0,0,1253,0,0,0,1325,16267679100
97,0,0,0,1254,0,0,0,1325,16314524300
97,0,0,0,1254,0,0,0,1354,16589018400
98,0,0,0,1324,0,0,0,1428,16825173300
98,0,0,0,1354,0,0,0,1448,17173346900
98,0,0,0,1354,0,0,0,1448,17340474600
98,0,0,0,1354,0,0,0,1448,17379227500
98,0,0,0,1388,0,0,0,1526,17875010800
98,0,0,0,1401,0,0,0,1538,18560010100
98,0,0,0,1402,0,0,0,1577,18594255100
98,0,0,0,1412,0,0,0,1588,18801648600
98,0,0,0,1463,0,0,0,1614,18918725500
98,0,0,0,1482,0,0,0,1622,18999214600
98,0,0,0,1483,0,0,0,1622,19467961300
98,0,0,0,1551,0,0,0,1699,19919545000
98,0,0,0,1552,0,0,0,1704,19962058000
98,0,0,0,1552,0,0,0,1704,20007148300
98,0,0,0,1560,0,0,0,1726,20146646900
98,0,0,0,1680,0,0,0,1760,20322142500
98,0,0,0,1680,0,0,0,1760,20329714400
98,0,0,0,1700,0,0,0,1784,20806807000
98,0,0,0,1720,0,0,0,1826,21132603300
98,0,0,0,1720,0,0,0,1826,21134083000
98,0,0,0,1756,0,0,0,1876,21892477100
98,0,0,0,1870,0,0,0,1942,23245056800
98,0,0,0,1871,0,0,0,1992,23516821900
98,0,0,0,1939,0,0,0,2028,24062494400
98,0,0,0,1971,0,0,0,2049,24237496800
98,0,0,0,1988,0,0,0,2060,24397266100
98,0,0,0,2015,0,0,0,2090,24537938100
98,0,0,0,2015,0,0,0,2090,24585482200
98,0,0,0,2037,0,0,0,2111,25069556600
98,0,0,0,2037,0,0,0,2111,25129439000
98,0,0,0,2069,0,0,0,2138,25190830500
