Witness Weight,Time (ns)
0,272989100
2,1755362300
5,2061115900
9,2061304700
14,3760812700
20,7349303200
27,7632894100
35,8004169100
44,9627190700
54,9627564300
65,9628124900
77,9628356100
90,9628582600
104,9630291700
119,10553183000
135,10553392800
152,10553606500
170,10553828600
189,10554031400
209,10554577800
230,10554847200
252,10555063600
275,19668009900
299,19668156800
324,19668860000
350,19668985000
377,19673132100
405,19673257600
434,19673400100
464,19673529100
495,19673718600
527,19673835500
560,19673890100
594,19674028400
629,19689081500
665,19689262200
702,19689414100
740,21211144900
779,21211417600
819,21211616900
860,21211907400
902,21212098600
945,21212307100
989,21212497100
1034,21212682700
1080,21225526100
1127,21226245100
1175,21226483300
1224,21226587500
1274,21226857200
1325,23830328000
1377,25028455200
1430,27402790900
1484,27404739900
1539,27415415100
1595,27415582900
1652,27418542800
1710,27418712000
1769,27419142500
1829,27419468000
1890,27431896500
1952,27432380700
2015,27433663500
2079,28954906800
2144,28980072600
2210,30168708900
2277,30168891600
2345,31028724900
2414,31029865200
2484,31030886700
2555,31913973800
2627,32081943500
2700,32093881500
2774,32362418500
2849,32362857200
2925,32920548700
3002,32921018000
3080,32921254000
3159,32921602900
3239,32921784100
3320,32921997500
3402,32922198900
3485,32922400100
3569,32922842100
3654,32997291000
3740,34359301300
3827,34598629600
3915,34611689100
4004,38442702300
4094,38442935900
4185,38443112700
4277,38444204600
4370,38445804100
4464,38864098700
4559,38998258500
4655,38998739600
4752,38999760800
4850,39000659900
4949,39001247500
5049,40960816100
5150,40962157800
5252,40964124100
5355,41770969800
5459,43914772200
5564,43915141100
5670,43915349100
5777,48940538800
5885,52690500900
5994,52690828000
6104,52690978900
6215,52691431700
6327,52691746100
6440,54006233900
6554,54007081400
6669,54008013300
6785,54008442200
6902,54086028400
7020,55475332800
7139,55475748100
7259,55476198500
7380,56145352100
7502,56145849400
7625,56760066500
7749,57596635100
7874,57772341700
8000,57773501800
8127,57774032000
8255,58262571500
8384,61006703000
8514,61030954600
