Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383965700
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472061000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493706100
1,1,1,1,2,0,1,0,2,0,1,0,0,2,0,1,1,0,1,0,0,2,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,0,1,1,1,1,0,1,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,1652086000
5,6,5,4,4,5,6,6,6,5,5,4,4,5,4,5,4,4,4,4,4,5,6,7,5,5,5,5,5,5,6,4,4,5,6,5,4,4,3,6,6,5,6,4,4,5,4,5,5,5,6,5,4,5,5,6,5,4,4,6,6,3,5,5,4,4,5,5,5,5,5,5,5,5,4,4,6,4,4,5,4,5,4,4,6,5,5,5,4,5,5,5,6,4,4,6,6,4,5,5,1857627100
5,6,6,4,4,5,6,7,7,5,5,4,4,5,4,5,5,4,4,5,4,5,6,7,5,5,6,5,5,5,6,5,5,5,6,5,5,4,3,6,6,5,6,5,4,5,4,5,5,5,6,5,4,5,5,6,5,4,5,6,6,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,6,4,4,5,4,5,4,4,6,6,5,5,4,6,5,5,6,4,4,6,6,5,5,5,1871808800
10,7,10,8,8,9,10,10,10,10,9,9,10,10,9,8,8,9,11,9,10,11,9,10,10,8,10,11,10,10,11,10,11,9,8,10,10,9,10,10,9,8,9,9,9,10,10,10,8,8,10,8,8,11,8,10,8,10,9,7,10,9,8,9,9,9,10,7,10,8,8,10,9,10,10,10,9,10,8,8,7,9,9,9,10,11,9,10,9,11,9,10,9,9,10,10,10,10,8,10,2058706900
10,10,11,11,9,12,11,11,10,10,11,11,11,11,10,11,10,10,12,9,11,12,10,10,12,11,10,12,11,12,11,11,11,9,10,12,11,11,10,10,11,11,10,10,11,10,11,11,10,11,10,10,12,11,10,10,9,10,9,9,11,11,10,10,9,11,11,10,12,10,12,12,10,12,11,10,12,11,11,9,9,11,10,11,11,11,10,12,12,11,10,10,11,10,10,11,12,11,10,11,2130736400
13,13,13,13,12,12,13,14,13,13,12,13,13,13,13,14,13,13,13,12,14,15,15,14,13,14,13,13,12,13,13,12,13,13,13,14,13,15,12,12,13,12,13,13,11,14,13,12,13,12,12,12,12,13,11,12,12,12,13,11,14,14,13,13,13,14,15,12,13,12,12,12,12,13,14,13,13,13,13,13,14,14,13,12,12,12,11,14,13,13,11,12,14,11,13,14,13,12,12,13,2277617700
18,17,17,18,17,15,18,18,15,15,19,19,17,18,18,17,19,17,18,17,17,19,16,17,16,17,17,18,18,17,17,15,17,17,17,19,18,17,18,19,19,19,17,18,18,17,16,17,15,18,15,17,17,17,19,17,17,17,17,16,19,18,17,18,19,18,19,15,18,18,17,19,17,18,20,16,15,20,19,16,17,16,19,18,18,17,16,17,18,16,18,17,16,16,17,17,17,18,18,18,2482811700
24,22,20,21,23,21,23,23,23,24,24,22,19,22,23,24,23,22,23,23,22,24,22,22,22,24,21,22,23,19,23,23,23,21,22,26,21,24,23,21,22,23,22,22,23,23,22,24,24,22,21,24,23,22,23,23,23,23,20,22,24,23,20,23,22,20,24,22,21,23,25,25,20,22,23,20,22,20,23,23,19,23,24,24,24,23,23,23,24,24,22,24,24,23,22,25,22,24,25,23,2738289200
29,27,28,27,29,29,31,27,29,29,27,28,28,28,27,29,28,22,26,27,28,30,30,29,27,27,30,28,28,29,30,29,28,30,30,29,31,25,29,29,25,27,30,26,27,27,30,26,30,28,27,26,29,27,27,24,28,29,23,26,29,29,29,30,30,28,26,25,27,26,30,25,26,27,27,26,30,28,25,30,27,30,29,28,28,28,30,25,28,30,27,29,30,28,29,26,29,28,28,29,3138866400
29,33,34,30,30,31,31,30,31,33,30,31,32,33,32,30,32,30,32,32,30,30,30,33,27,34,30,32,31,29,30,31,31,30,30,30,31,31,31,32,30,34,30,31,34,32,30,31,34,33,33,30,31,31,27,33,32,31,31,30,32,31,30,30,33,31,31,34,28,27,32,33,33,32,33,26,30,32,31,30,30,30,33,32,30,30,31,34,28,33,30,31,32,31,31,34,33,32,34,30,3410335100
33,40,39,32,38,32,33,37,33,33,31,40,32,33,39,33,38,33,39,38,34,40,37,37,31,37,38,37,37,38,37,33,36,35,36,34,38,35,41,38,38,34,32,37,34,33,35,31,34,39,36,35,37,35,40,39,33,33,32,37,32,40,36,37,42,33,32,35,38,38,36,34,36,36,33,33,38,33,34,35,31,38,33,37,39,34,37,35,39,33,36,39,34,37,37,38,33,33,35,39,3767806800
33,42,43,32,41,32,33,40,33,33,31,44,32,33,43,37,42,35,43,41,34,42,41,42,32,37,38,40,39,42,41,34,37,35,41,34,41,41,42,42,44,34,32,44,34,33,40,43,35,39,42,38,38,35,40,42,34,42,32,44,32,41,37,42,42,34,32,36,39,38,38,34,42,36,33,37,43,33,34,38,31,38,33,37,39,34,42,42,45,33,40,41,38,40,41,40,33,33,35,45,3926960800
58,52,53,58,61,53,60,57,60,60,42,44,54,57,48,60,58,57,60,47,58,62,54,62,42,61,59,54,39,62,62,60,58,62,55,59,54,44,60,57,60,53,69,60,40,54,63,59,60,54,52,60,55,45,59,60,48,49,59,60,39,60,56,64,45,37,59,44,55,53,46,60,44,61,50,51,60,61,64,56,59,60,42,57,46,54,51,54,63,39,59,58,67,58,54,56,52,65,40,62,5585397900
67,65,64,58,61,54,60,72,61,60,42,44,54,67,48,60,69,57,62,53,58,69,63,63,42,64,66,68,39,69,62,72,68,67,61,69,58,44,68,69,63,53,69,67,63,68,63,59,60,62,59,63,66,60,59,64,48,49,59,69,65,60,56,64,45,37,59,44,61,63,46,63,44,67,67,51,65,77,67,56,59,60,68,57,46,63,56,57,63,53,66,68,71,58,57,66,73,68,40,68,5881203900
69,71,64,58,61,54,60,72,61,60,48,44,55,67,48,60,69,59,62,53,58,69,71,63,42,73,66,69,39,69,62,72,68,71,61,69,58,44,68,69,70,53,69,68,63,68,63,59,60,62,59,74,66,61,59,64,49,50,59,69,65,60,56,75,45,37,59,57,61,63,47,64,47,67,67,52,70,80,67,57,59,60,68,57,46,64,56,57,63,53,66,68,76,73,65,67,74,69,55,76,5973415500
69,73,84,58,61,54,86,74,62,60,83,53,80,67,56,61,70,82,80,73,66,77,72,64,42,73,79,70,39,74,63,80,68,71,62,80,59,44,79,69,83,53,75,71,66,82,63,59,60,62,75,74,80,61,60,64,51,60,60,74,67,60,57,79,45,38,60,72,73,75,47,81,47,67,67,52,70,81,67,76,60,61,86,61,81,70,66,58,77,56,82,68,76,75,65,67,74,76,74,83,6408223100
86,73,88,58,61,54,86,74,62,60,83,53,85,67,87,61,70,85,80,73,66,77,86,68,78,73,79,70,82,74,63,80,68,83,62,81,59,87,79,69,83,53,75,71,66,82,63,59,60,62,75,81,80,61,60,64,82,86,60,74,67,60,57,79,89,62,60,84,87,75,54,81,54,67,67,87,70,85,70,77,60,61,88,61,81,70,66,58,77,56,82,68,89,75,65,67,74,84,74,84,6707707600
86,73,89,58,61,54,86,74,62,60,83,53,85,67,87,86,70,85,80,73,66,77,86,70,78,89,79,70,88,74,63,80,68,83,62,86,59,87,79,69,83,53,75,71,66,82,90,81,80,62,75,82,80,61,60,64,88,86,60,74,67,69,57,79,89,80,60,86,87,75,60,81,59,87,90,88,85,85,88,83,65,61,89,61,81,70,66,58,77,56,82,68,89,75,80,67,74,89,74,89,6975307100
90,73,90,69,84,54,87,91,62,60,89,53,85,68,88,86,70,85,80,82,66,78,88,90,84,90,85,70,88,74,88,81,69,90,63,90,76,89,80,69,83,54,75,72,66,83,91,82,84,62,84,90,80,79,82,65,89,90,60,87,67,69,67,79,89,89,61,86,88,75,84,89,68,88,90,89,88,85,88,86,78,61,90,61,82,70,66,71,87,56,85,76,90,75,90,67,74,90,75,90,7587226600
90,82,90,75,84,62,89,91,86,62,89,66,91,78,89,88,80,85,89,90,77,90,89,90,88,90,91,80,90,90,91,82,90,90,67,90,89,89,80,71,91,72,90,91,83,89,91,85,86,90,84,90,81,81,85,65,91,90,60,90,85,69,84,81,90,90,61,86,88,78,85,90,78,89,90,90,90,90,89,90,83,65,90,61,88,73,72,78,90,66,87,82,90,78,90,86,76,90,78,91,8279819300
90,82,90,75,90,69,89,91,86,62,89,80,91,78,91,88,81,85,89,91,87,90,91,90,88,90,91,80,90,91,91,82,90,91,67,90,90,89,85,71,91,73,90,91,90,91,91,85,86,90,84,90,81,81,87,74,91,90,69,91,85,70,84,81,90,90,61,86,88,90,85,90,83,90,90,90,90,90,90,90,84,66,90,76,90,74,72,78,90,66,87,82,91,79,90,86,76,90,78,91,8600121500
