Witness Weight,Time (ns)
0,742861000
2,3321982400
5,3329249000
8,5937489500
12,5940753100
17,9239803100
20,13634396200
23,13637610600
27,13639100300
30,13639298500
34,13640975900
38,14435825200
42,16211910100
48,17791426800
55,17792430900
58,17792705400
62,17809451200
70,17971810900
75,18146663200
79,19958336600
84,23362562100
89,23363302400
94,23363450100
100,23364335700
105,23366564700
111,23367212700
118,23842202700
127,24205878000
137,24206092400
148,40515491800
154,40516592100
161,49495320600
168,49502033200
173,51371847200
181,51372745700
190,57265051100
198,57267042100
