Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632043900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645872200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714786900
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816089200
1,1,1,2,1,1,0,2,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,915029800
3,3,3,3,3,5,4,4,6,3,3,1,3,2,3,3,2,2,2,3,4,3,3,2,4,3,2,3,3,5,2,2,2,2,1,5,3,4,3,3,3,2,4,3,3,3,3,3,2,3,5,2,2,3,3,3,3,4,4,3,3,3,2,4,3,3,4,2,3,3,4,0,2,5,4,3,3,2,2,3,3,4,3,4,3,1,3,3,3,3,3,3,1,3,3,2,3,4,4,4,1080558200
4,5,4,4,6,6,6,4,6,6,5,5,5,4,4,3,2,5,5,4,5,3,4,4,4,4,3,3,3,5,3,3,3,3,4,6,5,5,4,5,5,3,5,5,4,6,4,3,4,5,6,5,3,4,4,5,4,5,4,3,3,3,6,5,3,4,4,2,4,3,5,4,5,5,5,4,4,3,4,6,7,4,5,5,4,3,4,5,3,5,4,5,5,4,3,5,4,4,5,5,1150738800
6,7,7,6,7,7,7,7,8,6,6,7,8,6,6,6,8,6,6,7,5,7,6,7,7,6,7,7,6,5,5,4,7,6,7,7,6,7,7,6,6,6,6,6,7,6,6,7,6,6,6,7,7,8,7,6,6,7,6,6,7,5,7,7,8,7,7,8,6,6,5,6,6,6,7,7,8,7,5,6,8,6,7,7,7,6,6,7,7,6,8,7,7,5,6,6,5,7,6,7,1294466700
9,8,9,7,7,8,8,8,8,8,8,7,9,8,8,7,8,8,8,9,7,8,7,8,7,7,8,9,8,7,7,7,8,7,8,7,6,8,8,8,7,9,8,8,8,8,7,8,6,7,7,8,7,9,8,9,8,9,8,7,8,7,8,9,8,7,8,9,7,7,9,8,7,8,8,7,9,7,8,9,8,9,7,8,8,8,8,7,9,8,9,8,9,7,8,7,6,8,7,8,1351211700
12,8,9,9,8,12,11,11,10,10,9,8,11,9,12,13,10,9,9,10,9,10,8,9,10,10,10,11,10,9,11,8,9,8,12,9,9,10,8,11,10,9,9,9,11,10,10,9,8,9,10,10,8,9,12,10,11,9,10,9,10,9,8,10,10,10,9,10,10,9,13,9,10,10,10,9,9,10,10,12,11,10,10,10,11,12,11,11,11,12,11,8,11,9,10,10,11,11,11,8,1493596800
14,11,9,10,8,13,11,12,13,11,10,13,12,11,13,14,11,9,10,12,9,12,8,9,11,12,11,11,11,9,12,10,10,11,12,9,9,10,11,12,11,10,12,11,12,13,11,9,8,9,10,10,13,10,13,11,12,13,11,9,10,11,8,14,11,11,13,10,13,10,13,10,11,12,10,12,9,11,13,13,12,11,10,10,13,12,12,11,11,12,11,14,11,9,13,10,11,11,11,10,1515519400
18,17,17,15,18,14,18,16,19,17,14,18,17,18,18,18,18,18,19,18,16,18,17,18,17,19,13,18,13,17,17,13,19,18,16,19,19,14,18,16,17,17,18,16,14,16,19,17,19,14,18,14,15,19,16,18,15,19,15,19,17,15,16,16,18,17,18,16,19,18,18,17,19,19,16,17,17,18,19,18,15,18,17,18,19,15,18,16,13,18,18,19,16,16,17,17,18,17,16,18,1865100000
18,18,17,16,18,15,18,16,19,17,14,19,18,20,18,18,18,19,19,19,18,19,18,18,18,19,13,20,13,17,17,14,19,18,16,19,19,14,18,16,19,18,20,16,15,16,20,20,19,20,20,14,15,19,20,19,21,19,15,19,18,19,17,16,19,18,19,17,19,18,19,18,19,19,16,19,18,18,19,19,15,18,17,18,19,15,18,17,14,19,18,19,16,16,19,19,18,19,16,18,2012590900
18,18,19,16,19,15,18,16,19,19,14,19,18,20,20,20,18,19,19,19,18,19,18,21,18,20,13,20,13,20,19,14,19,18,16,20,19,14,20,16,19,18,20,19,15,16,21,20,20,20,20,14,15,19,20,19,21,19,15,19,18,19,20,16,19,18,21,20,20,18,19,18,19,19,16,20,19,18,19,19,15,18,19,18,20,15,20,17,14,19,18,19,16,16,19,20,20,19,16,18,2060525100
19,18,20,16,22,21,18,17,19,19,19,19,18,21,21,20,18,19,19,19,19,19,21,21,18,21,13,20,13,23,19,15,19,18,17,20,19,14,20,21,19,18,21,19,19,16,21,20,21,20,20,14,15,19,20,19,21,20,15,19,18,19,20,16,21,19,21,20,20,19,19,21,19,19,16,20,19,19,20,19,15,20,19,18,20,15,20,17,14,20,20,19,16,16,20,21,20,19,17,19,2159609200
21,22,20,19,23,21,22,25,19,22,19,22,23,21,21,20,20,21,22,22,22,19,21,21,23,21,13,22,24,23,20,16,20,18,17,20,23,18,23,21,21,23,21,19,23,19,21,20,21,22,20,22,22,19,20,19,21,21,22,19,18,22,22,22,21,20,21,20,23,23,22,21,21,22,16,23,22,21,22,22,23,20,22,19,20,21,20,17,17,20,21,22,21,23,20,21,23,19,19,22,2379957800
23,22,26,24,23,24,24,25,26,25,19,23,25,24,24,24,20,25,25,23,26,25,24,23,25,22,19,24,24,25,20,20,25,28,17,24,25,24,23,24,24,24,21,19,23,24,21,20,23,24,20,28,22,22,20,19,24,24,23,26,24,22,22,24,21,24,21,22,24,24,26,21,25,22,23,25,23,21,22,22,25,24,26,19,24,21,20,17,23,23,27,22,21,26,21,27,23,22,22,22,2528603400
23,22,26,24,23,24,25,26,26,26,20,23,26,24,24,24,24,26,25,23,26,26,24,23,26,22,23,24,24,25,20,21,25,28,17,25,25,24,23,24,24,24,21,22,23,25,21,20,23,25,27,28,22,22,20,19,24,24,23,26,24,22,22,24,21,24,21,22,24,24,26,22,25,24,23,26,23,22,22,22,25,25,26,20,25,21,20,17,23,23,27,27,21,26,21,27,23,22,22,23,2589346500
29,28,40,33,33,35,26,33,39,28,20,39,31,39,30,33,40,29,32,31,32,32,31,34,34,40,32,24,25,28,20,37,25,28,33,37,38,32,23,32,33,24,30,31,32,31,32,34,41,36,27,29,22,31,38,32,34,33,30,34,30,28,22,44,33,24,36,28,24,44,30,38,38,43,30,30,41,34,35,34,40,27,33,41,28,26,21,19,34,30,36,32,31,28,33,28,23,36,35,43,3190923600
29,28,40,33,33,35,32,33,39,28,21,39,31,41,30,33,40,29,32,31,32,32,31,34,34,40,32,47,43,28,41,37,26,28,33,37,38,32,23,32,33,40,30,31,32,31,32,34,41,36,29,29,22,31,38,32,34,33,30,34,30,28,22,44,33,24,36,28,44,44,30,38,38,43,30,30,46,34,35,34,40,27,33,41,28,26,21,19,34,30,36,32,31,28,34,28,30,36,35,43,3260050800
29,28,40,47,33,45,49,33,39,28,21,48,31,44,30,33,40,29,32,31,32,32,31,34,34,40,32,47,43,28,44,37,46,28,33,37,38,36,36,32,44,43,30,31,32,31,32,46,43,36,40,29,22,31,38,32,34,33,36,34,30,28,22,44,33,24,36,28,44,45,30,38,38,45,30,30,46,34,35,34,40,27,33,41,28,26,21,19,34,30,36,34,31,28,43,28,45,36,35,43,3371036400
29,28,40,48,33,47,49,33,39,28,21,48,48,46,30,33,40,29,36,32,32,32,31,34,34,40,32,47,43,28,45,37,48,29,33,37,44,36,50,32,44,48,30,31,32,31,32,50,45,36,40,29,22,31,38,32,34,49,40,34,30,28,22,44,33,24,36,28,44,45,30,38,38,45,30,30,46,34,35,49,40,27,33,41,28,26,21,19,34,30,36,52,38,28,46,28,49,36,46,43,3457569200
29,28,40,48,43,53,51,33,39,28,21,50,53,46,52,33,40,55,55,55,32,32,51,34,34,40,32,49,43,47,54,50,53,29,33,37,44,36,50,32,53,51,30,31,56,31,32,52,51,36,49,29,22,47,38,45,34,51,51,52,30,28,22,44,33,24,54,28,53,52,30,38,41,57,55,30,55,34,35,56,40,27,33,41,28,41,21,19,34,31,36,55,52,52,53,28,52,36,52,43,3720288700
29,28,40,56,49,57,58,34,39,42,21,52,58,46,52,33,42,57,57,57,32,54,52,34,34,40,58,56,52,47,54,50,56,29,33,37,51,36,56,32,56,57,30,31,57,31,32,55,51,36,55,29,41,59,38,47,52,57,58,53,30,28,22,44,49,33,55,51,58,54,35,38,57,57,55,30,56,34,35,56,40,29,41,41,28,52,21,19,46,53,53,55,57,52,55,49,58,36,56,43,3907139300
29,28,53,56,49,57,59,34,39,42,50,53,58,49,52,33,55,58,60,57,32,54,55,45,37,40,59,56,52,47,54,50,59,46,43,38,54,36,56,33,61,57,44,53,57,31,32,55,51,56,57,31,41,59,38,47,52,57,58,53,36,28,37,44,49,33,57,51,59,54,35,38,57,57,60,38,57,55,35,56,40,29,41,41,28,52,25,19,61,53,53,60,57,52,55,57,58,36,57,43,4052615000
29,28,53,56,50,57,59,44,39,59,50,53,58,58,55,38,55,58,60,57,32,54,55,45,37,40,59,56,52,56,54,51,59,46,43,46,54,36,56,33,61,57,44,53,57,31,32,55,52,60,57,31,54,59,38,59,52,57,58,54,36,28,37,44,52,33,57,57,59,54,39,45,57,59,60,38,57,55,35,56,40,29,41,48,28,58,25,25,61,53,53,60,57,52,55,57,58,36,58,44,4110512400
29,28,53,56,50,57,59,44,39,59,53,53,58,58,55,57,55,58,60,57,32,54,55,45,37,40,59,56,52,56,54,51,59,46,43,46,54,36,56,33,61,57,44,53,57,31,32,55,52,60,57,31,54,59,38,59,52,57,58,54,36,28,37,44,52,33,57,57,59,54,39,45,60,59,60,46,57,55,35,61,40,29,41,48,28,58,25,25,61,53,53,60,57,52,55,57,58,36,58,44,4154872000
31,29,53,56,50,57,60,44,40,60,59,61,58,58,56,60,56,58,60,57,32,54,56,62,59,50,59,56,52,61,54,63,59,46,44,57,55,37,56,59,62,57,60,57,57,31,32,55,61,60,57,46,55,59,39,62,52,57,59,60,63,28,63,44,52,33,61,58,59,55,39,45,60,59,62,59,62,61,35,63,40,29,41,48,28,58,26,26,61,54,54,60,57,52,55,57,58,50,61,45,4484339200
