Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685807897,680574200,0,1,26,952894800
4,1685807897,663065000,1,2,33,1099762400
15,1685807898,645506700,4,3,41,1406240400
2,1685807897,1058646100,0,4,41,1406351900
24,1685807898,902259300,15,5,59,1854694700
25,1685807898,902029700,24,6,59,1854714000
26,1685807898,902277900,25,7,60,1855070900
33,1685807898,1001621500,26,8,73,2101115800
16,1685807898,1340122900,4,9,73,2101280000
6,1685807897,1597924200,2,10,73,2101707100
41,1685807898,695722900,33,11,74,2101876200
22,1685807898,1222708000,16,12,82,2165359000
59,1685807899,331062800,41,13,85,2185668600
60,1685807899,371559700,59,14,89,2226546900
72,1685807899,963552300,60,15,132,3064532900
73,1685807899,963839800,72,16,133,3064877700
74,1685807899,963180200,73,17,134,3064975000
85,1685807899,880009200,74,18,135,3065663700
89,1685807899,839517600,85,19,136,3065932900
132,1685807900,1649300,89,20,137,3066059600
133,1685807900,1670700,132,21,138,3066468600
134,1685807900,1665000,133,22,139,3066560100
135,1685807900,12635000,134,23,140,3078220300
136,1685807900,12548200,135,24,141,3078394600
137,1685807900,72634100,136,25,147,3138590500
138,1685807900,187216300,137,26,154,3253612200
139,1685807900,294560000,138,27,161,3361053900
140,1685807900,474443900,139,28,171,3541298900
5,1685807897,3370344600,1,29,191,3846351600
17,1685807898,3056489100,6,30,191,3846485800
19,1685807898,2955125300,17,31,191,3846612900
43,1685807898,2412130200,19,32,191,3846716600
12,1685807898,3242189400,5,33,191,3847068600
47,1685807898,2338257500,43,34,191,3847184100
13,1685807898,3200377900,2,35,191,3847388100
3,1685807897,3433355800,0,36,191,3847671400
8,1685807897,3292209700,3,37,191,3847763000
27,1685807898,2893349700,12,38,191,3847856500
141,1685807900,780604200,140,39,193,3858900900
147,1685807900,720459000,141,40,194,3859033900
154,1685807900,729648900,147,41,201,3983092200
10,1685807898,3596811000,8,42,210,4186964100
31,1685807898,3106832600,10,43,210,4187157000
37,1685807898,4677476700,31,44,317,5928154700
21,1685807898,7363842100,4,45,483,8304162700
118,1685807900,8235629400,37,46,699,10968029000
124,1685807900,8089012600,118,47,699,10968218100
34,1685807898,9819738200,16,48,699,10968806900
80,1685807899,8805691300,47,49,699,10969363300
50,1685807898,9430488700,22,50,699,10969544500
28,1685807898,9986365600,6,51,699,10969882100
81,1685807899,8806612400,80,52,699,10970471500
161,1685807900,7609820100,154,53,700,10970690700
171,1685807900,7429822200,161,54,701,10970978400
193,1685807901,7112313300,171,55,702,10971132600
194,1685807901,7112412500,193,56,703,10971348600
201,1685807901,6988798300,194,57,704,10971802500
700,1685807908,1530700,201,58,705,10972047800
701,1685807908,172819800,700,59,713,11143658000
702,1685807908,172656400,701,60,714,11143767300
703,1685807908,172698900,702,61,715,11144018800
704,1685807908,172569600,703,62,716,11144167100
39,1685807898,9827028200,22,63,716,11144878800
57,1685807899,9320816200,39,64,716,11146227100
40,1685807898,9823070600,33,65,716,11146735800
125,1685807900,8265884500,124,66,716,11147070700
42,1685807898,9727345900,34,67,716,11147803400
52,1685807899,9475261900,27,68,716,11149088400
29,1685807898,10125642000,4,69,716,11150580200
