Number of Requested Messages,ns since start
0,108198200
0,190636900
0,288948200
0,452351000
0,559632900
0,654243000
0,695564000
0,843370900
0,980034200
0,1056184400
0,1145606400
0,1432533100
0,1762479100
0,1933276100
0,2558022800
0,3183023100
0,3607132200
0,3794590800
0,3843903600
0,4380671700
0,4912711400
0,4983395900
0,5139236800
0,5273821200
0,5433674200
0,5523721300
0,5995423900
0,6097748700
0,6216268800
0,6329494000
0,6476842800
0,6676594600
0,6970261600
0,7520721700
0,7782232300
0,10123219300
0,10240280900
0,10285018800
0,11481056600
0,11694348100
0,12433285300
0,12791470700
0,12792951800
0,13520585600
0,13698270800
0,14115737300
0,14295615500
0,14317894100
0,14473180000
0,14537975600
0,14732109400
0,14759125500
0,14968913000
0,15014144400
0,15259380300
0,15391475100
0,15499585100
0,15681023700
0,15729859400
0,15865640900
0,15926844100
0,16351480800
0,16361723800
0,16514464700
0,16638908000
0,17061314700
0,17391990700
0,17440453100
0,17512952600
0,17712333000
0,17923133200
0,18080133100
0,18310283000
0,18336802600
0,18536066100
0,20024432600
0,20063954300
0,20099476100
0,20669216700
0,20710974000
0,20805049400
0,21689448900
0,21706756500
0,22020336000
0,22520193200
0,22599616300
0,22816359300
0,23179467900
0,23186106600
0,23205358500
0,23680805000
0,23687157400
0,23701159500
0,23931585300
0,24111352100
0,24290161200
0,24394180100
0,24404969000
0,25034968800
0,25154660500
0,25451110800
0,26378562600
0,26389550700
0,26728489000
0,26732652600
0,27658894700
0,27680890900
0,27694599700
0,27811417100
0,27984931400
0,28013310600
0,28184860000
0,28249117900
0,28341006800
0,28568007200
0,29154775600
0,29527938300
0,29540363100
0,29645372100
0,29772360900
0,30367220500
0,30444480200
0,30502184000
0,30732653500
0,30738652800
0,30822365000
0,31052227000
0,31071928200
0,31172574700
0,31417876700
0,32052404100
0,32188530700
0,32336663200
0,33271822500
0,33825084300
0,34984576900
0,35411154800
0,35462978500
0,35754742800
0,35852980700
0,36677642400
0,37551872800
0,37595191600
0,37646310300
0,37799356600
0,37821065100
0,38002580800
0,38317058600
0,38324238500
0,38606620300
0,38843484200
0,39081604100
0,39193752300
0,39199849500
0,39328323600
0,39953562200
0,40227617200
0,40281103400
0,40291068500
0,40411956500
0,40492551000
0,40708902900
0,40762255800
0,40857323700
0,40901989100
0,41190492800
0,41195989400
0,41387335900
0,41599698600
0,41718622400
0,42481430600
0,42489517800
0,42985582300
0,42992007400
0,44030072500
0,44033967000
0,44104105900
0,44193040000
0,44300928700
0,44396206300
0,44607907500
0,44621456700
0,44704915000
0,44983701400
0,45962813300
0,46943213200
0,46949900900
0,47192987000
0,48088693600
0,48093220100
0,48255612000
0,48691924100
0,48698355800
0,48845513000
0,48952143100
0,49120801900
0,49771339100
0,50269403600
0,50343824600
0,50441197200
0,50549349700
0,50595215700
0,50905864100
0,51971736400
0,52499948400
0,52504366000
0,52620632800
0,52791744900
0,52897761000
0,53018456200
0,53243033600
0,53414074900
0,53416986700
0,53592264100
0,53690487700
0,53708671600
0,53854863400
0,55228350100
0,56558717600
0,56623679000
0,56700495200
0,56898189900
0,57101808000
0,57911259500
0,58358552400
0,58366965100
0,58566934100
0,59400946700
0,59429414100
0,59547500900
0,59670549700
0,59761531800
0,60651161200
0,62046451000
