Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685360159,527741000,14,1,19,740341100
3,1685360159,414077900,14,2,20,754262900
1,1685360159,541677100,20,3,20,754266900
8,1685360159,426921500,14,4,29,868648900
3,1685360159,528470400,20,5,29,868653300
1,1685360159,656067400,27,6,29,868656900
12,1685360159,461133100,14,7,36,971849700
8,1685360159,530129100,20,8,36,971855400
3,1685360159,631676000,27,9,36,971858700
1,1685360159,759271000,35,10,36,971860200
1,1685360159,776257400,44,11,36,988864700
1,1685360159,842971000,47,12,40,1055568600
19,1685360159,315437400,14,13,41,1055641600
12,1685360159,544932600,20,14,41,1055645500
8,1685360159,613921700,27,15,41,1055647600
3,1685360159,715466400,35,16,41,1055649300
1,1685360159,843062900,50,17,41,1055652500
8,1685360159,631088600,35,18,41,1072817000
3,1685360159,732640000,44,19,41,1072823100
1,1685360159,860235900,60,20,41,1072825200
12,1685360159,573781400,27,21,42,1084496300
8,1685360159,642774000,38,22,42,1084500100
3,1685360159,744318900,48,23,42,1084501500
1,1685360159,871913700,65,24,42,1084503000
1,1685360159,1243699200,71,25,63,1456290900
2,1685360159,1173309500,12,26,63,1456383100
2,1685360159,1173401700,16,27,63,1456474400
2,1685360159,1173489100,21,28,63,1456561500
12,1685360159,945943200,30,29,63,1456656200
8,1685360159,1014932500,42,30,63,1456658600
3,1685360159,1116477400,53,31,63,1456660100
1,1685360159,1244073200,75,32,63,1456662400
4,1685360159,1111248400,14,33,63,1456758600
5,1685360159,1085077400,14,34,63,1456822300
4,1685360159,1111314700,20,35,63,1456824400
20,1685360159,702992900,14,36,64,1456921200
19,1685360159,716719700,20,37,64,1456924000
12,1685360159,946213900,33,38,64,1456926800
8,1685360159,1015202900,46,39,64,1456928900
3,1685360159,1116749900,58,40,64,1456933200
1,1685360159,1244345900,81,41,64,1456935200
6,1685360159,1065505000,12,42,64,1456944100
2,1685360159,1173874700,25,43,64,1456946900
12,1685360159,946367300,41,44,64,1457080300
8,1685360159,1015355900,55,45,64,1457081800
3,1685360159,1116900600,68,46,64,1457083400
1,1685360159,1244495600,92,47,64,1457085200
29,1685360159,588651500,14,48,65,1457162200
20,1685360159,703236100,20,49,65,1457164200
19,1685360159,716962700,27,50,65,1457166200
12,1685360159,946455200,45,51,65,1457168100
8,1685360159,1015445800,60,52,65,1457172000
3,1685360159,1116991400,74,53,65,1457174300
1,1685360159,1244587200,99,54,65,1457176600
36,1685360160,485445300,14,55,65,1457186100
29,1685360159,588677400,20,56,65,1457187900
20,1685360159,703262200,27,57,65,1457190200
19,1685360159,716988800,35,58,65,1457192200
12,1685360159,946481700,54,59,65,1457194500
8,1685360159,1015470300,70,60,65,1457196300
3,1685360159,1117017000,85,61,65,1457199800
1,1685360159,1244612300,111,62,65,1457202200
41,1685360160,401862900,12,63,66,1457442800
36,1685360160,485704200,18,64,66,1457445200
29,1685360159,588936400,25,65,66,1457446800
20,1685360159,703520100,33,66,66,1457448000
19,1685360159,717245900,42,67,66,1457449200
12,1685360159,946738800,62,68,66,1457451500
8,1685360159,1015726800,79,69,66,1457452700
3,1685360159,1117272400,95,70,66,1457455100
1,1685360159,1244867100,122,71,66,1457456300
10,1685360159,989301100,13,72,66,1457465200
5,1685360159,1085721900,19,73,66,1457466700
4,1685360159,1111958500,26,74,66,1457468000
2,1685360159,1174546200,30,75,66,1457619500
12,1685360159,968961300,72,76,68,1479680500
8,1685360159,1037960700,90,77,68,1479686700
3,1685360159,1139507900,107,78,68,1479690800
1,1685360159,1267103300,135,79,68,1479693000
1,1685360159,1267783700,142,80,68,1480375000
14,1685360159,943593000,12,81,68,1480385000
10,1685360159,1012222900,18,82,68,1480387100
5,1685360159,1108644400,25,83,68,1480389300
4,1685360159,1134881800,33,84,68,1480391500
6,1685360159,1577947500,16,85,88,1969388400
2,1685360159,1686319700,35,86,88,1969391800
41,1685360160,913880800,17,87,89,1969460900
36,1685360160,997722100,24,88,89,1969462900
29,1685360159,1100957600,32,89,89,1969468400
20,1685360159,1215542700,41,90,89,1969470800
19,1685360159,1229270400,51,91,89,1969473900
12,1685360159,1458763100,76,92,89,1969475900
8,1685360159,1552775400,95,93,89,1994505900
3,1685360159,1654326000,113,94,89,1994509200
1,1685360159,1782005400,147,95,89,1994595800
1,1685360159,1782101500,161,96,89,1994691500
6,1685360159,1603320100,20,97,89,1994759600
2,1685360159,1711691700,40,98,89,1994764200
12,1685360159,1484062100,87,99,89,1994774900
8,1685360159,1553050700,107,100,89,1994776800
3,1685360159,1654595600,126,101,89,1994778500
1,1685360159,1782190700,165,102,89,1994780000
29,1685360159,1126408600,40,103,89,1994919600
20,1685360159,1240994000,50,104,89,1994922100
19,1685360159,1254720600,61,105,89,1994924100
12,1685360159,1484213200,90,106,89,1994926000
8,1685360159,1553201700,111,107,89,1994927600
3,1685360159,1654746500,131,108,89,1994929300
1,1685360159,1782341900,171,109,89,1994931200
36,1685360160,1023274400,31,110,89,1995015400
29,1685360159,1126507000,43,111,89,1995017500
20,1685360159,1241091100,54,112,89,1995019300
19,1685360159,1254817500,66,113,89,1995020900
12,1685360159,1484309600,96,114,89,1995022400
8,1685360159,1553298000,118,115,89,1995024000
3,1685360159,1654843000,139,116,89,1995026300
1,1685360159,1782439500,180,117,89,1995029200
20,1685360159,1241111500,59,118,89,1995039600
19,1685360159,1254837700,72,119,89,1995041200
12,1685360159,1484330000,103,120,89,1995042800
8,1685360159,1553318200,126,121,89,1995044200
3,1685360159,1654863000,148,122,89,1995047600
1,1685360159,1782460500,190,123,89,1995049800
6,1685360159,1603764700,25,124,89,1995204600
2,1685360159,1712135700,46,125,89,1995207900
29,1685360159,1126755500,47,126,89,1995266200
20,1685360159,1241340300,62,127,89,1995268500
19,1685360159,1255067200,76,128,89,1995270700
12,1685360159,1484560300,108,129,89,1995273300
8,1685360159,1553549300,132,130,89,1995275400
3,1685360159,1655094600,155,131,89,1995277600
1,1685360159,1782691400,198,132,89,1995280700
41,1685360160,939787000,23,133,89,1995367400
36,1685360160,1023629400,34,134,89,1995370700
29,1685360159,1126862000,51,135,89,1995372500
20,1685360159,1241446000,67,136,89,1995374100
19,1685360159,1255172200,82,137,89,1995375800
12,1685360159,1484665100,115,138,89,1995378100
8,1685360159,1553654200,140,139,89,1995380400
3,1685360159,1655201000,164,140,89,1995384000
1,1685360159,1782796800,208,141,89,1995386200
64,1685360160,538629600,14,142,90,1995461800
41,1685360160,939884500,26,143,90,1995464400
36,1685360160,1023725500,38,144,90,1995466500
29,1685360159,1126958000,56,145,90,1995468700
20,1685360159,1241545600,73,146,90,1995474100
19,1685360159,1255272700,89,147,90,1995476300
12,1685360159,1484765500,123,148,90,1995478400
8,1685360159,1553754400,149,149,90,1995480500
3,1685360159,1655299700,174,150,90,1995482600
1,1685360159,1782897100,219,151,90,1995486800
65,1685360160,538466900,14,152,91,1995559100
64,1685360160,538729700,20,153,91,1995561600
41,1685360160,939984000,33,154,91,1995563800
36,1685360160,1023824900,46,155,91,1995565800
29,1685360159,1127058500,65,156,91,1995569300
20,1685360159,1241642700,83,157,91,1995570800
19,1685360159,1255368800,100,158,91,1995572300
12,1685360159,1484861500,135,159,91,1995574500
8,1685360159,1553850400,162,160,91,1995576600
3,1685360159,1655397300,188,161,91,1995580300
1,1685360159,1782992900,234,162,91,1995582600
8,1685360159,1553914800,176,163,91,1995641200
3,1685360159,1655460800,203,164,91,1995643700
1,1685360159,1783056000,250,165,91,1995645500
12,1685360159,1484989400,148,166,91,1995702700
8,1685360159,1553978700,180,167,91,1995704900
3,1685360159,1655524000,208,168,91,1995707000
1,1685360159,1783119700,256,169,91,1995709300
12,1685360159,1485053100,151,170,91,1995766300
8,1685360159,1554042300,184,171,91,1995768500
3,1685360159,1655587600,213,172,91,1995770600
1,1685360159,1783183300,262,173,91,1995772800
36,1685360160,1024040100,55,174,91,1995781100
29,1685360159,1127272600,75,175,91,1995783200
20,1685360159,1241857100,94,176,91,1995785300
19,1685360159,1255583700,112,177,91,1995787400
12,1685360159,1485076500,155,178,91,1995789500
8,1685360159,1554065400,189,179,91,1995791500
3,1685360159,1655610500,219,180,91,1995793400
1,1685360159,1783207100,269,181,91,1995796700
6,1685360159,1605793300,30,182,91,1997233900
2,1685360159,1714165300,52,183,91,1997237600
25,1685360159,1181596900,14,184,91,1997302400
6,1685360159,1605865400,36,185,91,1997304700
2,1685360159,1714234600,59,186,91,1997306600
66,1685360160,540124700,14,187,92,1997497200
65,1685360160,540408300,20,188,92,1997500100
64,1685360160,540672000,27,189,92,1997504200
41,1685360160,941930000,41,190,92,1997509900
36,1685360160,1025783200,58,191,92,1997524500
29,1685360159,1129019300,79,192,92,1997530200
20,1685360159,1243606800,99,193,92,1997535100
19,1685360159,1257338900,118,194,92,1997542700
12,1685360159,1486832200,162,195,92,1997545100
8,1685360159,1555822900,197,196,92,1997549100
3,1685360159,1657368500,228,197,92,1997551400
1,1685360159,1784964300,279,198,92,1997553800
89,1685360161,28212500,14,199,93,1997614900
66,1685360160,540244600,20,200,93,1997616600
65,1685360160,540526600,27,201,93,1997618400
64,1685360160,540788500,35,202,93,1997620200
41,1685360160,942043000,50,203,93,1997624400
36,1685360160,1025885200,68,204,93,1997626100
29,1685360159,1129117300,90,205,93,1997628000
20,1685360159,1243701700,111,206,93,1997629900
19,1685360159,1257428100,131,207,93,1997631800
12,1685360159,1486921800,176,208,93,1997634600
8,1685360159,1555910600,212,209,93,1997636800
3,1685360159,1657455800,244,210,93,1997638700
1,1685360159,1785051200,296,211,93,1997640700
90,1685360161,2347500,14,212,94,1997747100
89,1685360161,28347400,20,213,94,1997750000
66,1685360160,540380100,27,214,94,1997752200
65,1685360160,540662300,35,215,94,1997754200
64,1685360160,540925400,44,216,94,1997757200
41,1685360160,942181400,60,217,94,1997761100
36,1685360160,1026022000,79,218,94,1997762800
29,1685360159,1129254400,102,219,94,1997765000
20,1685360159,1243838700,124,220,94,1997766700
19,1685360159,1257566400,145,221,94,1997770000
