Witness Weight,Time (ns)
0,150541700
2,355890700
5,408857600
9,475474800
14,476126100
20,476353200
27,516173000
35,725453000
44,3155767700
54,3156104600
65,3197036200
77,3197543900
90,3197985700
104,3608983600
119,4226475300
135,4226857100
152,4340446700
170,12573813000
189,12580623400
209,12583847900
230,12706264500
252,13310471500
262,15376229200
272,16000000900
295,16005819400
319,16009452300
344,16011843700
370,16150767200
397,16151935500
425,16153952600
454,17135777500
484,18477523900
515,21283237700
526,21290336400
558,22348945200
591,23180059500
610,23180349800
644,29997532500
679,30250397800
715,30497483100
752,31711141200
790,34792521700
829,36344092000
869,36350411600
910,37804283700
952,38955641800
995,40065563000
1039,40775731700
1084,42454756400
1130,42466812600
1177,42475103300
1225,43216785900
1274,44016005700
1324,44686200300
1375,44703795400
1427,44704519400
1480,46614689600
1534,49900600100
1589,51077292700
1645,51684590400
1702,51711598300
1760,54961514500
1819,54970600200
1879,56345118500
1940,56346717200
2002,57325999800
2065,62021746200
2129,63504425100
2194,64059024600
2260,64878356800
2327,67397586200
2347,67412035300
