Witness Weight,Time (ns)
0,4522929600
2,4523461800
5,4523672000
9,4523994100
14,4524238000
20,4662500600
27,4662946100
35,4668141300
44,4729934900
54,5001666200
65,5052861100
77,5150961900
90,5151487100
104,17394254500
119,17395238000
135,17395495000
152,17395667200
170,17395898300
189,17396275700
209,18971896300
230,18972390400
252,19296519800
275,19345816700
299,20409056600
324,20409914900
350,33446616400
377,33609657900
405,33609866600
434,34682167200
464,34683858100
495,40104013200
527,40104277500
560,40107656400
594,40189849600
629,41001465600
665,52650097600
702,52802108200
740,52803139700
779,52805762100
819,52805945900
860,53138614600
902,53920484700
945,53927761600
