Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685801352,870363400,0,1,24,1335651500
2,1685801352,866540800,1,2,25,1353412000
4,1685801352,849244300,2,3,30,1442868400
5,1685801352,1171023900,4,4,44,1796017800
3,1685801352,1246297300,0,5,45,1796700000
11,1685801352,1120015300,5,6,56,1923217100
7,1685801352,1820022400,3,7,74,2480948100
24,1685801353,1145571500,11,8,75,2481107600
30,1685801353,1038415900,24,9,76,2481159300
45,1685801353,684741300,30,10,77,2481212000
9,1685801352,1730106600,7,11,77,2481526400
50,1685801353,636101600,45,12,77,2481771000
57,1685801354,524374500,50,13,79,2482114500
75,1685801354,283037800,57,14,86,2764099900
76,1685801354,450744200,75,15,97,2931861100
77,1685801354,1016342900,76,16,114,3497512800
78,1685801354,1542480000,77,17,137,4024481500
79,1685801354,1542495800,78,18,138,4024557000
86,1685801354,1260625800,79,19,139,4024626300
87,1685801354,1263253600,86,20,140,4027395300
27,1685801353,2613469200,9,21,140,4036782000
98,1685801355,1105312900,87,22,141,4037199200
137,1685801356,12928300,98,23,142,4037284400
15,1685801353,3069880000,5,24,142,4037556300
138,1685801356,13117200,137,25,143,4037622200
139,1685801356,13080800,138,26,144,4037655700
10,1685801352,3275776300,3,27,144,4037930500
23,1685801353,2733594600,9,28,144,4038002500
28,1685801353,2613969500,27,29,144,4038371400
140,1685801356,13767200,139,30,145,4038554000
141,1685801356,161524300,140,31,152,4198665300
18,1685801353,3769086400,5,32,188,4951866100
21,1685801353,3738005500,18,33,188,4952020500
38,1685801353,3190750800,21,34,188,4952114400
142,1685801356,916773900,141,35,189,4953996700
143,1685801356,918507000,142,36,190,4956080600
144,1685801356,918844800,143,37,191,4956491000
145,1685801356,918333900,144,38,192,4956818500
152,1685801356,758446200,145,39,193,4957045600
189,1685801357,3408100,152,40,194,4957301500
6,1685801352,5721892400,0,41,258,6346921800
190,1685801357,1391468800,189,42,259,6347391900
191,1685801357,1391292700,190,43,260,6347651300
192,1685801357,1391194700,191,44,261,6347802700
193,1685801357,1391073500,192,45,262,6347969200
194,1685801357,1391051300,193,46,263,6348150800
259,1685801358,1034200,194,47,264,6348341000
260,1685801358,936600,259,48,265,6348496200
261,1685801358,873900,260,49,266,6348591100
262,1685801358,934300,261,50,267,6348811100
63,1685801354,4226020500,50,51,278,6472722100
37,1685801353,4717921700,15,52,278,6473193000
263,1685801358,125266500,262,53,279,6473289100
264,1685801358,125202100,263,54,280,6473418700
265,1685801358,125107300,264,55,281,6473537500
8,1685801352,5778732800,0,56,281,6473699500
12,1685801352,5623723200,10,57,281,6473775000
14,1685801353,5506611700,12,58,281,6473849200
39,1685801353,4712278100,38,59,281,6473910800
51,1685801353,4627786900,39,60,282,6473969200
92,1685801354,3614777900,51,61,282,6473985100
93,1685801354,3614612300,92,62,282,6474053600
31,1685801353,5002432500,11,63,282,6474305000
17,1685801353,5291699200,11,64,282,6474318700
25,1685801353,5137957200,17,65,282,6474451600
100,1685801355,3470755100,14,66,282,6474726500
104,1685801355,3444822000,100,67,282,6474790900
105,1685801355,3444067400,104,68,282,6474919500
43,1685801353,4799537100,28,69,302,6593500400
44,1685801353,4798181900,43,70,302,6593607300
58,1685801354,4766798400,31,71,315,6784364100
266,1685801358,436148000,265,72,316,6784720600
267,1685801358,436063000,266,73,317,6784783000
279,1685801358,421919000,267,74,330,6895158700
19,1685801353,9906371400,6,75,623,11096618000
61,1685801354,9007256600,23,76,623,11096637900
280,1685801358,4623984200,279,77,624,11097332100
281,1685801358,4624206800,280,78,625,11097675100
316,1685801358,4313372700,281,79,626,11097946800
317,1685801358,4313442600,316,80,627,11098214500
330,1685801359,4203412700,317,81,628,11098439000
624,1685801363,1551900,330,82,629,11098751200
625,1685801363,1526800,624,83,630,11099007300
626,1685801363,1447900,625,84,631,11099266200
48,1685801353,9283528500,25,85,631,11099542600
297,1685801358,4524992300,48,86,631,11100250800
298,1685801358,4524674300,297,87,631,11100652800
627,1685801363,2302336200,626,88,765,13400413300
628,1685801363,2302395200,627,89,766,13400743200
629,1685801363,2302268600,628,90,767,13400903900
630,1685801363,2302180500,629,91,768,13401065900
631,1685801363,2302104200,630,92,769,13401241900
765,1685801365,1067700,631,93,770,13401405100
766,1685801365,841900,765,94,771,13401497300
767,1685801365,958800,766,95,772,13401810500
768,1685801365,1075800,767,96,773,13402061900
56,1685801354,11655278300,44,97,787,13566995500
49,1685801353,11722143500,15,98,787,13567407600
20,1685801353,12377632100,19,99,787,13568172100
95,1685801355,10677748900,93,100,787,13568525600
26,1685801353,12160309000,11,101,787,13568845000
71,1685801354,11257345900,26,102,787,13568962900
195,1685801357,8560536600,105,103,787,13569331700
22,1685801353,12352925600,4,104,787,13569919700
64,1685801354,11313273500,22,105,787,13570043900
69,1685801354,11267303300,20,106,787,13570127800
66,1685801354,11311945600,64,107,787,13570364300
83,1685801354,10905138900,66,108,787,13570533600
214,1685801357,8351431100,83,109,787,13570619300
32,1685801353,12041755900,5,110,787,13571035200
33,1685801353,12041454400,32,111,787,13571126000
169,1685801356,9066246600,95,112,787,13571424500
101,1685801355,10567988000,61,113,787,13571990600
16,1685801353,12561023600,8,114,787,13572007900
35,1685801353,11914997200,16,115,787,13572097500
59,1685801354,11547066700,35,116,787,13572222500
85,1685801354,10824065800,59,117,787,13572275000
124,1685801355,9990465200,63,118,787,13572528800
113,1685801355,10252436100,56,119,787,13572648300
114,1685801355,10251464300,113,120,787,13572734200
178,1685801356,8876062300,56,121,787,13573088600
360,1685801359,6379336800,178,122,787,13573103600
361,1685801359,6379264000,360,123,787,13573215900
769,1685801365,172555800,768,124,788,13573710400
770,1685801365,172489600,769,125,789,13573804800
771,1685801365,172611200,770,126,790,13574093300
772,1685801365,172435200,771,127,791,13574230500
773,1685801365,172386200,772,128,792,13574349500
197,1685801357,8565535800,195,129,792,13574470400
788,1685801365,870600,773,130,793,13574497400
789,1685801365,913800,788,131,794,13574708600
790,1685801365,755000,789,132,795,13574788700
791,1685801365,795400,790,133,796,13574956300
792,1685801365,781100,791,134,797,13575083000
793,1685801365,668900,792,135,798,13575158800
794,1685801365,718800,793,136,799,13575333500
227,1685801357,8197763100,197,137,799,13575475300
52,1685801353,11725196700,11,138,799,13575764700
67,1685801354,11296237900,52,139,799,13575910400
208,1685801357,8502070400,67,140,799,13575978100
129,1685801355,9900275200,63,141,799,13576260900
795,1685801365,1413414900,794,142,921,14988199500
796,1685801365,1413545600,795,143,922,14988444000
299,1685801358,8412401300,298,144,922,14988827400
797,1685801365,1413966400,796,145,923,14988990100
798,1685801365,1413933900,797,146,924,14989085600
111,1685801355,11724686500,37,147,924,14989587100
799,1685801365,1904983400,798,148,951,15480259800
54,1685801354,13599042700,24,149,951,15480632600
91,1685801354,12627948100,48,150,951,15485272700
