Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685355585,652916800,12,1,29,911628600
1,1685355585,705699200,17,2,31,964411200
2,1685355585,641042000,12,3,32,985871400
2,1685355585,653773100,17,4,33,998603000
4,1685355586,570537200,14,5,33,1002272600
2,1685355585,657447900,23,6,33,1002275900
1,1685355585,777411400,20,7,34,1036121800
2,1685355585,697508500,30,8,34,1042340200
2,1685355585,704922200,34,9,35,1049752000
1,1685355585,818904000,25,10,36,1077617700
14,1685355586,370117400,13,11,36,1091787600
1,1685355585,833083600,28,12,36,1091792200
3,1685355586,672258700,14,13,36,1094572000
7,1685355586,564059800,14,14,38,1127661500
4,1685355586,695932400,20,15,38,1127665000
2,1685355585,782838900,39,16,38,1127666700
1,1685355585,869500200,33,17,38,1128209200
6,1685355586,580150300,14,18,38,1128320200
3,1685355586,706017900,20,19,38,1128321900
1,1685355585,886629300,36,20,39,1145346700
10,1685355586,481254800,14,21,40,1159972600
7,1685355586,596377300,20,22,40,1159976400
4,1685355586,728246100,27,23,40,1159978900
2,1685355585,815152700,47,24,40,1159980500
12,1685355586,494348900,14,25,42,1189480300
10,1685355586,510768000,20,26,42,1189483600
7,1685355586,625886200,27,27,42,1189485200
4,1685355586,757754300,35,28,42,1189486900
2,1685355585,844663100,56,29,42,1189491100
2,1685355585,867277000,66,30,43,1212106700
13,1685355586,514254000,14,31,43,1214287000
12,1685355586,519160000,20,32,43,1214289800
10,1685355586,535576000,27,33,43,1214291400
7,1685355586,650693900,35,34,43,1214292900
4,1685355586,782562800,44,35,43,1214295400
2,1685355585,869469900,72,36,43,1214297600
22,1685355586,447664400,11,37,45,1265090800
14,1685355586,543426900,17,38,45,1265094700
1,1685355585,1006388400,40,39,45,1265096700
22,1685355586,458371500,15,40,46,1275798200
14,1685355586,554133500,22,41,46,1275801300
1,1685355585,1017094700,46,42,46,1275802900
22,1685355586,458445900,18,43,46,1275870700
14,1685355586,554204500,26,44,46,1275872200
1,1685355585,1017165400,51,45,46,1275873600
8,1685355586,704916000,14,46,46,1279200400
6,1685355586,731034800,20,47,46,1279204500
3,1685355586,856902500,27,48,46,1279206600
1,1685355585,1034977000,57,49,46,1293687000
22,1685355586,488470400,22,50,47,1305898300
14,1685355586,584235800,31,51,47,1305917400
1,1685355585,1047211600,61,52,47,1305919900
1,1685355585,1047839900,67,53,47,1306549000
18,1685355586,562252600,14,54,48,1338418500
8,1685355586,764151200,20,55,48,1338435100
6,1685355586,790270500,27,56,48,1338441400
3,1685355586,916143000,35,57,48,1338447900
22,1685355586,521320000,26,58,49,1338745800
14,1685355586,617081500,36,59,49,1338749400
1,1685355585,1080043600,71,60,49,1338761100
9,1685355586,767001300,14,61,50,1396226300
2,1685355585,1051403900,83,62,50,1396231700
22,1685355586,604922900,31,63,53,1422350100
14,1685355586,700686700,42,64,53,1422354500
1,1685355585,1163648700,78,65,53,1422356900
1,1685355585,1179026800,86,66,53,1437736600
1,1685355585,1221023100,90,67,55,1479734800
20,1685355586,696542000,14,68,55,1513597000
13,1685355586,813568600,20,69,55,1513615100
