Witness Weight,Time (ns)
0,597100
2,130786600
5,223234000
9,817559600
14,887605200
20,988567700
27,1004018000
35,1004331000
44,1160526400
54,1389382000
65,1803495700
77,2005085400
90,2307814200
104,2418861600
119,2660815600
135,2679225200
152,2813935300
170,2978830900
189,3356418900
209,3409753700
230,3886008500
252,3962861600
275,4071410600
299,4340055300
324,4490776100
350,4769696500
377,4960975700
405,4979646300
434,4980348000
464,5182021200
495,5555559000
523,5563237800
555,5579201300
588,5846309100
622,5848067000
657,6086705900
693,6136736200
730,6230753000
763,6289557700
801,6290333800
840,6429392000
880,6529287700
921,6551220100
963,7216192600
1006,7216353500
1047,7216790400
1091,7217436900
1136,7218190900
1182,7225039900
1229,7366647400
1277,7379088100
1326,7838973100
1376,7839889300
1427,7841778700
1479,8120159900
1532,8235503400
1586,8328759000
1641,8501741000
1697,8640457400
1754,8640678600
1812,8826449600
1871,8827692400
1926,8981097900
1986,9377846900
2047,9379115700
2108,9876742900
2170,9883158000
2233,9967605800
2297,10038299500
2362,10042462800
2418,10172184100
2484,10172475600
2551,10229794900
2613,10245541100
2678,10409069100
2746,10630120100
2815,11573603100
2885,11574006200
2956,11580813400
3028,11631314400
3094,11716788300
3167,12488830800
3241,12504578400
3316,12507783000
3392,12512680100
3469,12655403200
3547,12711654200
3626,12722811800
3706,12723444100
3787,12725053500
3869,13233224300
3952,13237053300
4036,13238195200
4121,13244760500
4207,13246455100
4294,13886116800
4382,14490064800
4471,14492429400
4561,14494425200
4652,14494850200
4744,14495163000
4837,14495732500
4931,14496277400
5026,14498715000
5122,14499358300
5219,14500150100
5317,14500433700
5416,15084067300
5516,15085114900
5617,15838592700
5719,16380380800
5822,16388307000
5926,16389146200
5989,16552150700
6094,16552856800
6161,16553294200
6267,16683700800
6374,16684271300
6482,16684584600
6591,17162401700
6659,17265789400
6769,17273322600
6880,17273703100
6992,17273924000
7049,17477956200
7162,17639517800
7276,17645130100
7391,17935518300
7455,17966833900
7571,18004325100
7688,18004756200
7806,18021937200
7925,18793363300
8045,18936635900
8166,19355717700
8288,19357101300
8411,19444009600
8535,19737657600
8660,19824538100
8786,19846594800
8913,19879634200
9041,20746210500
9170,20747768600
9235,20747938500
9301,20748558400
9431,20749072100
9562,20749396800
9694,20755901500
9728,21039708400
9861,21083353500
9995,21946601700
10130,21959113700
10266,22062424500
10403,22159519300
10541,22187073500
10680,22595076900
10820,22616451300
10961,22616866400
11103,22862098600
11246,22928967000
11390,23171337200
11535,23247433600
11681,24744332800
11828,25532660500
11976,25536394200
12125,25762370800
12275,25763969900
12426,25767525200
12578,25773522900
12731,25790906300
12885,25791418700
13040,25792066100
13196,25792881500
13353,25804949100
13511,25805861400
13569,25932417300
13728,26411759000
13888,26718415300
14049,26898924300
14211,26903924100
14374,27062059900
14538,27244024600
14607,27245816200
14772,27246343700
14938,27491539600
15105,27502938300
15273,28054907200
15442,28055413800
15612,28055947400
15783,28178419200
15955,28974958800
16128,28976319200
16302,28979203900
16477,29333561400
16653,29953810500
16830,30178498900
17008,30397260200
17187,30417724200
17367,30463275900
17548,30504826900
17730,30512422300
17913,31021838300
18097,31022349800
18282,31022859900
18468,31223530300
18510,31226704100
18697,31288075500
18885,31488250600
19074,31518850900
19264,31885976100
19455,31887706700
19647,32237616900
19840,32525024400
20034,32542436300
20229,32664917000
20425,32814235800
20454,32823861400
20651,33484391700
20849,33484894400
21048,33485358000
21248,33525318300
21449,33630110200
21651,33847240400
21854,33969523600
22058,33993362800
22263,34175597600
22322,34854774100
22528,34857754100
22735,34858362300
22943,34858909200
23152,34860720400
23362,35012557100
23573,36488209800
23785,36496909700
23998,36498018600
24212,36551188600
24427,36551712500
24643,36559142200
24860,36563813300
25078,36565362000
25297,37129840600
25517,37157405700
25584,37395124600
25805,37396351900
26027,38003418600
26250,38076408700
26474,38120055100
26699,38145691600
26925,38240718400
27152,38339488900
27380,38501879800
27609,42467207500
27839,42478192600
28070,42606879000
28302,42607618500
28535,42613823100
28769,42620729400
29004,42623385300
29240,42639121900
29477,42642782400
29715,43724257200
29954,43733054800
30194,43745049000
30435,43746316500
30677,43765920400
30920,43768561100
31164,43772125000
31207,43777912400
31452,43778885700
31698,43780492800
31945,43801535900
32193,43826310800
32442,43827889800
32692,43828453500
32943,43829076900
33195,43834956700
33448,43835992100
33702,43836836300
33957,43837550000
34213,43844622800
34470,43845778600
34728,43847558700
34987,43863100500
35247,44287550100
35508,44349883100
35770,44350783400
36033,46598361000
36297,46599133800
36562,46599788600
36828,46600477600
37095,46601021400
37363,46603901100
37632,46604629100
37902,46605127700
38173,46605667500
38445,46607142700
38718,46607561000
38992,46608077600
39267,46609339200
39543,46666387900
39820,46669695500
40098,46686558700
40377,46826239500
40657,46828354400
40938,46830466600
41220,47092617400
41503,47759014900
41787,47761802000
42072,47845328400
42116,47979997200
42402,48193122900
42689,48356767800
42977,48604967400
43266,50290540400
43556,50294798700
43847,51595841800
44139,51597716900
44432,51599141600
44726,51606951800
45021,51607782100
45317,51608581100
45614,51609420700
45912,51610664200
46211,51612160800
46511,51616265900
46812,53660636400
47114,54224127500
47417,56119233700
47721,56183343400
48026,56184000400
48332,56297239600
48639,56325833000
48947,56338239000
49256,56487526700
