UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,213207100
0,0,0,0,0,0,0,0,0,281740300
0,0,0,0,1,0,0,0,1,382348400
1,0,0,0,2,0,0,0,3,482824000
1,0,0,0,4,0,0,0,5,582687700
1,0,0,0,5,0,0,0,9,684816200
2,0,0,0,8,0,0,0,14,782079700
3,0,0,0,12,0,0,0,18,882638300
4,0,0,0,15,0,0,0,27,982510000
5,0,0,0,18,0,0,0,30,1091556000
7,0,0,0,25,0,0,0,34,1204625700
7,0,0,0,29,0,0,0,37,1286932100
8,0,0,0,33,0,0,0,38,1382771000
8,0,0,0,37,0,0,0,41,1482078200
11,0,0,0,41,0,0,0,47,1582235900
12,0,0,0,43,0,0,0,51,1681764300
12,0,0,0,43,0,0,0,51,1781995200
13,0,0,0,48,0,0,0,60,1882554300
16,0,0,0,53,0,0,0,64,1982312000
16,0,0,0,58,0,0,0,68,2084724700
17,0,0,0,64,0,0,0,71,2182663300
18,0,0,0,69,0,0,0,73,2282962100
18,0,0,0,73,0,0,0,80,2382463100
19,0,0,0,76,0,0,0,82,2482151300
19,0,0,0,79,0,0,0,86,2586237500
19,0,0,0,83,0,0,0,88,2682251000
20,0,0,0,86,0,0,0,91,2782583200
20,0,0,0,91,0,0,0,98,2884128200
21,0,0,0,92,0,0,0,98,2981802900
22,0,0,0,97,0,0,0,104,3082489800
24,0,0,0,104,0,0,0,111,3182345800
24,0,0,0,108,0,0,0,118,3281705500
24,0,0,0,113,0,0,0,125,3382427400
26,0,0,0,119,0,0,0,128,3482342900
26,0,0,0,124,0,0,0,134,3582445400
26,0,0,0,128,0,0,0,140,3682672100
26,0,0,0,132,0,0,0,143,3783458100
27,0,0,0,139,0,0,0,151,3885639700
27,0,0,0,146,0,0,0,157,3992689600
29,0,0,0,153,0,0,0,160,4104061900
29,0,0,0,156,0,0,0,163,4181918700
30,0,0,0,162,0,0,0,167,4287186000
30,0,0,0,165,0,0,0,176,4382585400
31,0,0,0,169,0,0,0,181,4482964900
31,0,0,0,172,0,0,0,183,4586357700
33,0,0,0,179,0,0,0,190,4682491100
33,0,0,0,183,0,0,0,194,4782484600
34,0,0,0,189,0,0,0,204,4882586600
36,0,0,0,196,0,0,0,205,4988233400
38,0,0,0,201,0,0,0,209,5114230900
39,0,0,0,205,0,0,0,214,5183070000
39,0,0,0,208,0,0,0,221,5282071200
39,0,0,0,212,0,0,0,224,5382606600
41,0,0,0,223,0,0,0,232,5482408400
41,0,0,0,225,0,0,0,235,5600805900
42,0,0,0,230,0,0,0,239,5712217900
42,0,0,0,236,0,0,0,244,5782193900
42,0,0,0,239,0,0,0,250,5883541900
43,0,0,0,245,0,0,0,255,5982779500
43,0,0,0,251,0,0,0,262,6102088500
43,0,0,0,255,0,0,0,267,6182811900
43,0,0,0,258,0,0,0,271,6281951500
43,0,0,0,262,0,0,0,280,6382275600
44,0,0,0,269,0,0,0,290,6482586000
45,0,0,0,275,0,0,0,296,6595314300
46,0,0,0,286,0,0,0,300,6681685600
46,0,0,0,296,0,0,0,304,6782366700
46,0,0,0,298,0,0,0,307,6898285500
46,0,0,0,301,0,0,0,310,6983605400
46,0,0,0,310,0,0,0,330,7146183100
46,0,0,0,311,0,0,0,331,7182000100
48,0,0,0,318,0,0,0,336,7284969700
50,0,0,0,326,0,0,0,341,7438912300
52,0,0,0,334,0,0,0,346,7540265700
52,0,0,0,337,0,0,0,356,7582568000
54,0,0,0,345,0,0,0,360,7685517900
54,0,0,0,348,0,0,0,365,7787648000
55,0,0,0,358,0,0,0,368,7881909500
56,0,0,0,363,0,0,0,374,7982905400
58,0,0,0,371,0,0,0,378,8092197800
58,0,0,0,373,0,0,0,384,8183554900
58,0,0,0,380,0,0,0,390,8282204400
58,0,0,0,380,0,0,0,390,8385370600
60,0,0,0,388,0,0,0,401,8490806400
61,0,0,0,393,0,0,0,405,8582741000
61,0,0,0,399,0,0,0,409,8682437700
61,0,0,0,403,0,0,0,412,8781912700
61,0,0,0,409,0,0,0,414,8885680300
61,0,0,0,412,0,0,0,420,8983783500
61,0,0,0,414,0,0,0,426,9096212800
61,0,0,0,415,0,0,0,429,9182529300
62,0,0,0,422,0,0,0,435,9282588000
63,0,0,0,431,0,0,0,442,9382350700
63,0,0,0,436,0,0,0,446,9489830400
63,0,0,0,439,0,0,0,448,9587830700
63,0,0,0,445,0,0,0,453,9686431400
63,0,0,0,450,0,0,0,460,9791648900
63,0,0,0,453,0,0,0,463,9884529300
63,0,0,0,460,0,0,0,469,9985743400
63,0,0,0,466,0,0,0,477,10115335700
63,0,0,0,467,0,0,0,480,10183479900
63,0,0,0,469,0,0,0,483,10282383400
63,0,0,0,480,0,0,0,487,10401062400
63,0,0,0,482,0,0,0,490,10482602200
63,0,0,0,488,0,0,0,498,10582740400
63,0,0,0,490,0,0,0,502,10682027700
63,0,0,0,497,0,0,0,514,10785637100
63,0,0,0,505,0,0,0,518,10883955100
63,0,0,0,507,0,0,0,521,10981874900
63,0,0,0,516,0,0,0,528,11097288800
63,0,0,0,519,0,0,0,532,11191150700
63,0,0,0,520,0,0,0,532,11296087100
63,0,0,0,529,0,0,0,538,11386230800
63,0,0,0,536,0,0,0,544,11483721800
63,0,0,0,539,0,0,0,548,11582014200
63,0,0,0,542,0,0,0,551,11684584600
63,0,0,0,547,0,0,0,559,11786381300
63,0,0,0,553,0,0,0,564,11891559500
63,0,0,0,556,0,0,0,569,11993140700
63,0,0,0,564,0,0,0,572,12087438100
63,0,0,0,568,0,0,0,578,12186080100
63,0,0,0,576,0,0,0,583,12290016100
63,0,0,0,576,0,0,0,583,12389335400
63,0,0,0,581,0,0,0,589,12484795500
63,0,0,0,584,0,0,0,596,12607907800
63,0,0,0,592,0,0,0,608,12682339800
63,0,0,0,595,0,0,0,610,12782637900
63,0,0,0,602,0,0,0,614,12882757500
63,0,0,0,612,0,0,0,619,12989601800
63,0,0,0,618,0,0,0,629,13093263100
63,0,0,0,624,0,0,0,636,13183373000
63,0,0,0,630,0,0,0,641,13282682200
64,0,0,0,635,0,0,0,646,13382002600
64,0,0,0,639,0,0,0,651,13482266200
64,0,0,0,645,0,0,0,655,13581876200
64,0,0,0,657,0,0,0,667,13694097300
64,0,0,0,662,0,0,0,677,13784925100
65,0,0,0,671,0,0,0,682,13881733700
65,0,0,0,678,0,0,0,686,13981744400
65,0,0,0,681,0,0,0,689,14108627800
65,0,0,0,686,0,0,0,693,14184404500
65,0,0,0,689,0,0,0,697,14282791200
65,0,0,0,691,0,0,0,700,14382717800
65,0,0,0,697,0,0,0,705,14483346200
66,0,0,0,703,0,0,0,709,14629942200
66,0,0,0,707,0,0,0,715,14681795000
67,0,0,0,709,0,0,0,723,14782991400
67,0,0,0,714,0,0,0,727,14883111600
67,0,0,0,721,0,0,0,734,14981973400
67,0,0,0,729,0,0,0,738,15096412900
68,0,0,0,736,0,0,0,747,15254221100
68,0,0,0,738,0,0,0,748,15282832700
68,0,0,0,742,0,0,0,752,15382708100
68,0,0,0,749,0,0,0,758,15484871900
68,0,0,0,755,0,0,0,764,15586844100
68,0,0,0,758,0,0,0,770,15682451300
68,0,0,0,763,0,0,0,773,15781840800
68,0,0,0,770,0,0,0,777,15881808500
68,0,0,0,774,0,0,0,780,15988274500
68,0,0,0,778,0,0,0,787,16084371300
68,0,0,0,782,0,0,0,789,16182194200
68,0,0,0,786,0,0,0,794,16282345700
68,0,0,0,791,0,0,0,797,16382556800
68,0,0,0,792,0,0,0,802,16482662700
68,0,0,0,796,0,0,0,805,16581971900
68,0,0,0,797,0,0,0,808,16682970000
68,0,0,0,804,0,0,0,812,16782235200
68,0,0,0,808,0,0,0,815,16882611600
68,0,0,0,812,0,0,0,822,16983062100
68,0,0,0,816,0,0,0,827,17086858800
68,0,0,0,819,0,0,0,832,17182038200
68,0,0,0,828,0,0,0,836,17285423600
