Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685814942,787406200,0,1,17,1115504700
5,1685814942,734585100,1,2,22,1305065900
2,1685814942,844896700,0,3,22,1305210600
9,1685814943,497875300,5,4,25,1319873500
17,1685814943,275429200,9,5,29,1390794300
3,1685814942,1067309300,2,6,30,1557100800
4,1685814942,1146379900,3,7,33,1637386500
21,1685814943,408811000,17,8,34,1637559800
23,1685814943,427873800,21,9,38,1733098000
6,1685814942,1446635200,0,10,44,2031439900
24,1685814943,726368100,23,11,45,2031902400
29,1685814943,641438800,24,12,45,2032024400
7,1685814942,1366484000,6,13,45,2032183500
10,1685814943,1271781900,4,14,50,2202047600
12,1685814943,1255128400,10,15,50,2202158000
34,1685814943,672656600,29,16,52,2310094100
13,1685814943,1508110900,7,17,59,2510489200
16,1685814943,1433249500,13,18,59,2510824400
8,1685814942,1806568300,1,19,59,2510967200
38,1685814943,778422300,34,20,60,2511348600
15,1685814943,1456158100,8,21,60,2533607000
28,1685814943,1372492300,15,22,66,2756027600
25,1685814943,1524116300,16,23,68,2842553800
27,1685814943,1635713900,25,24,81,2989319700
32,1685814943,1383178600,27,25,81,2989339600
41,1685814944,1039024800,32,26,81,2989550900
51,1685814944,766366200,41,27,81,2989653000
45,1685814944,957963400,38,28,82,2989680900
48,1685814944,1020782600,45,29,87,3169623800
18,1685814943,2001590300,9,30,87,3172130400
52,1685814944,862356700,48,31,87,3172262500
60,1685814944,661815100,52,32,88,3173035500
82,1685814945,184653200,60,33,90,3174335000
54,1685814944,1241997000,51,34,101,3590664000
57,1685814944,1165564000,54,35,101,3591603700
39,1685814944,1752201500,29,36,101,3591766800
33,1685814943,1983974300,29,37,101,3592165900
31,1685814943,2001368100,28,38,101,3592485800
46,1685814944,1548379800,18,39,101,3592853700
40,1685814944,1665988600,31,40,101,3593010800
47,1685814944,1530250700,40,41,101,3593356900
76,1685814945,663460900,47,42,101,3593509600
77,1685814945,663178700,76,43,101,3593710100
83,1685814945,534269400,82,44,102,3593869200
88,1685814945,855086000,83,45,118,4027825400
19,1685814943,2853984400,12,46,118,4027988000
58,1685814944,1545800300,57,47,118,4028632600
66,1685814944,1329816100,33,48,118,4028801200
59,1685814944,1546019800,58,49,118,4028994200
89,1685814945,918637400,88,50,125,4091834700
62,1685814944,1686863100,46,51,130,4250315100
90,1685814945,1081140500,89,52,131,4254912700
78,1685814945,1324565300,77,53,131,4255203400
84,1685814945,1189878700,66,54,131,4256805000
79,1685814945,1327898300,78,55,131,4258647300
102,1685814945,950814900,90,56,141,4544559900
85,1685814945,1417617800,62,57,141,4544984100
20,1685814943,3367018900,19,58,141,4545173700
35,1685814943,2874747100,20,59,141,4545352700
80,1685814945,1654457800,79,60,143,4585642400
86,1685814945,1458299300,85,61,143,4586151900
118,1685814946,596530000,102,62,145,4624244100
125,1685814946,533631800,118,63,146,4625328300
99,1685814945,1280330200,86,64,147,4705074400
61,1685814944,2148257800,38,65,147,4705218900
67,1685814945,1931301700,59,66,147,4706666500
131,1685814946,512245200,125,67,151,4766592900
81,1685814945,1932232300,80,68,152,4863589400
142,1685814946,436542000,131,69,160,4981939500
43,1685814944,3158218800,18,70,164,5158573600
73,1685814945,2259399200,60,71,164,5167234400
145,1685814946,556447800,142,72,166,5180574800
146,1685814946,564959600,145,73,168,5190103400
151,1685814946,439760600,146,74,171,5206203700
160,1685814947,261671300,151,75,174,5243462500
166,1685814947,125184400,160,76,178,5305621900
87,1685814945,2214663300,61,77,180,5372506000
36,1685814943,4708243400,35,78,216,6393421500
94,1685814945,3159994100,36,79,216,6393583300
44,1685814944,4563029600,40,80,221,6576558900
168,1685814947,1386804200,166,81,222,6576737100
26,1685814943,5255829200,9,82,222,6577456300
171,1685814947,1371576800,168,83,223,6577628200
