Witness Weight,Time (ns)
0,1884516800
2,3464435600
5,3470352600
9,4084306600
14,6145046500
20,6619757900
27,6822202200
35,6834111400
44,10276833300
54,14062784900
65,14073060300
77,14073414500
90,14073673200
104,14073892200
119,14234859000
135,17252031500
152,17252157600
170,17274266100
189,18821828800
209,18822392500
230,20141943900
252,23890308600
275,23890571400
299,23957441100
324,24279201800
350,25229612700
377,25302862200
405,25396455400
434,25399757400
464,25400910800
495,25401198400
527,27413271900
560,28399935700
594,30770484300
629,30773765600
665,30776858900
702,34517567700
740,34517830100
779,35179975700
819,35180257300
860,38285441700
902,44279940400
945,49930688900
989,49932086100
1034,50546131800
1080,54067247400
