Witness Weight,Time (ns)
0,3248210300
2,3928162600
5,17072789000
9,17073156600
14,17386919400
20,19172338200
27,20031582500
35,21284220000
44,21286874800
54,23099462700
65,23583727900
77,25131425700
90,25131964100
104,25132182300
119,25133381800
135,25133788000
152,25133945300
170,25134280400
189,25525712200
209,45785306100
230,45785392600
252,45785830100
275,45786008500
299,45786183700
324,45786730200
350,45786915300
377,47003133500
405,47003342700
434,47003633900
464,52584804700
495,52585055600
527,52585203800
560,52585560100
594,58769518800
629,58769807300
