Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685356307,623509400,14,1,15,1010959100
1,1685356307,819896500,17,2,17,1207310800
1,1685356307,865564500,20,3,17,1252980400
1,1685356307,1033470200,24,4,26,1420890500
1,1685356307,1050572400,28,5,27,1437990300
1,1685356307,1106989100,31,6,29,1494403600
1,1685356307,1132247900,34,7,29,1519662300
1,1685356307,1194874200,40,8,31,1582288500
3,1685356308,977676300,14,9,31,1592571200
5,1685356308,863743700,14,10,32,1599911700
1,1685356307,1212503100,45,11,32,1599915600
6,1685356308,836032100,14,12,32,1610475800
5,1685356308,874314300,20,13,32,1610480200
1,1685356307,1223069800,52,14,32,1610481800
1,1685356307,1312298900,58,15,34,1699713700
12,1685356308,813410800,12,16,37,1789404000
6,1685356308,1014966400,18,17,37,1789408000
5,1685356308,1053244100,25,18,37,1789410000
1,1685356307,1401999900,62,19,37,1789412000
12,1685356308,832205600,17,20,40,1808198900
6,1685356308,1033761900,24,21,40,1808203300
5,1685356308,1072039500,32,22,40,1808205500
1,1685356307,1420795200,70,23,40,1808207300
12,1685356308,858943400,20,24,40,1834936500
6,1685356308,1060499000,28,25,40,1834940300
5,1685356308,1098776300,37,26,40,1834942300
1,1685356307,1447531900,76,27,40,1834944000
8,1685356308,1058341000,14,28,43,1888963300
3,1685356308,1274074600,20,29,43,1888967400
1,1685356307,1501613900,82,30,43,1889026300
1,1685356307,1501666700,86,31,43,1889078900
12,1685356308,968657000,23,32,44,1944650800
6,1685356308,1170213700,32,33,44,1944655300
5,1685356308,1208498100,42,34,44,1944697100
1,1685356307,1557288300,90,35,44,1944700600
18,1685356308,678029600,14,36,45,1944890400
12,1685356308,968902100,29,37,45,1944893400
6,1685356308,1170454400,39,38,45,1944895900
5,1685356308,1208732300,50,39,45,1944898400
1,1685356307,1557490100,99,40,45,1944902400
7,1685356308,1136359200,12,41,45,1945647200
1,1685356307,1558237800,109,42,45,1945650100
7,1685356308,1240263400,17,43,48,2049552000
1,1685356307,1662143300,115,44,48,2049555500
15,1685356308,1042429100,12,45,48,2049663600
7,1685356308,1240379600,21,46,48,2049666700
1,1685356307,1662257200,120,47,48,2049669300
11,1685356308,1120983800,14,48,48,2049775100
8,1685356308,1219158300,20,49,48,2049778500
3,1685356308,1434888000,27,50,48,2049781200
32,1685356309,450039700,14,51,49,2049877400
18,1685356308,783027000,20,52,49,2049880300
12,1685356308,1073891600,36,53,49,2049882600
6,1685356308,1275443300,47,54,49,2049884600
5,1685356308,1313723800,59,55,49,2049889700
1,1685356307,1662479700,126,56,49,2049891800
15,1685356308,1113640800,16,57,50,2120876700
7,1685356308,1311594000,26,58,50,2120881200
1,1685356307,1733471200,137,59,50,2120883500
1,1685356307,1733548200,143,60,50,2120960600
37,1685356309,375699900,14,61,53,2165013200
32,1685356309,565179300,20,62,53,2165016700
18,1685356308,898167500,27,63,53,2165020900
12,1685356308,1189032200,44,64,53,2165023600
6,1685356308,1390586200,56,65,53,2165028000
5,1685356308,1428864200,69,66,53,2165030200
1,1685356307,1777620100,148,67,53,2165032700
1,1685356307,1808740100,160,68,58,2196155100
7,1685356308,1401592900,31,69,59,2210883000
1,1685356307,1823475700,166,70,59,2210887800
1,1685356307,1830396400,171,71,60,2217816000
2,1685356308,1752725800,14,72,60,2260409200
18,1685356308,1139618600,35,73,66,2406473800
12,1685356308,1430486100,53,74,66,2406477200
6,1685356308,1632037300,66,75,66,2406478600
5,1685356308,1670314400,80,76,66,2406480300
1,1685356307,2019069700,176,77,66,2406481800
32,1685356309,806694600,27,78,66,2406532000
18,1685356308,1139680500,38,79,66,2406533500
12,1685356308,1430543700,57,80,66,2406534700
6,1685356308,1632094600,71,81,66,2406535900
5,1685356308,1670371400,86,82,66,2406537200
1,1685356307,2019126400,183,83,66,2406538400
37,1685356309,617234700,20,84,66,2406545800
32,1685356309,806710400,30,85,66,2406547700
18,1685356308,1139696000,42,86,66,2406549000
12,1685356308,1430559300,62,87,66,2406550200
6,1685356308,1632110100,77,88,66,2406551400
5,1685356308,1670386800,93,89,66,2406552600
1,1685356307,2019141900,191,90,66,2406553900
12,1685356308,1430614200,68,91,66,2406605200
6,1685356308,1635967800,84,92,66,2410411000
5,1685356308,1674247100,101,93,66,2410413100
1,1685356307,2023002700,200,94,66,2410414900
32,1685356309,810678100,34,95,66,2410515500
18,1685356308,1143664400,47,96,66,2410517500
12,1685356308,1434528000,72,97,66,2410519000
6,1685356308,1636078900,89,98,66,2410520200
5,1685356308,1674355900,107,99,66,2410521800
1,1685356307,2023111200,207,100,66,2410523200
44,1685356309,466022200,14,101,67,2410583400
37,1685356309,621273800,23,102,67,2410585000
32,1685356309,810749000,37,103,67,2410586200
18,1685356308,1143734600,51,104,67,2410587700
12,1685356308,1434599200,77,105,67,2410590200
6,1685356308,1636150300,95,106,67,2410591600
5,1685356308,1674427300,114,107,67,2410593200
1,1685356307,2023182400,215,108,67,2410594600
21,1685356308,1249062800,14,109,77,2582689300
2,1685356308,2075012000,20,110,77,2582693500
22,1685356308,1241159700,14,111,77,2582708900
21,1685356308,1249087200,20,112,77,2582711000
2,1685356308,2075031800,27,113,77,2582713100
25,1685356308,1170066700,13,114,77,2582814800
22,1685356308,1241267700,19,115,77,2582816500
21,1685356308,1249194400,26,116,77,2582818100
2,1685356308,2075139800,34,117,77,2582821000
40,1685356309,779500500,12,118,77,2582889000
25,1685356308,1170143300,18,119,77,2582891100
22,1685356308,1241344000,25,120,77,2582892800
21,1685356308,1249270900,33,121,77,2582894500
2,1685356308,2075215000,42,122,77,2582896300
15,1685356308,1575721800,20,123,77,2582955500
