UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,231578400
0,0,0,0,0,0,0,0,0,327546800
0,0,0,0,1,0,0,0,1,427097100
0,0,0,0,1,0,0,0,1,526314900
0,0,0,0,1,0,0,0,1,626650700
0,0,0,0,1,0,0,0,1,727436100
1,0,0,0,4,0,0,0,7,828426500
1,0,0,0,4,0,0,0,7,927491700
3,0,0,0,7,0,0,0,15,1071921600
3,0,0,0,7,0,0,0,15,1141936600
6,0,0,0,10,0,0,0,17,1240233000
6,0,0,0,13,0,0,0,19,1345154700
6,0,0,0,15,0,0,0,27,1439813600
8,0,0,0,17,0,0,0,29,1526254500
9,0,0,0,23,0,0,0,32,1667616500
10,0,0,0,26,0,0,0,34,1728600100
11,0,0,0,29,0,0,0,40,1852193500
12,0,0,0,35,0,0,0,45,1990714300
12,0,0,0,36,0,0,0,45,2048111700
14,0,0,0,42,0,0,0,53,2170020800
14,0,0,0,45,0,0,0,60,2247189100
14,0,0,0,47,0,0,0,60,2329351800
18,0,0,0,52,0,0,0,67,2432304700
19,0,0,0,59,0,0,0,79,2674904800
19,0,0,0,59,0,0,0,79,2728395400
19,0,0,0,59,0,0,0,79,2843837800
19,0,0,0,60,0,0,0,81,2896136300
19,0,0,0,60,0,0,0,81,2941837700
19,0,0,0,61,0,0,0,81,3046420800
19,0,0,0,61,0,0,0,81,3137412900
19,0,0,0,61,0,0,0,86,3241140100
20,0,0,0,66,0,0,0,108,3396933300
30,0,0,0,94,0,0,0,115,3568060600
31,0,0,0,97,0,0,0,122,3665821400
32,0,0,0,98,0,0,0,122,3828324700
32,0,0,0,98,0,0,0,123,4174650600
32,0,0,0,99,0,0,0,144,4193736800
32,0,0,0,99,0,0,0,144,4228895100
39,0,0,0,133,0,0,0,164,4528045400
39,0,0,0,133,0,0,0,164,4577451700
39,0,0,0,133,0,0,0,166,4632306700
39,0,0,0,133,0,0,0,166,4760765500
44,0,0,0,153,0,0,0,186,4852163800
44,0,0,0,156,0,0,0,192,4933789800
44,0,0,0,157,0,0,0,193,5034146400
44,0,0,0,157,0,0,0,193,5136448400
44,0,0,0,158,0,0,0,193,5228225000
44,0,0,0,158,0,0,0,208,5335336000
53,0,0,0,186,0,0,0,229,5552897100
53,0,0,0,186,0,0,0,229,5630320000
53,0,0,0,186,0,0,0,237,6191928600
53,0,0,0,186,0,0,0,237,6338720600
60,0,0,0,222,0,0,0,280,6456261400
60,0,0,0,223,0,0,0,280,6532303600
60,0,0,0,223,0,0,0,280,6788588400
60,0,0,0,223,0,0,0,280,6833055800
66,0,0,0,256,0,0,0,307,6979629600
66,0,0,0,257,0,0,0,311,7085888400
66,0,0,0,258,0,0,0,311,7310153600
66,0,0,0,258,0,0,0,311,7352785500
66,0,0,0,258,0,0,0,314,7368237500
67,0,0,0,276,0,0,0,326,7438236500
69,0,0,0,281,0,0,0,333,7548449700
71,0,0,0,288,0,0,0,359,8219406300
71,0,0,0,289,0,0,0,359,8248450800
71,0,0,0,290,0,0,0,383,8492513500
72,0,0,0,304,0,0,0,416,8970365100
72,0,0,0,304,0,0,0,416,9601922200
72,0,0,0,305,0,0,0,416,9901006600
72,0,0,0,305,0,0,0,474,9952991900
72,0,0,0,305,0,0,0,474,10137480200
72,0,0,0,305,0,0,0,474,10508589400
72,0,0,0,305,0,0,0,474,10516046000
74,0,0,0,306,0,0,0,537,10703783400
77,0,0,0,324,0,0,0,558,12896222400
77,0,0,0,324,0,0,0,558,13838489600
77,0,0,0,326,0,0,0,688,15022752000
84,0,0,0,348,0,0,0,812,16384181500
84,0,0,0,348,0,0,0,812,16441094000
84,0,0,0,348,0,0,0,812,16547618400
84,0,0,0,348,0,0,0,812,16684732300
84,0,0,0,348,0,0,0,812,16773355100
84,0,0,0,352,0,0,0,876,16913255100
88,0,0,0,362,0,0,0,885,17501335000
88,0,0,0,363,0,0,0,924,17566119800
89,0,0,0,371,0,0,0,984,18257849400
92,0,0,0,394,0,0,0,1010,20023815700
92,0,0,0,394,0,0,0,1010,20088077900
92,0,0,0,394,0,0,0,1077,20243432400
92,0,0,0,395,0,0,0,1093,20628628500
92,0,0,0,396,0,0,0,1124,20664195900
92,0,0,0,396,0,0,0,1124,20807854700
92,0,0,0,396,0,0,0,1124,20836490500
92,0,0,0,396,0,0,0,1124,20957415100
92,0,0,0,397,0,0,0,1124,21214860800
92,0,0,0,397,0,0,0,1136,21360840600
92,0,0,0,397,0,0,0,1136,21950467900
102,0,0,0,452,0,0,0,1299,24221907400
104,0,0,0,455,0,0,0,1325,24597408100
111,0,0,0,473,0,0,0,1385,25951002400
114,0,0,0,488,0,0,0,1409,26052893600
114,0,0,0,489,0,0,0,1409,26187198100
