Message ID,Issuance Time (unix),Confirmation Time (ns),ParentID,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685809203,1118020500,0,1,43,1385773100
2,1685809203,1032639400,0,2,43,1385829900
3,1685809203,977018500,1,3,43,1385962300
8,1685809204,893226000,3,4,52,1472002000
10,1685809204,821896200,8,5,56,1498014200
13,1685809204,856555800,10,6,61,1597255200
18,1685809204,743928600,13,7,62,1597304900
4,1685809203,1716328700,2,8,80,2141990100
43,1685809204,756528800,18,9,81,2142225300
51,1685809204,670374900,43,10,82,2142294200
52,1685809204,670375400,51,11,83,2142367100
54,1685809204,664463700,52,12,84,2142452700
56,1685809204,644568600,54,13,85,2142516100
61,1685809205,545919000,56,14,86,2143130700
5,1685809203,1845821100,0,15,92,2273989200
17,1685809204,1593416400,5,16,95,2416191500
20,1685809204,1496638100,17,17,95,2416369400
62,1685809205,996538200,61,18,107,2593806100
12,1685809204,1863838300,4,19,107,2593952900
81,1685809205,586502300,62,20,110,2728647300
82,1685809205,2713041200,81,21,238,4855285400
83,1685809205,2713149500,82,22,239,4855459400
9,1685809204,4227875800,4,23,239,4855607200
30,1685809204,3781937100,20,24,239,4855678000
15,1685809204,4057449500,12,25,239,4855836500
84,1685809205,2713695500,83,26,240,4856077200
85,1685809205,2713683000,84,27,241,4856153200
86,1685809205,2713061100,85,28,242,4856177600
32,1685809204,3706388700,15,29,243,4856541300
107,1685809206,2263301300,86,30,245,4857063400
33,1685809204,3700627300,30,31,245,4857232600
37,1685809204,5467375000,33,32,401,6685895000
6,1685809203,6188283500,0,33,401,6686377600
22,1685809204,5759754600,6,34,401,6686433400
11,1685809204,5996511800,4,35,401,6686503100
38,1685809204,5456070500,32,36,401,6686584900
48,1685809204,5230811800,38,37,401,6687122500
41,1685809204,5315244500,18,38,401,6687498400
238,1685809208,2402399800,107,39,439,7257676000
239,1685809208,2402403800,238,40,440,7257790200
49,1685809204,5801433100,48,41,440,7257831000
172,1685809207,3553397500,49,42,440,7258323800
173,1685809207,3552747600,172,43,440,7258472900
174,1685809207,3552813900,173,44,440,7258654000
24,1685809204,6308008000,11,45,440,7259212200
