Witness Weight,Time (ns)
0,1699304900
2,1703451100
5,1788399100
9,1803997000
12,2163688000
17,2164169500
23,3103304800
30,3242543500
37,3255059300
45,3255928100
53,6825501800
62,6900067400
71,6947684000
75,6951748600
85,6952204400
96,7049465400
108,7293100800
120,10064925200
133,11550948100
146,13176803600
160,15022343400
174,19933953200
189,19950620700
194,21011009400
210,22274854900
227,22275414200
245,26615318300
251,27543926500
258,36928669000
277,37870254700
292,48023218500
300,53536837300
