Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116224000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175942700
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274754900
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,374345600
1,1,2,1,0,2,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,2,1,0,2,1,0,1,1,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,2,2,0,2,1,0,1,1,1,0,475041200
2,2,2,2,2,4,3,2,3,2,3,3,3,2,2,2,4,2,2,3,2,1,2,1,4,3,4,3,3,3,1,2,2,2,2,3,3,4,3,3,1,1,5,2,2,2,3,2,2,2,2,2,2,3,2,2,4,3,4,3,3,4,2,2,2,2,2,2,1,2,2,3,4,2,3,2,4,2,2,4,1,4,1,2,2,4,3,2,3,3,3,2,2,3,1,3,2,2,2,2,574284500
5,4,4,4,4,5,7,5,5,6,6,3,6,4,4,5,6,5,5,5,5,4,5,4,5,4,5,5,4,6,3,4,5,4,4,5,5,5,6,5,4,4,5,4,4,5,6,6,5,4,4,4,4,5,4,5,4,6,6,6,5,4,3,5,5,4,5,6,3,5,6,6,5,5,6,5,4,6,4,6,4,4,3,5,5,5,6,4,6,5,5,5,4,4,5,4,4,3,6,5,674421800
6,8,7,7,8,7,8,8,7,9,6,7,8,7,8,6,7,7,8,6,6,7,6,7,7,6,7,6,6,7,5,8,7,5,9,7,6,7,7,8,7,7,7,7,6,8,7,8,8,7,7,7,6,7,7,8,7,7,7,7,6,7,7,8,7,7,6,8,6,6,8,8,5,7,7,7,7,8,7,7,8,5,7,7,8,6,6,8,7,7,5,8,6,6,6,6,6,6,6,9,776208900
9,11,9,9,10,11,9,9,10,10,10,9,10,11,8,9,9,8,9,9,9,8,8,8,9,9,8,11,9,10,9,8,9,8,9,8,10,8,8,9,9,7,10,9,8,9,9,11,8,9,9,8,9,10,9,8,9,8,9,10,8,8,9,8,10,10,9,9,9,9,10,9,8,9,8,9,8,8,9,9,9,7,8,11,10,9,10,10,9,7,8,9,9,8,8,8,10,7,9,9,874320900
13,12,12,10,11,11,12,12,11,12,11,11,13,13,12,12,11,12,12,11,12,12,11,13,11,13,12,12,11,11,11,11,13,12,12,11,12,12,12,12,12,12,12,13,12,12,13,12,11,11,12,12,11,13,12,11,12,12,13,12,13,12,12,11,12,12,12,11,11,11,11,12,12,11,13,12,13,12,12,12,11,12,11,11,11,12,12,11,12,10,13,13,11,10,12,11,12,12,12,11,975838700
14,14,12,13,14,14,15,14,13,13,14,14,13,14,14,14,15,13,15,13,14,14,14,13,14,15,13,15,14,14,14,14,15,13,13,14,14,13,14,13,14,15,13,14,15,13,14,13,14,14,12,13,14,14,13,15,15,15,14,14,14,13,14,15,15,14,15,13,14,14,12,15,14,14,14,15,15,14,14,13,13,14,14,13,14,13,14,13,13,14,15,13,15,13,14,12,14,14,13,16,1076252800
16,16,15,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,15,16,17,17,16,16,17,16,16,15,16,16,16,16,16,15,15,16,17,15,16,15,16,16,16,16,15,16,16,16,16,16,16,15,16,16,15,16,16,16,16,16,16,16,15,16,16,16,16,15,16,16,16,16,16,16,16,16,15,16,16,15,17,15,15,16,16,17,17,16,15,16,16,16,15,16,15,16,16,15,16,1177047600
17,16,18,17,17,17,17,16,18,16,19,17,18,17,17,16,17,18,16,18,17,19,19,18,17,18,17,18,16,16,16,16,18,17,18,17,16,18,17,16,18,18,17,18,18,18,17,17,16,16,18,17,16,18,17,17,18,18,16,17,20,18,18,17,18,18,17,18,17,16,17,18,17,17,17,16,18,16,17,16,16,17,18,19,16,17,18,18,17,17,18,17,17,18,18,17,18,19,18,18,1279796600
22,23,21,20,23,21,22,21,20,20,20,22,20,22,22,22,20,20,22,21,23,20,22,20,22,22,20,21,20,21,22,20,22,22,21,21,21,23,21,21,22,21,22,21,22,22,21,21,20,20,21,21,21,21,22,22,22,22,21,22,22,21,22,22,21,21,21,20,22,22,22,20,22,21,21,20,21,22,22,21,21,22,21,22,21,21,21,22,22,21,22,22,22,21,22,21,20,22,21,22,1467925300
22,24,22,21,23,21,22,21,22,21,22,22,22,22,22,22,22,21,22,22,23,21,22,21,22,22,21,23,22,23,23,22,23,23,21,22,22,23,22,21,22,22,22,23,22,22,22,21,21,21,22,22,22,21,22,22,22,23,22,23,22,22,22,22,23,21,22,22,22,22,22,21,23,21,21,22,21,22,22,22,22,22,22,22,23,21,21,22,22,21,23,22,22,21,22,22,21,22,22,23,1531300200
25,25,24,24,23,25,26,23,26,27,27,26,25,28,25,24,26,24,26,25,27,22,24,25,27,26,24,25,27,25,25,23,24,28,27,25,25,26,26,26,25,26,25,24,26,23,27,25,26,26,25,22,27,26,26,26,25,23,26,27,25,25,27,26,28,23,27,23,24,25,25,22,25,24,25,26,26,26,25,25,25,26,25,26,27,24,25,27,26,26,26,27,27,26,24,25,25,25,25,26,1698146900
27,29,30,31,31,27,30,31,27,27,30,30,30,29,31,28,31,27,31,32,31,26,32,31,31,32,29,27,29,31,29,27,28,28,32,27,31,33,30,30,31,30,30,31,28,31,32,31,27,29,30,22,32,27,28,30,33,30,28,29,32,33,29,32,31,32,29,28,29,31,27,27,32,25,31,30,33,28,29,30,29,26,31,31,32,31,31,30,29,28,30,31,29,32,27,31,27,32,30,31,1904735200
32,29,33,33,31,27,31,32,27,27,32,32,32,29,32,29,32,32,31,33,33,32,33,32,31,32,31,33,29,32,30,27,30,28,32,27,33,33,31,30,31,33,31,31,33,32,35,33,32,30,32,33,33,33,28,33,33,33,29,31,32,33,32,32,32,33,29,31,30,31,27,27,33,31,33,32,33,32,30,30,30,26,32,32,32,32,32,31,31,28,33,33,33,33,32,33,32,33,31,32,1984739400
35,35,34,33,33,35,34,35,33,33,34,33,33,33,34,33,34,33,33,34,33,33,33,34,34,34,33,33,33,33,34,36,34,33,35,34,35,34,33,33,34,34,34,35,34,34,35,34,34,34,33,33,33,34,33,34,34,35,33,34,33,33,33,34,35,35,33,34,34,35,33,35,33,34,35,33,34,33,33,33,34,33,33,33,34,33,35,34,34,35,35,34,35,34,33,34,33,33,33,33,2107264600
35,35,34,35,33,36,35,35,33,34,34,35,34,35,34,34,34,34,35,34,34,33,33,35,34,34,33,33,33,33,34,36,34,34,37,35,36,35,33,34,34,34,35,35,35,34,35,34,34,35,34,34,34,34,33,35,34,37,34,34,33,34,35,35,35,36,34,34,34,35,34,35,33,35,35,34,35,34,34,34,34,35,34,36,34,34,35,34,34,35,36,34,36,34,34,34,34,33,33,34,2176715400
38,35,36,36,33,37,38,35,33,34,34,40,35,38,34,34,34,34,36,36,34,36,36,35,34,38,34,35,35,33,34,36,35,34,37,35,36,38,39,34,37,34,38,35,35,34,36,37,35,35,38,36,35,36,37,36,35,37,37,34,33,36,36,35,37,36,37,36,34,38,36,40,37,37,39,36,38,34,38,36,36,36,34,40,36,37,37,34,38,35,37,38,37,36,36,34,37,38,33,35,2276370100
40,35,36,36,34,37,39,37,34,34,34,40,35,39,37,36,37,37,38,36,34,36,36,38,34,38,41,36,35,33,35,36,36,37,41,35,37,39,40,36,37,34,38,35,35,35,39,38,36,35,39,36,36,37,39,36,35,39,37,38,33,38,39,36,41,36,38,36,35,39,36,40,38,37,39,37,38,38,38,36,37,36,37,40,37,38,37,34,40,35,38,40,40,38,37,34,37,39,39,39,2329126200
40,40,36,36,40,38,40,41,35,39,44,41,36,42,37,41,39,42,39,41,39,37,36,38,43,42,41,37,42,42,41,37,45,38,41,35,40,39,41,44,37,39,40,40,41,40,39,44,40,43,41,36,37,39,41,38,45,43,44,39,41,43,43,42,42,36,38,37,36,40,44,40,38,43,44,42,39,38,38,41,40,41,38,41,41,39,37,40,40,40,43,42,43,38,42,40,41,40,44,43,2491258200
40,41,41,36,41,38,42,41,35,41,44,41,43,46,42,41,44,42,40,41,40,37,37,39,43,43,41,44,42,43,42,37,45,38,41,44,40,40,43,44,42,44,41,41,42,42,39,44,41,43,41,37,37,45,41,43,45,43,44,44,41,44,44,42,42,37,38,38,36,43,44,40,38,43,44,43,46,38,38,45,41,41,38,43,41,39,37,40,40,40,43,43,43,38,42,40,42,40,44,43,2523903300
45,46,51,49,49,39,48,48,45,46,49,52,43,49,44,47,46,49,46,51,46,45,50,48,47,50,47,45,47,47,48,47,45,47,45,48,48,44,45,45,52,49,45,49,46,48,45,47,48,52,47,47,48,49,47,45,46,48,48,44,52,48,46,43,42,51,49,50,49,51,47,48,49,47,46,48,49,46,47,46,49,46,49,48,46,44,48,48,44,46,52,45,50,48,50,47,43,45,47,48,2874042800
45,46,51,49,49,39,49,48,45,46,49,52,43,49,44,47,46,49,46,51,46,45,50,48,47,50,52,45,47,47,48,47,45,47,45,48,48,44,45,45,52,49,45,49,46,48,49,47,48,52,47,47,48,49,47,45,46,48,48,44,52,48,46,43,42,51,49,50,49,51,47,48,49,47,46,48,49,46,47,46,49,47,49,48,46,44,48,48,44,46,52,45,50,48,50,47,43,45,47,48,2878880200
45,50,51,53,49,39,56,49,45,46,50,52,44,49,44,52,46,49,46,51,46,45,50,50,53,50,52,45,48,48,48,48,45,47,56,49,48,44,46,45,52,49,53,49,46,48,49,55,53,52,47,52,48,54,47,45,50,48,48,44,52,48,46,43,43,54,49,50,49,53,52,49,50,47,57,48,54,46,47,47,54,49,49,48,46,45,56,48,44,47,53,46,50,53,50,49,43,48,47,48,3086628100
