Witness Weight,Time (ns)
0,4026222700
2,4026421300
5,4026664100
9,4026854000
14,4027152400
20,9939816900
27,9941671100
35,9945935600
44,12521019100
54,12521284400
65,12888419400
77,12888560000
90,12888654400
104,12888688100
119,22968625800
135,22971638600
152,36226193000
170,36228440300
189,36228578500
209,36228835700
230,36228997800
252,36229187900
275,36229311900
299,36229569600
324,36229752300
350,36229950200
377,36230155200
405,36230394200
434,36230620800
464,36231194900
495,36231342900
527,36231629700
560,60628141900
594,60628365300
629,60671256800
665,60671424200
702,60671570300
740,60913983900
779,60914307000
819,60936384900
860,60936518300
902,60936868400
945,60936957300
