Message ID,Issuance Time (unix),Confirmation Time (ns),Weight,# of Confirmed Messages,# of Issued Messages,ns since start
1,1685359896,295384700,14,1,12,481953600
2,1685359896,386985800,14,2,16,588585300
1,1685359896,402051500,20,3,16,588590100
5,1685359896,526725800,14,4,27,796596900
2,1685359896,595009200,20,5,27,796599600
1,1685359896,610062500,27,6,27,796600800
1,1685359896,618266200,35,7,27,804811200
8,1685359896,414042400,14,8,27,811974200
5,1685359896,542107400,20,9,27,811977400
2,1685359896,610388300,27,10,27,811978900
1,1685359896,625441800,38,11,27,811980200
8,1685359896,433744100,19,12,28,831681100
5,1685359896,561816500,26,13,28,831688100
2,1685359896,630100900,34,14,28,831691500
1,1685359896,645157700,46,15,28,831696300
12,1685359897,350070400,13,16,29,831923000
8,1685359896,433995900,22,17,29,831925300
5,1685359896,562056900,30,18,29,831926500
2,1685359896,630339100,39,19,29,831930000
1,1685359896,645394400,52,20,29,831933100
2,1685359896,646371200,47,21,30,847963700
1,1685359896,661428900,61,22,30,847969000
16,1685359897,261301500,12,23,31,849754000
12,1685359897,367908700,18,24,31,849759400
8,1685359896,451832600,28,25,31,849762500
5,1685359896,579895200,37,26,31,849764700
2,1685359896,648175800,50,27,31,849767600
1,1685359896,663232600,65,28,31,849771100
16,1685359897,265050900,17,29,33,853503800
12,1685359897,371655700,24,30,33,853506300
8,1685359896,455578400,35,31,33,853517200
5,1685359896,583649700,45,32,33,853519400
2,1685359896,651933300,59,33,33,853524200
1,1685359896,666987600,75,34,33,853526000
16,1685359897,265179300,23,35,33,853631100
12,1685359897,371782300,31,36,33,853632600
8,1685359896,455718000,43,37,33,853648600
5,1685359896,583781700,54,38,33,853651300
2,1685359896,652062300,69,39,33,853652900
1,1685359896,667116100,86,40,33,853654500
27,1685359897,125339700,14,41,38,921884800
16,1685359897,333437200,26,42,38,921888800
12,1685359897,440040400,35,43,38,921892400
8,1685359896,523967200,48,44,38,921897000
5,1685359896,652032200,60,45,38,921902000
2,1685359896,720314000,76,46,38,921906000
1,1685359896,735369500,94,47,38,921908200
16,1685359897,363185700,33,48,40,951638800
12,1685359897,469790800,43,49,40,951641200
8,1685359896,553713800,57,50,40,951643300
5,1685359896,681775700,70,51,40,951675200
2,1685359896,750087400,87,52,40,951678400
1,1685359896,765142000,106,53,40,951680500
5,1685359896,718673000,77,54,42,988546500
2,1685359896,786961400,95,55,42,988553600
1,1685359896,802016900,115,56,42,988555300
29,1685359897,159569000,14,57,44,991276600
27,1685359897,194736900,20,58,44,991280200
16,1685359897,402830400,37,59,44,991282000
12,1685359897,509433400,48,60,44,991283800
8,1685359896,593357400,63,61,44,991286900
5,1685359896,721419000,80,62,44,991288800
2,1685359896,789700300,99,63,44,991290800
1,1685359896,804753900,120,64,44,991292400
5,1685359896,750648900,91,65,45,1020520700
2,1685359896,818934600,111,66,45,1020525300
1,1685359896,833988900,133,67,45,1020527800
31,1685359897,177027500,14,68,47,1026701300
29,1685359897,194998700,20,69,47,1026704900
27,1685359897,230163400,27,70,47,1026706600
16,1685359897,438256600,45,71,47,1026708200
12,1685359897,544862600,57,72,47,1026713300
8,1685359896,628791500,73,73,47,1026721300
5,1685359896,756855100,95,74,47,1026726400
2,1685359896,825139100,116,75,47,1026731400
1,1685359896,840196300,139,76,47,1026735100
16,1685359897,457734900,54,77,48,1046188600
12,1685359897,564341400,67,78,48,1046192000
8,1685359896,648264800,84,79,48,1046194400
5,1685359896,776326400,107,80,48,1046196500
2,1685359896,844607500,129,81,48,1046198200
1,1685359896,859661500,153,82,48,1046200000
33,1685359897,192950000,14,83,49,1046340600
31,1685359897,196672500,20,84,49,1046342800
29,1685359897,214641100,27,85,49,1046347400
27,1685359897,249806400,35,86,49,1046349600
16,1685359897,457901400,57,87,49,1046353000
12,1685359897,564504400,71,88,49,1046354900
8,1685359896,648427700,89,89,49,1046357200
5,1685359896,776489600,113,90,49,1046359400
2,1685359896,844770600,136,91,49,1046361400
1,1685359896,859826500,161,92,49,1046364800
16,1685359897,457985600,67,93,49,1046437400
12,1685359897,564588700,82,94,49,1046439200
8,1685359896,668265600,101,95,49,1066198900
5,1685359896,796331700,126,96,49,1066201800
2,1685359896,864613300,150,97,49,1066204000
1,1685359896,879667300,176,98,49,1066205700
38,1685359897,185093500,14,99,50,1106969100
33,1685359897,253583600,20,100,50,1106974200
31,1685359897,257306400,27,101,50,1106976800
29,1685359897,275273100,35,102,50,1106979400
27,1685359897,310440800,44,103,50,1106984200
16,1685359897,518534500,71,104,50,1106986100
12,1685359897,625137300,87,105,50,1106987800
8,1685359896,709060000,107,106,50,1106989900
5,1685359896,837122100,133,107,50,1106992200
2,1685359896,905405500,158,108,50,1106996200
1,1685359896,920459400,185,109,50,1106997900
44,1685359897,115909000,14,110,51,1107124800
38,1685359897,185253700,20,111,51,1107127700
33,1685359897,253739400,27,112,51,1107129500
31,1685359897,257461000,35,113,51,1107131400
29,1685359897,275428000,44,114,51,1107134200
