UndefinedColor (Tip Pool Size),Blue (Tip Pool Size),Red (Tip Pool Size),Green (Tip Pool Size),UndefinedColor (Processed),Blue (Processed),Red (Processed),Green (Processed),# of Issued Messages,ns since start
0,0,0,0,0,0,0,0,0,129786400
0,0,0,0,1,0,0,0,1,182080400
1,0,0,0,3,0,0,0,6,281187100
1,0,0,0,5,0,0,0,14,382023000
1,0,0,0,6,0,0,0,18,482309700
4,0,0,0,12,0,0,0,26,581710800
7,0,0,0,16,0,0,0,33,687703600
8,0,0,0,24,0,0,0,44,782637400
10,0,0,0,34,0,0,0,52,885395500
13,0,0,0,45,0,0,0,66,990146600
15,0,0,0,50,0,0,0,72,1095097100
17,0,0,0,59,0,0,0,85,1188765400
21,0,0,0,69,0,0,0,91,1281673800
23,0,0,0,71,0,0,0,93,1386697400
28,0,0,0,88,0,0,0,120,1481907100
29,0,0,0,98,0,0,0,129,1596838300
30,0,0,0,102,0,0,0,142,1681213400
34,0,0,0,122,0,0,0,165,1795288900
34,0,0,0,122,0,0,0,165,2005543400
34,0,0,0,122,0,0,0,165,2107234200
46,0,0,0,169,0,0,0,212,2245321700
48,0,0,0,179,0,0,0,220,2380717300
48,0,0,0,179,0,0,0,220,2698737700
48,0,0,0,179,0,0,0,220,2935861100
48,0,0,0,180,0,0,0,220,2999198200
48,0,0,0,180,0,0,0,220,3094974200
48,0,0,0,180,0,0,0,220,3263122100
48,0,0,0,180,0,0,0,220,3352566100
48,0,0,0,180,0,0,0,220,3428757100
48,0,0,0,180,0,0,0,286,3564405900
48,0,0,0,180,0,0,0,286,3891900700
49,0,0,0,181,0,0,0,368,3982683900
49,0,0,0,181,0,0,0,368,4148041600
49,0,0,0,181,0,0,0,368,4185711200
56,0,0,0,216,0,0,0,430,4304346200
57,0,0,0,217,0,0,0,433,4795971200
57,0,0,0,217,0,0,0,433,4947147300
68,0,0,0,253,0,0,0,483,5012570700
80,0,0,0,308,0,0,0,501,5249318100
80,0,0,0,309,0,0,0,513,5323388700
80,0,0,0,310,0,0,0,513,5743849100
80,0,0,0,310,0,0,0,513,5912215300
80,0,0,0,310,0,0,0,513,5991875700
83,0,0,0,318,0,0,0,590,6098491200
85,0,0,0,323,0,0,0,602,6306488700
85,0,0,0,323,0,0,0,602,6326504700
85,0,0,0,324,0,0,0,604,6485793000
85,0,0,0,324,0,0,0,604,6489110500
87,0,0,0,345,0,0,0,636,6725643900
87,0,0,0,345,0,0,0,636,6792635200
87,0,0,0,345,0,0,0,636,6844080600
87,0,0,0,345,0,0,0,645,6929519300
87,0,0,0,345,0,0,0,645,7000832900
88,0,0,0,346,0,0,0,680,7237956000
88,0,0,0,348,0,0,0,705,7371854700
88,0,0,0,348,0,0,0,705,7428483500
88,0,0,0,348,0,0,0,705,7592230700
89,0,0,0,349,0,0,0,713,7791539900
89,0,0,0,349,0,0,0,713,7814045300
89,0,0,0,349,0,0,0,737,8267946300
89,0,0,0,350,0,0,0,795,8296780600
89,0,0,0,351,0,0,0,795,8320692900
90,0,0,0,356,0,0,0,803,8421040800
90,0,0,0,382,0,0,0,857,9065390900
90,0,0,0,382,0,0,0,871,9110031700
91,0,0,0,399,0,0,0,894,9375466300
91,0,0,0,400,0,0,0,898,9385779400
91,0,0,0,401,0,0,0,900,9747074200
91,0,0,0,402,0,0,0,943,9763800800
91,0,0,0,402,0,0,0,943,9803649800
91,0,0,0,410,0,0,0,969,9994343400
91,0,0,0,410,0,0,0,969,10008570100
91,0,0,0,411,0,0,0,969,10139159600
91,0,0,0,415,0,0,0,1000,10642768500
91,0,0,0,415,0,0,0,1000,10805306600
91,0,0,0,428,0,0,0,1075,11055433900
91,0,0,0,428,0,0,0,1075,11111506300
92,0,0,0,451,0,0,0,1133,11581359100
92,0,0,0,451,0,0,0,1133,11631586100
92,0,0,0,477,0,0,0,1186,12132495900
92,0,0,0,477,0,0,0,1186,12192735200
92,0,0,0,478,0,0,0,1203,12241694900
92,0,0,0,483,0,0,0,1266,12695946500
92,0,0,0,484,0,0,0,1308,13081897600
92,0,0,0,485,0,0,0,1312,13114428200
92,0,0,0,485,0,0,0,1312,13181513400
93,0,0,0,528,0,0,0,1338,13297236300
93,0,0,0,528,0,0,0,1338,13421015100
93,0,0,0,529,0,0,0,1338,13485209500
93,0,0,0,531,0,0,0,1368,13920454800
93,0,0,0,531,0,0,0,1368,13968529300
93,0,0,0,541,0,0,0,1416,14053700000
93,0,0,0,565,0,0,0,1436,14306097800
93,0,0,0,569,0,0,0,1436,14383789700
93,0,0,0,577,0,0,0,1476,15058786400
93,0,0,0,577,0,0,0,1476,15174287000
93,0,0,0,577,0,0,0,1476,15245622200
93,0,0,0,577,0,0,0,1476,15283330200
93,0,0,0,581,0,0,0,1551,15400694100
93,0,0,0,582,0,0,0,1561,15511725500
93,0,0,0,583,0,0,0,1561,15635881100
93,0,0,0,606,0,0,0,1587,15894179200
93,0,0,0,607,0,0,0,1602,16182290500
93,0,0,0,607,0,0,0,1602,16226943800
93,0,0,0,607,0,0,0,1602,16341104100
93,0,0,0,645,0,0,0,1663,16399971000
