Witness Weight,Time (ns)
0,698396400
2,698726400
5,1326696900
9,2668057100
14,2668243700
20,2668371500
27,4245603600
35,4246642500
44,4246790800
54,4257196300
65,5635828500
77,8536896600
90,8537076900
104,8542472200
119,8542998800
135,9780854000
152,9781724700
170,9782262600
189,9874989800
209,10204418100
230,10908742300
250,11301387800
271,20116349100
293,20116575000
316,20622778700
340,21437050400
365,21437178300
391,24456116800
418,24456432000
446,24551400300
475,28178972600
505,29752335100
536,30168424300
568,30180795800
601,30181011700
635,36671994200
670,36672073900
706,36672397900
743,36672612000
781,36672773100
820,36683928800
842,36685092600
882,42995858000
923,42996131500
965,42996288300
988,42996462100
1031,51807966600
1075,51808177100
1120,51810512800
1166,51810714200
1213,51831719100
1261,51883485600
1310,55900834900
1360,56461453600
