Witness Weight,Time (ns)
0,202326700
2,868967700
5,1744305900
9,1966301300
14,2974240800
20,3752942800
27,3774120200
34,4897939600
42,6843576000
50,8800556900
59,12525255500
69,12714912600
80,12721351400
91,14588183500
103,15255991000
115,16681308900
128,19837702300
142,20548842800
157,22268823100
170,23323233700
186,26474622100
200,27926370600
209,27926646400
219,27927429900
234,29716482200
250,30647170800
261,33670985300
273,33710339100
290,33710672000
307,33876987900
325,41889385500
344,48796385200
364,48902936100
377,48903073900
391,48904355100
409,52111609400
430,52112066500
452,54275877500
